lncRNA.Homo_sapiens	lncRNA.Canis_lupus_familiaris	orthology_type.Homo_sapiens.Canis_lupus_familiaris	lncRNA.Mus_musculus	orthology_type.Homo_sapiens.Mus_musculus	nbTotalIndication	profilIndication
ENSG00000273387	NA	NA	ENSMUSG00000084962;ENSMUSG00000087291	one_to_many	1	one_to_many:1
ENSG00000273449	NA	NA	ENSMUSG00000086156;ENSMUSG00000085109	one_to_many	1	one_to_many:1
ENSG00000273450	NA	NA	ENSMUSG00000101079	many_to_one	1	many_to_one:1
ENSG00000273456	NA	NA	ENSMUSG00000119961	one_to_one	1	one_to_one:1
ENSG00000273474	NA	NA	ENSMUSG00000087355;ENSMUSG00000086018;ENSMUSG00000086874;ENSMUSG00000084859	many_to_many	1	many_to_many:1
ENSG00000273481	NA	NA	ENSMUSG00000084846;ENSMUSG00000086288	one_to_many	1	one_to_many:1
ENSG00000273492	ENSCAFG00845017653	many_to_one	ENSMUSG00000115469;ENSMUSG00000114988;ENSMUSG00000115518	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000273521	NA	NA	ENSMUSG00000109881	many_to_one	1	many_to_one:1
ENSG00000273565	NA	NA	ENSMUSG00000113488	one_to_one	1	one_to_one:1
ENSG00000273576	ENSCAFG00845012720	one_to_one	NA	NA	1	one_to_one:1
ENSG00000273599	NA	NA	ENSMUSG00000109816	many_to_one	1	many_to_one:1
ENSG00000273619	ENSCAFG00845016906	one_to_one	NA	NA	1	one_to_one:1
ENSG00000273664	NA	NA	ENSMUSG00000085055	many_to_one	1	many_to_one:1
ENSG00000273680	NA	NA	ENSMUSG00000089948;ENSMUSG00000086777	many_to_many	1	many_to_many:1
ENSG00000273691	ENSCAFG00845000870	one_to_one	NA	NA	1	one_to_one:1
ENSG00000273702	NA	NA	ENSMUSG00000120202	one_to_one	1	one_to_one:1
ENSG00000273783	NA	NA	ENSMUSG00000120869	one_to_one	1	one_to_one:1
ENSG00000273797	ENSCAFG00845004167	one_to_one	NA	NA	1	one_to_one:1
ENSG00000273812	ENSCAFG00845017452;ENSCAFG00845017408;ENSCAFG00845017427	many_to_many	NA	NA	1	many_to_many:1
ENSG00000273824	ENSCAFG00845013863	one_to_one	ENSMUSG00000112470	one_to_one	2	one_to_one:2
ENSG00000273890	NA	NA	ENSMUSG00000097372	one_to_one	1	one_to_one:1
ENSG00000273958	NA	NA	ENSMUSG00000086648	many_to_one	1	many_to_one:1
ENSG00000273982	NA	NA	ENSMUSG00000085514;ENSMUSG00000086199	many_to_many	1	many_to_many:1
ENSG00000273987	ENSCAFG00845025685	one_to_one	NA	NA	1	one_to_one:1
ENSG00000274015	NA	NA	ENSMUSG00000120709	many_to_one	1	many_to_one:1
ENSG00000274021	NA	NA	ENSMUSG00000120503	one_to_one	1	one_to_one:1
ENSG00000274023	ENSCAFG00845001284	one_to_one	NA	NA	1	one_to_one:1
ENSG00000274092	NA	NA	ENSMUSG00000108524	one_to_one	1	one_to_one:1
ENSG00000274105	NA	NA	ENSMUSG00000115923	many_to_one	1	many_to_one:1
ENSG00000274259	NA	NA	ENSMUSG00000118007	one_to_one	1	one_to_one:1
ENSG00000274292	NA	NA	ENSMUSG00000104156	many_to_one	1	many_to_one:1
ENSG00000274315	NA	NA	ENSMUSG00000089948;ENSMUSG00000086777	many_to_many	1	many_to_many:1
ENSG00000274340	NA	NA	ENSMUSG00000111412	many_to_one	1	many_to_one:1
ENSG00000274387	NA	NA	ENSMUSG00000121205	many_to_one	1	many_to_one:1
ENSG00000274415	NA	NA	ENSMUSG00000105385	many_to_one	1	many_to_one:1
ENSG00000274444	ENSCAFG00845025573	one_to_one	NA	NA	1	one_to_one:1
ENSG00000274528	NA	NA	ENSMUSG00000097021	many_to_one	1	many_to_one:1
ENSG00000274536	NA	NA	ENSMUSG00000078122	one_to_one	1	one_to_one:1
ENSG00000274554	NA	NA	ENSMUSG00000029360	many_to_one	1	many_to_one:1
ENSG00000274578	ENSCAFG00845012058	one_to_one	NA	NA	1	one_to_one:1
ENSG00000274682	NA	NA	ENSMUSG00000097068	one_to_one	1	one_to_one:1
ENSG00000274698	NA	NA	ENSMUSG00000074113	many_to_one	1	many_to_one:1
ENSG00000274765	ENSCAFG00845028556	many_to_one	NA	NA	1	many_to_one:1
ENSG00000274828	ENSCAFG00845000055	many_to_one	ENSMUSG00000120406;ENSMUSG00000118070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000274833	ENSCAFG00845010811	many_to_one	NA	NA	1	many_to_one:1
ENSG00000274859	NA	NA	ENSMUSG00000097163;ENSMUSG00000072688	one_to_many	1	one_to_many:1
ENSG00000274895	ENSCAFG00845001588	many_to_one	ENSMUSG00000119953;ENSMUSG00000079045;ENSMUSG00000099404	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000274922	NA	NA	ENSMUSG00000084780	many_to_one	1	many_to_one:1
ENSG00000274925	ENSCAFG00845000388	many_to_one	NA	NA	1	many_to_one:1
ENSG00000274964	NA	NA	ENSMUSG00000096299	many_to_one	1	many_to_one:1
ENSG00000274987	NA	NA	ENSMUSG00000086013	many_to_one	1	many_to_one:1
ENSG00000275005	NA	NA	ENSMUSG00000109722;ENSMUSG00000109847	many_to_many	1	many_to_many:1
ENSG00000275025	NA	NA	ENSMUSG00000087630	many_to_one	1	many_to_one:1
ENSG00000275091	NA	NA	ENSMUSG00000056753	one_to_one	1	one_to_one:1
ENSG00000275097	NA	NA	ENSMUSG00000108258	one_to_one	1	one_to_one:1
ENSG00000275162	ENSCAFG00845014357	one_to_one	NA	NA	1	one_to_one:1
ENSG00000275186	NA	NA	ENSMUSG00000118265	many_to_one	1	many_to_one:1
ENSG00000275197	NA	NA	ENSMUSG00000086013	many_to_one	1	many_to_one:1
ENSG00000275198	NA	NA	ENSMUSG00000072884	one_to_one	1	one_to_one:1
ENSG00000275202	NA	NA	ENSMUSG00000090216	one_to_one	1	one_to_one:1
ENSG00000275216	NA	NA	ENSMUSG00000109503;ENSMUSG00000109067;ENSMUSG00000109432;ENSMUSG00000108997	many_to_many	1	many_to_many:1
ENSG00000275234	NA	NA	ENSMUSG00000119983	one_to_one	1	one_to_one:1
ENSG00000275248	NA	NA	ENSMUSG00000108847	one_to_one	1	one_to_one:1
ENSG00000275278	NA	NA	ENSMUSG00000089948;ENSMUSG00000086777	many_to_many	1	many_to_many:1
ENSG00000275322	NA	NA	ENSMUSG00000109364	one_to_one	1	one_to_one:1
ENSG00000275327	NA	NA	ENSMUSG00000109722;ENSMUSG00000109847	many_to_many	1	many_to_many:1
ENSG00000275329	NA	NA	ENSMUSG00000087595	one_to_one	1	one_to_one:1
ENSG00000275418	NA	NA	ENSMUSG00000118078	one_to_one	1	one_to_one:1
ENSG00000275427	NA	NA	ENSMUSG00000084945	many_to_one	1	many_to_one:1
ENSG00000275441	NA	NA	ENSMUSG00000066175	one_to_one	1	one_to_one:1
ENSG00000275443	NA	NA	ENSMUSG00000108869;ENSMUSG00000101559	many_to_many	1	many_to_many:1
ENSG00000275445	NA	NA	ENSMUSG00000097343	one_to_one	1	one_to_one:1
ENSG00000275476	NA	NA	ENSMUSG00000089948;ENSMUSG00000086777	many_to_many	1	many_to_many:1
ENSG00000275481	NA	NA	ENSMUSG00000120767	one_to_one	1	one_to_one:1
ENSG00000275512	ENSCAFG00845004860	one_to_one	NA	NA	1	one_to_one:1
ENSG00000275516	NA	NA	ENSMUSG00000087404	many_to_one	1	many_to_one:1
ENSG00000275532	NA	NA	ENSMUSG00000085586	many_to_one	1	many_to_one:1
ENSG00000275569	ENSCAFG00845016539	one_to_one	NA	NA	1	one_to_one:1
ENSG00000275620	NA	NA	ENSMUSG00000087293	one_to_one	1	one_to_one:1
ENSG00000275665	NA	NA	ENSMUSG00000085586	many_to_one	1	many_to_one:1
ENSG00000275709	NA	NA	ENSMUSG00000085633	one_to_one	1	one_to_one:1
ENSG00000275720	NA	NA	ENSMUSG00000085044;ENSMUSG00000087407	many_to_many_strict	1	many_to_many_strict:1
ENSG00000275741	NA	NA	ENSMUSG00000096938	one_to_one	1	one_to_one:1
ENSG00000275763	ENSCAFG00845000571;ENSCAFG00845000566	many_to_many	ENSMUSG00000118339	many_to_one	2	many_to_many:1;many_to_one:1
ENSG00000275830	NA	NA	ENSMUSG00000109029	many_to_one	1	many_to_one:1
ENSG00000275854	NA	NA	ENSMUSG00000115923	many_to_one	1	many_to_one:1
ENSG00000275857	NA	NA	ENSMUSG00000108617	one_to_one	1	one_to_one:1
ENSG00000275874	ENSCAFG00845021920	many_to_one	ENSMUSG00000112818	many_to_one	2	many_to_one:2
ENSG00000275888	NA	NA	ENSMUSG00000100629;ENSMUSG00000120010	many_to_many_strict	1	many_to_many_strict:1
ENSG00000275964	NA	NA	ENSMUSG00000100017	many_to_one	1	many_to_one:1
ENSG00000275995	NA	NA	ENSMUSG00000094841	many_to_one	1	many_to_one:1
ENSG00000276012	NA	NA	ENSMUSG00000099994;ENSMUSG00000101445	many_to_many	1	many_to_many:1
ENSG00000276063	NA	NA	ENSMUSG00000112278	many_to_one	1	many_to_one:1
ENSG00000276101	NA	NA	ENSMUSG00000085636	one_to_one	1	one_to_one:1
ENSG00000276115	NA	NA	ENSMUSG00000096299	many_to_one	1	many_to_one:1
ENSG00000276116	NA	NA	ENSMUSG00000112150	one_to_one	1	one_to_one:1
ENSG00000276131	NA	NA	ENSMUSG00000110483	many_to_one	1	many_to_one:1
ENSG00000276148	NA	NA	ENSMUSG00000115923	many_to_one	1	many_to_one:1
ENSG00000276166	NA	NA	ENSMUSG00000110428;ENSMUSG00000110517;ENSMUSG00000110475	many_to_many	1	many_to_many:1
ENSG00000276170	NA	NA	ENSMUSG00000047988	one_to_one	1	one_to_one:1
ENSG00000276317	NA	NA	ENSMUSG00000121267	many_to_one	1	many_to_one:1
ENSG00000276407	NA	NA	ENSMUSG00000097184	many_to_one	1	many_to_one:1
ENSG00000276434	NA	NA	ENSMUSG00000120359	one_to_one	1	one_to_one:1
ENSG00000276454	NA	NA	ENSMUSG00000120469	many_to_one	1	many_to_one:1
ENSG00000276487	NA	NA	ENSMUSG00000104778	one_to_one	1	one_to_one:1
ENSG00000276488	NA	NA	ENSMUSG00000120872	one_to_one	1	one_to_one:1
ENSG00000276508	NA	NA	ENSMUSG00000085044;ENSMUSG00000087407	many_to_many_strict	1	many_to_many_strict:1
ENSG00000276523	ENSCAFG00845023863	one_to_one	NA	NA	1	one_to_one:1
ENSG00000276651	NA	NA	ENSMUSG00000086387	one_to_one	1	one_to_one:1
ENSG00000276688	NA	NA	ENSMUSG00000027345	one_to_one	1	one_to_one:1
ENSG00000276707	NA	NA	ENSMUSG00000087211	many_to_one	1	many_to_one:1
ENSG00000276900	ENSCAFG00845018451	one_to_one	NA	NA	1	one_to_one:1
ENSG00000276957	NA	NA	ENSMUSG00000120105	one_to_one	1	one_to_one:1
ENSG00000276997	NA	NA	ENSMUSG00000103451	many_to_one	1	many_to_one:1
ENSG00000277007	ENSCAFG00845028380	many_to_one	NA	NA	1	many_to_one:1
ENSG00000277020	NA	NA	ENSMUSG00000086486	one_to_one	1	one_to_one:1
ENSG00000277022	ENSCAFG00845014620	one_to_one	NA	NA	1	one_to_one:1
ENSG00000277142	NA	NA	ENSMUSG00000097523	many_to_one	1	many_to_one:1
ENSG00000277151	NA	NA	ENSMUSG00000107048	one_to_one	1	one_to_one:1
ENSG00000277152	ENSCAFG00845016520	one_to_one	ENSMUSG00000111058	one_to_one	2	one_to_one:2
ENSG00000277159	NA	NA	ENSMUSG00000074469	one_to_one	1	one_to_one:1
ENSG00000277214	NA	NA	ENSMUSG00000086717	one_to_one	1	one_to_one:1
ENSG00000277245	NA	NA	ENSMUSG00000098778	one_to_one	1	one_to_one:1
ENSG00000277268	NA	NA	ENSMUSG00000087211	many_to_one	1	many_to_one:1
ENSG00000277283	NA	NA	ENSMUSG00000107121	one_to_one	1	one_to_one:1
ENSG00000277301	NA	NA	ENSMUSG00000079001	many_to_one	1	many_to_one:1
ENSG00000277324	ENSCAFG00845002908	one_to_one	NA	NA	1	one_to_one:1
ENSG00000277342	NA	NA	ENSMUSG00000096299	many_to_one	1	many_to_one:1
ENSG00000277383	NA	NA	ENSMUSG00000109984;ENSMUSG00000120250	many_to_many_strict	1	many_to_many_strict:1
ENSG00000277459	NA	NA	ENSMUSG00000110161;ENSMUSG00000092185	many_to_many_strict	1	many_to_many_strict:1
ENSG00000277496	NA	NA	ENSMUSG00000121267	many_to_one	1	many_to_one:1
ENSG00000277548	ENSCAFG00845028556	many_to_one	NA	NA	1	many_to_one:1
ENSG00000277550	NA	NA	ENSMUSG00000100860	one_to_one	1	one_to_one:1
ENSG00000277559	NA	NA	ENSMUSG00000046413	many_to_one	1	many_to_one:1
ENSG00000277621	NA	NA	ENSMUSG00000118601	many_to_one	1	many_to_one:1
ENSG00000277749	ENSCAFG00845029020	one_to_one	ENSMUSG00000086624;ENSMUSG00000085753	one_to_many	2	one_to_many:1;one_to_one:1
ENSG00000277801	NA	NA	ENSMUSG00000097917;ENSMUSG00000033731	many_to_many	1	many_to_many:1
ENSG00000277855	NA	NA	ENSMUSG00000121205	many_to_one	1	many_to_one:1
ENSG00000277873	NA	NA	ENSMUSG00000086075	one_to_one	1	one_to_one:1
ENSG00000277879	NA	NA	ENSMUSG00000101630	many_to_one	1	many_to_one:1
ENSG00000277935	NA	NA	ENSMUSG00000086614;ENSMUSG00000097496;ENSMUSG00000086239	many_to_many_strict	1	many_to_many_strict:1
ENSG00000277954	NA	NA	ENSMUSG00000089797;ENSMUSG00000090217;ENSMUSG00000089723	many_to_many	1	many_to_many:1
ENSG00000277959	NA	NA	ENSMUSG00000109881	many_to_one	1	many_to_one:1
ENSG00000278017	NA	NA	ENSMUSG00000099843	one_to_one	1	one_to_one:1
ENSG00000278095	NA	NA	ENSMUSG00000085414	many_to_one	1	many_to_one:1
ENSG00000278107	NA	NA	ENSMUSG00000118085;ENSMUSG00000117888;ENSMUSG00000117824	one_to_many	1	one_to_many:1
ENSG00000278146	NA	NA	ENSMUSG00000108869;ENSMUSG00000101559	many_to_many	1	many_to_many:1
ENSG00000278156	ENSCAFG00845009674	one_to_one	NA	NA	1	one_to_one:1
ENSG00000278158	ENSCAFG00845019632	one_to_one	NA	NA	1	one_to_one:1
ENSG00000278200	ENSCAFG00845010677	one_to_one	NA	NA	1	one_to_one:1
ENSG00000278305	NA	NA	ENSMUSG00000107214	one_to_one	1	one_to_one:1
ENSG00000278338	NA	NA	ENSMUSG00000115167;ENSMUSG00000115090;ENSMUSG00000115111	one_to_many	1	one_to_many:1
ENSG00000278376	NA	NA	ENSMUSG00000120036	one_to_one	1	one_to_one:1
ENSG00000278408	NA	NA	ENSMUSG00000111296	many_to_one	1	many_to_one:1
ENSG00000278546	NA	NA	ENSMUSG00000084969	many_to_one	1	many_to_one:1
ENSG00000278607	ENSCAFG00845000678	one_to_one	NA	NA	1	one_to_one:1
ENSG00000278621	NA	NA	ENSMUSG00000101859;ENSMUSG00000087203	one_to_many	1	one_to_many:1
ENSG00000278709	NA	NA	ENSMUSG00000087600	one_to_one	1	one_to_one:1
ENSG00000278716	NA	NA	ENSMUSG00000121010;ENSMUSG00000097983	many_to_many	1	many_to_many:1
ENSG00000278722	NA	NA	ENSMUSG00000115529	one_to_one	1	one_to_one:1
ENSG00000278733	NA	NA	ENSMUSG00000072660	many_to_one	1	many_to_one:1
ENSG00000278743	NA	NA	ENSMUSG00000120520	one_to_one	1	one_to_one:1
ENSG00000278768	NA	NA	ENSMUSG00000089810	one_to_one	1	one_to_one:1
ENSG00000278916	NA	NA	ENSMUSG00000097164;ENSMUSG00000112669	one_to_many	1	one_to_many:1
ENSG00000278960	NA	NA	ENSMUSG00000098230	many_to_one	1	many_to_one:1
ENSG00000278981	NA	NA	ENSMUSG00000074517	many_to_one	1	many_to_one:1
ENSG00000279006	NA	NA	ENSMUSG00000106659	many_to_one	1	many_to_one:1
ENSG00000279080	NA	NA	ENSMUSG00000092494	one_to_one	1	one_to_one:1
ENSG00000279085	NA	NA	ENSMUSG00000106659	many_to_one	1	many_to_one:1
ENSG00000279110	NA	NA	ENSMUSG00000106659	many_to_one	1	many_to_one:1
ENSG00000279182	NA	NA	ENSMUSG00000121082	many_to_one	1	many_to_one:1
ENSG00000279220	NA	NA	ENSMUSG00000086730	one_to_one	1	one_to_one:1
ENSG00000279243	ENSCAFG00845024037	many_to_one	NA	NA	1	many_to_one:1
ENSG00000279249	ENSCAFG00845004434	one_to_one	NA	NA	1	one_to_one:1
ENSG00000279277	ENSCAFG00845024063	one_to_one	ENSMUSG00000120744	one_to_one	2	one_to_one:2
ENSG00000279298	ENSCAFG00845028006	many_to_one	NA	NA	1	many_to_one:1
ENSG00000279484	ENSCAFG00845029719	one_to_one	NA	NA	1	one_to_one:1
ENSG00000279529	NA	NA	ENSMUSG00000097000	one_to_one	1	one_to_one:1
ENSG00000279548	NA	NA	ENSMUSG00000106659	many_to_one	1	many_to_one:1
ENSG00000279571	NA	NA	ENSMUSG00000085397	one_to_one	1	one_to_one:1
ENSG00000279636	NA	NA	ENSMUSG00000115787	one_to_one	1	one_to_one:1
ENSG00000279652	NA	NA	ENSMUSG00000097267	one_to_one	1	one_to_one:1
ENSG00000279726	NA	NA	ENSMUSG00000103386	one_to_one	1	one_to_one:1
ENSG00000279873	NA	NA	ENSMUSG00000117393;ENSMUSG00000120263	one_to_many	1	one_to_many:1
ENSG00000279954	ENSCAFG00845010686	one_to_one	NA	NA	1	one_to_one:1
ENSG00000279968	NA	NA	ENSMUSG00000096977	one_to_one	1	one_to_one:1
ENSG00000280005	NA	NA	ENSMUSG00000074517	many_to_one	1	many_to_one:1
ENSG00000280007	NA	NA	ENSMUSG00000086527	one_to_one	1	one_to_one:1
ENSG00000280029	ENSCAFG00845002920	one_to_one	NA	NA	1	one_to_one:1
ENSG00000280080	NA	NA	ENSMUSG00000120224;ENSMUSG00000115918	many_to_many_strict	1	many_to_many_strict:1
ENSG00000280169	NA	NA	ENSMUSG00000075463	one_to_one	1	one_to_one:1
ENSG00000280213	ENSCAFG00845018871	one_to_one	ENSMUSG00000010492	one_to_one	2	one_to_one:2
ENSG00000280350	NA	NA	ENSMUSG00000087521	one_to_one	1	one_to_one:1
ENSG00000280395	ENSCAFG00845006996	one_to_one	NA	NA	1	one_to_one:1
ENSG00000280560	NA	NA	ENSMUSG00000117865	many_to_one	1	many_to_one:1
ENSG00000280587	NA	NA	ENSMUSG00000110697	one_to_one	1	one_to_one:1
ENSG00000280639	NA	NA	ENSMUSG00000111444	one_to_one	1	one_to_one:1
ENSG00000280707	ENSCAFG00845004902	many_to_one	NA	NA	1	many_to_one:1
ENSG00000280734	NA	NA	ENSMUSG00000085615	many_to_one	1	many_to_one:1
ENSG00000280809	ENSCAFG00845004119	one_to_one	NA	NA	1	one_to_one:1
ENSG00000280953	NA	NA	ENSMUSG00000109831	one_to_one	1	one_to_one:1
ENSG00000280989	ENSCAFG00845017101;ENSCAFG00845017123	many_to_many_strict	ENSMUSG00000086363	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSG00000281021	NA	NA	ENSMUSG00000085211	one_to_one	1	one_to_one:1
ENSG00000281120	NA	NA	ENSMUSG00000097626	many_to_one	1	many_to_one:1
ENSG00000281195	NA	NA	ENSMUSG00000107534	many_to_one	1	many_to_one:1
ENSG00000281196	NA	NA	ENSMUSG00000087124;ENSMUSG00000086715	one_to_many	1	one_to_many:1
ENSG00000281344	ENSCAFG00845009290	many_to_one	NA	NA	1	many_to_one:1
ENSG00000281357	NA	NA	ENSMUSG00000089827	one_to_one	1	one_to_one:1
ENSG00000281453	ENSCAFG00845028234	one_to_one	NA	NA	1	one_to_one:1
ENSG00000281641	NA	NA	ENSMUSG00000072584;ENSMUSG00000115761	many_to_many_strict	1	many_to_many_strict:1
ENSG00000281664	ENSCAFG00845001573	one_to_one	NA	NA	1	one_to_one:1
ENSG00000281691	NA	NA	ENSMUSG00000102899	one_to_one	1	one_to_one:1
ENSG00000281756	NA	NA	ENSMUSG00000121067	one_to_one	1	one_to_one:1
ENSG00000282012	ENSCAFG00845020254	one_to_one	NA	NA	1	one_to_one:1
ENSG00000282164	NA	NA	ENSMUSG00000106847	many_to_one	1	many_to_one:1
ENSG00000282759	NA	NA	ENSMUSG00000084945	many_to_one	1	many_to_one:1
ENSG00000282787	NA	NA	ENSMUSG00000109816	many_to_one	1	many_to_one:1
ENSG00000282849	NA	NA	ENSMUSG00000104414	one_to_one	1	one_to_one:1
ENSG00000282898	ENSCAFG00845002707	one_to_one	NA	NA	1	one_to_one:1
ENSG00000283010	NA	NA	ENSMUSG00000107859;ENSMUSG00000120708	one_to_many	1	one_to_many:1
ENSG00000283031	NA	NA	ENSMUSG00000037735	many_to_one	1	many_to_one:1
ENSG00000283052	ENSCAFG00845009290	many_to_one	NA	NA	1	many_to_one:1
ENSG00000283058	NA	NA	ENSMUSG00000071033;ENSMUSG00000090160	many_to_many	1	many_to_many:1
ENSG00000283078	NA	NA	ENSMUSG00000085704	one_to_one	1	one_to_one:1
ENSG00000283118	NA	NA	ENSMUSG00000052248	many_to_one	1	many_to_one:1
ENSG00000283125	NA	NA	ENSMUSG00000054006	one_to_one	1	one_to_one:1
ENSG00000283183	NA	NA	ENSMUSG00000072769	one_to_one	1	one_to_one:1
ENSG00000283213	NA	NA	ENSMUSG00000108351	one_to_one	1	one_to_one:1
ENSG00000283215	NA	NA	ENSMUSG00000117040	many_to_one	1	many_to_one:1
ENSG00000283341	NA	NA	ENSMUSG00000075020	one_to_one	1	one_to_one:1
ENSG00000283380	ENSCAFG00845029407	many_to_one	NA	NA	1	many_to_one:1
ENSG00000283384	NA	NA	ENSMUSG00000109545	one_to_one	1	one_to_one:1
ENSG00000283405	NA	NA	ENSMUSG00000120393;ENSMUSG00000120392	one_to_many	1	one_to_many:1
ENSG00000283422	NA	NA	ENSMUSG00000110647;ENSMUSG00000111531	one_to_many	1	one_to_many:1
ENSG00000283457	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000283480	ENSCAFG00845017130	one_to_one	NA	NA	1	one_to_one:1
ENSG00000283579	NA	NA	ENSMUSG00000120417	one_to_one	1	one_to_one:1
ENSG00000283629	NA	NA	ENSMUSG00000120595	one_to_one	1	one_to_one:1
ENSG00000283638	NA	NA	ENSMUSG00000086173	one_to_one	1	one_to_one:1
ENSG00000283689	NA	NA	ENSMUSG00000046413	many_to_one	1	many_to_one:1
ENSG00000283849	NA	NA	ENSMUSG00000111639	many_to_one	1	many_to_one:1
ENSG00000283959	NA	NA	ENSMUSG00000120195	one_to_one	1	one_to_one:1
ENSG00000283973	ENSCAFG00845015225	one_to_one	ENSMUSG00000120599	one_to_one	2	one_to_one:2
ENSG00000283991	NA	NA	ENSMUSG00000085540;ENSMUSG00000084934	many_to_many	1	many_to_many:1
ENSG00000284391	NA	NA	ENSMUSG00000085314	one_to_one	1	one_to_one:1
ENSG00000284600	NA	NA	ENSMUSG00000112663;ENSMUSG00000112390	many_to_many	1	many_to_many:1
ENSG00000284623	NA	NA	ENSMUSG00000073759	one_to_one	1	one_to_one:1
ENSG00000284633	NA	NA	ENSMUSG00000116125	one_to_one	1	one_to_one:1
ENSG00000284640	ENSCAFG00845015108	one_to_one	NA	NA	1	one_to_one:1
ENSG00000284668	NA	NA	ENSMUSG00000086272	many_to_one	1	many_to_one:1
ENSG00000284669	NA	NA	ENSMUSG00000111639	many_to_one	1	many_to_one:1
ENSG00000284675	NA	NA	ENSMUSG00000093697;ENSMUSG00000109868;ENSMUSG00000110613;ENSMUSG00000120938	many_to_many	1	many_to_many:1
ENSG00000284700	NA	NA	ENSMUSG00000085256	one_to_one	1	one_to_one:1
ENSG00000285016	NA	NA	ENSMUSG00000109931	one_to_one	1	one_to_one:1
ENSG00000285103	NA	NA	ENSMUSG00000086792	many_to_one	1	many_to_one:1
ENSG00000285159	NA	NA	ENSMUSG00000116644	many_to_one	1	many_to_one:1
ENSG00000285165	NA	NA	ENSMUSG00000073145;ENSMUSG00000085652	one_to_many	1	one_to_many:1
ENSG00000285205	NA	NA	ENSMUSG00000114826	one_to_one	1	one_to_one:1
ENSG00000285216	ENSCAFG00845018186	one_to_one	NA	NA	1	one_to_one:1
ENSG00000285219	NA	NA	ENSMUSG00000096932	one_to_one	1	one_to_one:1
ENSG00000285278	NA	NA	ENSMUSG00000114936;ENSMUSG00000097752;ENSMUSG00000114597	many_to_many	1	many_to_many:1
ENSG00000285336	NA	NA	ENSMUSG00000105535	one_to_one	1	one_to_one:1
ENSG00000285347	NA	NA	ENSMUSG00000078957	one_to_one	1	one_to_one:1
ENSG00000285367	NA	NA	ENSMUSG00000120400	many_to_one	1	many_to_one:1
ENSG00000285373	ENSCAFG00845029460	one_to_one	NA	NA	1	one_to_one:1
ENSG00000285412	NA	NA	ENSMUSG00000108060	many_to_one	1	many_to_one:1
ENSG00000285448	NA	NA	ENSMUSG00000115121	one_to_one	1	one_to_one:1
ENSG00000285454	NA	NA	ENSMUSG00000097840	one_to_one	1	one_to_one:1
ENSG00000285462	ENSCAFG00845002716	many_to_one	NA	NA	1	many_to_one:1
ENSG00000285486	NA	NA	ENSMUSG00000087330	one_to_one	1	one_to_one:1
ENSG00000285513	NA	NA	ENSMUSG00000074373	one_to_one	1	one_to_one:1
ENSG00000285518	NA	NA	ENSMUSG00000113746	many_to_one	1	many_to_one:1
ENSG00000285520	ENSCAFG00845000176	one_to_one	NA	NA	1	one_to_one:1
ENSG00000285527	NA	NA	ENSMUSG00000098211;ENSMUSG00000097424	many_to_many	1	many_to_many:1
ENSG00000285532	ENSCAFG00845016905;ENSCAFG00845016895	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSG00000285533	NA	NA	ENSMUSG00000120141	one_to_one	1	one_to_one:1
ENSG00000285534	NA	NA	ENSMUSG00000109508;ENSMUSG00000108969;ENSMUSG00000038917;ENSMUSG00000109084;ENSMUSG00000109291	one_to_many	1	one_to_many:1
ENSG00000285535	NA	NA	ENSMUSG00000085336;ENSMUSG00000086588	many_to_many	1	many_to_many:1
ENSG00000285543	ENSCAFG00845013541	one_to_one	NA	NA	1	one_to_one:1
ENSG00000285548	NA	NA	ENSMUSG00000071033;ENSMUSG00000090160	many_to_many	1	many_to_many:1
ENSG00000285553	NA	NA	ENSMUSG00000089633;ENSMUSG00000089941;ENSMUSG00000089907	many_to_many	1	many_to_many:1
ENSG00000285556	NA	NA	ENSMUSG00000114854	one_to_one	1	one_to_one:1
ENSG00000285560	NA	NA	ENSMUSG00000084821	many_to_one	1	many_to_one:1
ENSG00000285564	ENSCAFG00845002599	many_to_one	NA	NA	1	many_to_one:1
ENSG00000285569	ENSCAFG00845028042;ENSCAFG00845028027	one_to_many	ENSMUSG00000114018	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000285572	ENSCAFG00845026033	one_to_one	NA	NA	1	one_to_one:1
ENSG00000285575	NA	NA	ENSMUSG00000096988;ENSMUSG00000117053	many_to_many_strict	1	many_to_many_strict:1
ENSG00000285582	NA	NA	ENSMUSG00000117871	one_to_one	1	one_to_one:1
ENSG00000285593	NA	NA	ENSMUSG00000085528	one_to_one	1	one_to_one:1
ENSG00000285601	NA	NA	ENSMUSG00000120180	one_to_one	1	one_to_one:1
ENSG00000285603	NA	NA	ENSMUSG00000113935;ENSMUSG00000120974	many_to_many_strict	1	many_to_many_strict:1
ENSG00000285605	ENSCAFG00845019366;ENSCAFG00845019325	one_to_many	ENSMUSG00000118315;ENSMUSG00000117674	one_to_many	2	one_to_many:2
