lncRNA.Mus_musculus	lncRNA.Canis_lupus_familiaris	orthology_type.Mus_musculus.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Mus_musculus.Homo_sapiens	nbTotalIndication	profilIndication
ENSMUSG00000117019	ENSCAFG00845014729	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117023	NA	NA	ENSG00000234579	many_to_one	1	many_to_one:1
ENSMUSG00000117040	NA	NA	ENSG00000283215;ENSG00000223469	one_to_many	1	one_to_many:1
ENSMUSG00000117044	ENSCAFG00845012139	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117053	NA	NA	ENSG00000266153;ENSG00000285575	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000117084	NA	NA	ENSG00000287458	one_to_one	1	one_to_one:1
ENSMUSG00000117105	NA	NA	ENSG00000254106	one_to_one	1	one_to_one:1
ENSMUSG00000117117	NA	NA	ENSG00000287377;ENSG00000288050;ENSG00000272529	one_to_many	1	one_to_many:1
ENSMUSG00000117118	NA	NA	ENSG00000234579	many_to_one	1	many_to_one:1
ENSMUSG00000117131	NA	NA	ENSG00000232909	one_to_one	1	one_to_one:1
ENSMUSG00000117137	NA	NA	ENSG00000289061	one_to_one	1	one_to_one:1
ENSMUSG00000117179	NA	NA	ENSG00000288069;ENSG00000235123	many_to_many	1	many_to_many:1
ENSMUSG00000117193	NA	NA	ENSG00000266065;ENSG00000265944	one_to_many	1	one_to_many:1
ENSMUSG00000117220	NA	NA	ENSG00000291252;ENSG00000291098;ENSG00000291250;ENSG00000291251	one_to_many	1	one_to_many:1
ENSMUSG00000117229	ENSCAFG00845004593	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117231	NA	NA	ENSG00000261520;ENSG00000262001;ENSG00000266401;ENSG00000177337;ENSG00000263724;ENSG00000263878	many_to_many	1	many_to_many:1
ENSMUSG00000117250	NA	NA	ENSG00000273335	many_to_one	1	many_to_one:1
ENSMUSG00000117255	NA	NA	ENSG00000246982	many_to_one	1	many_to_one:1
ENSMUSG00000117263	NA	NA	ENSG00000286550	many_to_one	1	many_to_one:1
ENSMUSG00000117289	NA	NA	ENSG00000238141;ENSG00000255568;ENSG00000272991	many_to_many	1	many_to_many:1
ENSMUSG00000117292	ENSCAFG00845011860	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117301	NA	NA	ENSG00000246982	many_to_one	1	many_to_one:1
ENSMUSG00000117314	NA	NA	ENSG00000287656	one_to_one	1	one_to_one:1
ENSMUSG00000117317	NA	NA	ENSG00000236119;ENSG00000236677	one_to_many	1	one_to_many:1
ENSMUSG00000117323	NA	NA	ENSG00000266288	one_to_one	1	one_to_one:1
ENSMUSG00000117324	NA	NA	ENSG00000288069;ENSG00000235123	many_to_many	1	many_to_many:1
ENSMUSG00000117335	NA	NA	ENSG00000273335	many_to_one	1	many_to_one:1
ENSMUSG00000117355	NA	NA	ENSG00000225637	one_to_one	1	one_to_one:1
ENSMUSG00000117356	NA	NA	ENSG00000230500	one_to_one	1	one_to_one:1
ENSMUSG00000117358	NA	NA	ENSG00000230046;ENSG00000290864	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000117371	NA	NA	ENSG00000225945	one_to_one	1	one_to_one:1
ENSMUSG00000117380	NA	NA	ENSG00000263382	many_to_one	1	many_to_one:1
ENSMUSG00000117384	ENSCAFG00845028119	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117393	NA	NA	ENSG00000279873	many_to_one	1	many_to_one:1
ENSMUSG00000117401	NA	NA	ENSG00000289874	many_to_one	1	many_to_one:1
ENSMUSG00000117404	ENSCAFG00845012467;ENSCAFG00845012457;ENSCAFG00845012482;ENSCAFG00845012579	one_to_many	ENSG00000265369	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000117413	NA	NA	ENSG00000227028	one_to_one	1	one_to_one:1
ENSMUSG00000117414	ENSCAFG00845005280	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117418	NA	NA	ENSG00000265204;ENSG00000264924;ENSG00000264745	many_to_many	1	many_to_many:1
ENSMUSG00000117426	ENSCAFG00845020563	many_to_one	ENSG00000273006	many_to_one	2	many_to_one:2
ENSMUSG00000117440	NA	NA	ENSG00000225284	one_to_one	1	one_to_one:1
ENSMUSG00000117485	NA	NA	ENSG00000230587	many_to_one	1	many_to_one:1
ENSMUSG00000117494	NA	NA	ENSG00000264365;ENSG00000273321	one_to_many	1	one_to_many:1
ENSMUSG00000117501	ENSCAFG00845027133;ENSCAFG00845027119	one_to_many	ENSG00000205054	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000117505	NA	NA	ENSG00000254635	one_to_one	1	one_to_one:1
ENSMUSG00000117509	NA	NA	ENSG00000205086;ENSG00000226398	one_to_many	1	one_to_many:1
ENSMUSG00000117521	ENSCAFG00845011525;ENSCAFG00845011508;ENSCAFG00845011489	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000117523	NA	NA	ENSG00000260436;ENSG00000261140;ENSG00000269937;ENSG00000261613;ENSG00000261093	one_to_many	1	one_to_many:1
ENSMUSG00000117562	NA	NA	ENSG00000185186	many_to_one	1	many_to_one:1
ENSMUSG00000117570	ENSCAFG00845004791;ENSCAFG00845004796	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000117571	NA	NA	ENSG00000286796	one_to_one	1	one_to_one:1
ENSMUSG00000117573	NA	NA	ENSG00000265204;ENSG00000264924;ENSG00000264745	many_to_many	1	many_to_many:1
ENSMUSG00000117579	NA	NA	ENSG00000259994	one_to_one	1	one_to_one:1
ENSMUSG00000117588	NA	NA	ENSG00000250015;ENSG00000271918	one_to_many	1	one_to_many:1
ENSMUSG00000117592	NA	NA	ENSG00000232598	one_to_one	1	one_to_one:1
ENSMUSG00000117608	NA	NA	ENSG00000264345	one_to_one	1	one_to_one:1
ENSMUSG00000117613	ENSCAFG00845012572;ENSCAFG00845012476	one_to_many	ENSG00000263677	one_to_one	2	one_to_many:1;one_to_one:1
ENSMUSG00000117616	ENSCAFG00845020563	many_to_one	ENSG00000273006	many_to_one	2	many_to_one:2
ENSMUSG00000117632	NA	NA	ENSG00000263904	one_to_one	1	one_to_one:1
ENSMUSG00000117634	NA	NA	ENSG00000273232;ENSG00000265943	one_to_many	1	one_to_many:1
ENSMUSG00000117645	ENSCAFG00845012449	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117648	NA	NA	ENSG00000273090;ENSG00000260025	one_to_many	1	one_to_many:1
ENSMUSG00000117655	ENSCAFG00845030880;ENSCAFG00845030878	many_to_many_strict	ENSG00000236799	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000117659	ENSCAFG00845027810	many_to_one	ENSG00000235470;ENSG00000287419	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000117661	NA	NA	ENSG00000287943;ENSG00000267193;ENSG00000285790;ENSG00000267097	one_to_many	1	one_to_many:1
ENSMUSG00000117674	ENSCAFG00845019366;ENSCAFG00845019325	many_to_many_strict	ENSG00000285605	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000117676	NA	NA	ENSG00000264340	one_to_one	1	one_to_one:1
ENSMUSG00000117684	NA	NA	ENSG00000228484	one_to_one	1	one_to_one:1
ENSMUSG00000117685	ENSCAFG00845000824	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117690	NA	NA	ENSG00000237761	one_to_one	1	one_to_one:1
ENSMUSG00000117698	NA	NA	ENSG00000260475	one_to_one	1	one_to_one:1
ENSMUSG00000117710	NA	NA	ENSG00000254855;ENSG00000254461	one_to_many	1	one_to_many:1
ENSMUSG00000117718	ENSCAFG00845010817	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117721	NA	NA	ENSG00000267579;ENSG00000267257	many_to_many	1	many_to_many:1
ENSMUSG00000117725	NA	NA	ENSG00000226533	many_to_one	1	many_to_one:1
ENSMUSG00000117731	NA	NA	ENSG00000249593	many_to_one	1	many_to_one:1
ENSMUSG00000117757	NA	NA	ENSG00000267165	one_to_one	1	one_to_one:1
ENSMUSG00000117760	NA	NA	ENSG00000236355;ENSG00000231150	many_to_many	1	many_to_many:1
ENSMUSG00000117763	NA	NA	ENSG00000257002	one_to_one	1	one_to_one:1
ENSMUSG00000117772	ENSCAFG00845018903	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117778	NA	NA	ENSG00000263958	one_to_one	1	one_to_one:1
ENSMUSG00000117786	NA	NA	ENSG00000184385	many_to_one	1	many_to_one:1
ENSMUSG00000117792	NA	NA	ENSG00000249553	one_to_one	1	one_to_one:1
ENSMUSG00000117797	NA	NA	ENSG00000286583	many_to_one	1	many_to_one:1
ENSMUSG00000117818	NA	NA	ENSG00000224100	one_to_one	1	one_to_one:1
ENSMUSG00000117824	NA	NA	ENSG00000278107	many_to_one	1	many_to_one:1
ENSMUSG00000117829	NA	NA	ENSG00000263756	one_to_one	1	one_to_one:1
ENSMUSG00000117835	NA	NA	ENSG00000226533	many_to_one	1	many_to_one:1
ENSMUSG00000117837	NA	NA	ENSG00000268364	one_to_one	1	one_to_one:1
ENSMUSG00000117840	NA	NA	ENSG00000249526	one_to_one	1	one_to_one:1
ENSMUSG00000117852	NA	NA	ENSG00000250692	one_to_one	1	one_to_one:1
ENSMUSG00000117861	NA	NA	ENSG00000255120	one_to_one	1	one_to_one:1
ENSMUSG00000117865	NA	NA	ENSG00000232229;ENSG00000280560	one_to_many	1	one_to_many:1
ENSMUSG00000117868	ENSCAFG00845004812	one_to_one	ENSG00000260759	one_to_one	2	one_to_one:2
ENSMUSG00000117871	NA	NA	ENSG00000285582	one_to_one	1	one_to_one:1
ENSMUSG00000117888	NA	NA	ENSG00000278107	many_to_one	1	many_to_one:1
ENSMUSG00000117890	ENSCAFG00845030508	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117891	NA	NA	ENSG00000267136;ENSG00000267239;ENSG00000267694;ENSG00000267529;ENSG00000267503;ENSG00000266954;ENSG00000267393;ENSG00000267177;ENSG00000286926;ENSG00000267690;ENSG00000267366	one_to_many	1	one_to_many:1
ENSMUSG00000117895	NA	NA	ENSG00000267396;ENSG00000267743	many_to_many	1	many_to_many:1
ENSMUSG00000117901	NA	NA	ENSG00000256481	one_to_one	1	one_to_one:1
ENSMUSG00000117911	ENSCAFG00845018305;ENSCAFG00845018236;ENSCAFG00845018293;ENSCAFG00845018273;ENSCAFG00845018257	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000117912	NA	NA	ENSG00000255236	one_to_one	1	one_to_one:1
ENSMUSG00000117952	NA	NA	ENSG00000240527	one_to_one	1	one_to_one:1
ENSMUSG00000117968	NA	NA	ENSG00000267401	one_to_one	1	one_to_one:1
ENSMUSG00000117976	NA	NA	ENSG00000266614;ENSG00000264212	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000117977	NA	NA	ENSG00000267146	one_to_one	1	one_to_one:1
ENSMUSG00000117979	NA	NA	ENSG00000236733;ENSG00000288771	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000117994	ENSCAFG00845018059	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000117998	NA	NA	ENSG00000289512;ENSG00000225519	one_to_many	1	one_to_many:1
ENSMUSG00000118000	NA	NA	ENSG00000227695	one_to_one	1	one_to_one:1
ENSMUSG00000118002	NA	NA	ENSG00000289497	one_to_one	1	one_to_one:1
ENSMUSG00000118007	NA	NA	ENSG00000274259	one_to_one	1	one_to_one:1
ENSMUSG00000118012	NA	NA	ENSG00000264278	one_to_one	1	one_to_one:1
ENSMUSG00000118017	NA	NA	ENSG00000267391	one_to_one	1	one_to_one:1
ENSMUSG00000118020	ENSCAFG00845002310	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000118045	NA	NA	ENSG00000267209	one_to_one	1	one_to_one:1
ENSMUSG00000118068	NA	NA	ENSG00000289170	one_to_one	1	one_to_one:1
ENSMUSG00000118070	ENSCAFG00845000055	many_to_one	ENSG00000274828;ENSG00000266901;ENSG00000178412	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000118078	NA	NA	ENSG00000275418	one_to_one	1	one_to_one:1
ENSMUSG00000118081	NA	NA	ENSG00000235023;ENSG00000225731	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000118085	NA	NA	ENSG00000278107	many_to_one	1	many_to_one:1
ENSMUSG00000118090	ENSCAFG00845000051	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000118092	NA	NA	ENSG00000204706	one_to_one	1	one_to_one:1
ENSMUSG00000118100	NA	NA	ENSG00000285656	one_to_one	1	one_to_one:1
ENSMUSG00000118101	NA	NA	ENSG00000267579;ENSG00000267257	many_to_many	1	many_to_many:1
ENSMUSG00000118117	NA	NA	ENSG00000251205	one_to_one	1	one_to_one:1
ENSMUSG00000118119	NA	NA	ENSG00000236355;ENSG00000231150	many_to_many	1	many_to_many:1
ENSMUSG00000118122	NA	NA	ENSG00000271792	many_to_one	1	many_to_one:1
ENSMUSG00000118127	ENSCAFG00845027810	many_to_one	ENSG00000235470;ENSG00000287419	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000118134	NA	NA	ENSG00000266969	one_to_one	1	one_to_one:1
ENSMUSG00000118138	NA	NA	ENSG00000289194	one_to_one	1	one_to_one:1
ENSMUSG00000118157	NA	NA	ENSG00000235023;ENSG00000225731	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000118163	NA	NA	ENSG00000267579;ENSG00000267257	many_to_many	1	many_to_many:1
ENSMUSG00000118169	NA	NA	ENSG00000184385	many_to_one	1	many_to_one:1
ENSMUSG00000118178	ENSCAFG00845030880;ENSCAFG00845030878	many_to_many_strict	ENSG00000236799	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000118198	NA	NA	ENSG00000263655	one_to_one	1	one_to_one:1
ENSMUSG00000118206	NA	NA	ENSG00000289745	many_to_one	1	many_to_one:1
ENSMUSG00000118210	NA	NA	ENSG00000273143	one_to_one	1	one_to_one:1
ENSMUSG00000118221	NA	NA	ENSG00000224934	one_to_one	1	one_to_one:1
ENSMUSG00000118232	NA	NA	ENSG00000253445	one_to_one	1	one_to_one:1
ENSMUSG00000118245	NA	NA	ENSG00000287851	one_to_one	1	one_to_one:1
ENSMUSG00000118249	NA	NA	ENSG00000286369	one_to_one	1	one_to_one:1
ENSMUSG00000118257	NA	NA	ENSG00000231185	one_to_one	1	one_to_one:1
ENSMUSG00000118262	NA	NA	ENSG00000266586;ENSG00000265101	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000118263	NA	NA	ENSG00000286459	one_to_one	1	one_to_one:1
ENSMUSG00000118265	NA	NA	ENSG00000286186;ENSG00000275186	one_to_many	1	one_to_many:1
ENSMUSG00000118268	NA	NA	ENSG00000266586;ENSG00000265101	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000118292	NA	NA	ENSG00000250095	one_to_one	1	one_to_one:1
ENSMUSG00000118293	NA	NA	ENSG00000289993	one_to_one	1	one_to_one:1
ENSMUSG00000118311	NA	NA	ENSG00000286583	many_to_one	1	many_to_one:1
ENSMUSG00000118315	ENSCAFG00845019366;ENSCAFG00845019325	many_to_many_strict	ENSG00000285605	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000118322	NA	NA	ENSG00000250603	many_to_one	1	many_to_one:1
ENSMUSG00000118339	ENSCAFG00845000571;ENSCAFG00845000566	one_to_many	ENSG00000265778;ENSG00000263982;ENSG00000275763	one_to_many	2	one_to_many:2
ENSMUSG00000118340	NA	NA	ENSG00000261447;ENSG00000229312	one_to_many	1	one_to_many:1
ENSMUSG00000118342	NA	NA	ENSG00000225434	one_to_one	1	one_to_one:1
ENSMUSG00000118343	NA	NA	ENSG00000271766	one_to_one	1	one_to_one:1
ENSMUSG00000118347	NA	NA	ENSG00000271792	many_to_one	1	many_to_one:1
ENSMUSG00000118352	ENSCAFG00845001172	one_to_one	ENSG00000266304;ENSG00000266278	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000118362	ENSCAFG00845008813	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000118366	ENSCAFG00845028836	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000118369	NA	NA	ENSG00000228417	one_to_one	1	one_to_one:1
ENSMUSG00000118373	ENSCAFG00845000022	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000118385	NA	NA	ENSG00000264247	many_to_one	1	many_to_one:1
ENSMUSG00000118386	NA	NA	ENSG00000249593	many_to_one	1	many_to_one:1
ENSMUSG00000118391	NA	NA	ENSG00000245937	one_to_one	1	one_to_one:1
ENSMUSG00000118436	NA	NA	ENSG00000249713	many_to_one	1	many_to_one:1
ENSMUSG00000118437	NA	NA	ENSG00000271916	one_to_one	1	one_to_one:1
ENSMUSG00000118445	NA	NA	ENSG00000249713	many_to_one	1	many_to_one:1
ENSMUSG00000118449	NA	NA	ENSG00000242628	many_to_one	1	many_to_one:1
ENSMUSG00000118456	NA	NA	ENSG00000286508	one_to_one	1	one_to_one:1
ENSMUSG00000118519	NA	NA	ENSG00000228748	one_to_one	1	one_to_one:1
ENSMUSG00000118601	NA	NA	ENSG00000263707;ENSG00000277621	one_to_many	1	one_to_many:1
ENSMUSG00000118652	NA	NA	ENSG00000228718	one_to_one	1	one_to_one:1
ENSMUSG00000119944	NA	NA	ENSG00000289018	many_to_one	1	many_to_one:1
ENSMUSG00000119945	NA	NA	ENSG00000272953;ENSG00000241269;ENSG00000290091;ENSG00000188365	many_to_many	1	many_to_many:1
ENSMUSG00000119946	NA	NA	ENSG00000272831	one_to_one	1	one_to_one:1
ENSMUSG00000119947	NA	NA	ENSG00000289168	one_to_one	1	one_to_one:1
ENSMUSG00000119951	NA	NA	ENSG00000291127	one_to_one	1	one_to_one:1
ENSMUSG00000119953	ENSCAFG00845001588	many_to_one	ENSG00000272167;ENSG00000274895;ENSG00000230461	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000119956	NA	NA	ENSG00000271737	one_to_one	1	one_to_one:1
ENSMUSG00000119959	NA	NA	ENSG00000270959;ENSG00000224563	one_to_many	1	one_to_many:1
ENSMUSG00000119961	NA	NA	ENSG00000273456	one_to_one	1	one_to_one:1
ENSMUSG00000119962	NA	NA	ENSG00000263382	many_to_one	1	many_to_one:1
ENSMUSG00000119966	NA	NA	ENSG00000256315;ENSG00000255580;ENSG00000256972	one_to_many	1	one_to_many:1
ENSMUSG00000119967	NA	NA	ENSG00000224903;ENSG00000182648	one_to_many	1	one_to_many:1
ENSMUSG00000119970	NA	NA	ENSG00000247400	one_to_one	1	one_to_one:1
ENSMUSG00000119973	ENSCAFG00845030897	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000119979	NA	NA	ENSG00000272953;ENSG00000241269;ENSG00000290091;ENSG00000188365	many_to_many	1	many_to_many:1
ENSMUSG00000119981	ENSCAFG00845009426	many_to_one	ENSG00000234943;ENSG00000228108	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000119983	NA	NA	ENSG00000275234	one_to_one	1	one_to_one:1
ENSMUSG00000119985	NA	NA	ENSG00000254473	one_to_one	1	one_to_one:1
ENSMUSG00000119990	NA	NA	ENSG00000286553;ENSG00000287260	one_to_many	1	one_to_many:1
ENSMUSG00000119994	NA	NA	ENSG00000257809	one_to_one	1	one_to_one:1
ENSMUSG00000119997	ENSCAFG00845018124	many_to_one	ENSG00000289256	many_to_one	2	many_to_one:2
ENSMUSG00000120000	NA	NA	ENSG00000220256	one_to_one	1	one_to_one:1
ENSMUSG00000120010	NA	NA	ENSG00000287737;ENSG00000275888	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120012	ENSCAFG00845022560	one_to_one	ENSG00000266402	one_to_one	2	one_to_one:2
ENSMUSG00000120016	NA	NA	ENSG00000270035;ENSG00000270171;ENSG00000269978;ENSG00000225126;ENSG00000237436;ENSG00000237728;ENSG00000237365	many_to_many	1	many_to_many:1
ENSMUSG00000120018	NA	NA	ENSG00000262211;ENSG00000227908	one_to_many	1	one_to_many:1
ENSMUSG00000120019	NA	NA	ENSG00000261514	one_to_one	1	one_to_one:1
ENSMUSG00000120022	NA	NA	ENSG00000231731	one_to_one	1	one_to_one:1
ENSMUSG00000120023	NA	NA	ENSG00000286518;ENSG00000272235;ENSG00000287828;ENSG00000177133;ENSG00000226286	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120027	NA	NA	ENSG00000231090	one_to_one	1	one_to_one:1
ENSMUSG00000120033	ENSCAFG00845012067	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120036	NA	NA	ENSG00000278376	one_to_one	1	one_to_one:1
ENSMUSG00000120037	NA	NA	ENSG00000290510;ENSG00000251678	one_to_many	1	one_to_many:1
ENSMUSG00000120039	NA	NA	ENSG00000253695	one_to_one	1	one_to_one:1
ENSMUSG00000120041	NA	NA	ENSG00000163081	one_to_one	1	one_to_one:1
ENSMUSG00000120046	NA	NA	ENSG00000237243	one_to_one	1	one_to_one:1
ENSMUSG00000120047	NA	NA	ENSG00000289489;ENSG00000227838	one_to_many	1	one_to_many:1
ENSMUSG00000120048	NA	NA	ENSG00000237461	one_to_one	1	one_to_one:1
ENSMUSG00000120049	NA	NA	ENSG00000288900	one_to_one	1	one_to_one:1
ENSMUSG00000120051	NA	NA	ENSG00000235706	one_to_one	1	one_to_one:1
ENSMUSG00000120053	NA	NA	ENSG00000258099	many_to_one	1	many_to_one:1
ENSMUSG00000120056	NA	NA	ENSG00000224391	one_to_one	1	one_to_one:1
ENSMUSG00000120061	NA	NA	ENSG00000237775	many_to_one	1	many_to_one:1
ENSMUSG00000120065	NA	NA	ENSG00000259125	many_to_one	1	many_to_one:1
ENSMUSG00000120068	NA	NA	ENSG00000233086	one_to_one	1	one_to_one:1
ENSMUSG00000120072	ENSCAFG00845014957	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120078	NA	NA	ENSG00000231671	one_to_one	1	one_to_one:1
ENSMUSG00000120079	NA	NA	ENSG00000233502	one_to_one	1	one_to_one:1
ENSMUSG00000120080	NA	NA	ENSG00000237594;ENSG00000286643	one_to_many	1	one_to_many:1
ENSMUSG00000120082	NA	NA	ENSG00000289404	one_to_one	1	one_to_one:1
ENSMUSG00000120087	NA	NA	ENSG00000234432	many_to_one	1	many_to_one:1
ENSMUSG00000120092	NA	NA	ENSG00000265451	many_to_one	1	many_to_one:1
ENSMUSG00000120093	NA	NA	ENSG00000271327;ENSG00000271259	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120094	NA	NA	ENSG00000235121;ENSG00000236390	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120095	NA	NA	ENSG00000287296;ENSG00000267598	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120101	NA	NA	ENSG00000228830	one_to_one	1	one_to_one:1
ENSMUSG00000120102	NA	NA	ENSG00000287582	many_to_one	1	many_to_one:1
ENSMUSG00000120105	NA	NA	ENSG00000276957	one_to_one	1	one_to_one:1
ENSMUSG00000120107	ENSCAFG00845014816;ENSCAFG00845014794;ENSCAFG00845014805;ENSCAFG00845014811;ENSCAFG00845014799	one_to_many	ENSG00000289242;ENSG00000253214	one_to_many	2	one_to_many:2
ENSMUSG00000120112	NA	NA	ENSG00000288835	many_to_one	1	many_to_one:1
ENSMUSG00000120116	NA	NA	ENSG00000230316	one_to_one	1	one_to_one:1
ENSMUSG00000120121	NA	NA	ENSG00000288835	many_to_one	1	many_to_one:1
ENSMUSG00000120128	NA	NA	ENSG00000289481	one_to_one	1	one_to_one:1
ENSMUSG00000120132	NA	NA	ENSG00000232412	one_to_one	1	one_to_one:1
ENSMUSG00000120135	ENSCAFG00845002719;ENSCAFG00845002714;ENSCAFG00845002709	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSMUSG00000120137	ENSCAFG00845004142	many_to_one	ENSG00000267707;ENSG00000267202;ENSG00000285940	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000120141	NA	NA	ENSG00000285533	one_to_one	1	one_to_one:1
ENSMUSG00000120151	NA	NA	ENSG00000245281	one_to_one	1	one_to_one:1
ENSMUSG00000120152	NA	NA	ENSG00000289954	one_to_one	1	one_to_one:1
ENSMUSG00000120155	NA	NA	ENSG00000245870	one_to_one	1	one_to_one:1
ENSMUSG00000120159	NA	NA	ENSG00000233081	one_to_one	1	one_to_one:1
ENSMUSG00000120160	NA	NA	ENSG00000214559;ENSG00000289532	one_to_many	1	one_to_many:1
ENSMUSG00000120162	NA	NA	ENSG00000231336;ENSG00000232696;ENSG00000228481	many_to_many	1	many_to_many:1
ENSMUSG00000120169	NA	NA	ENSG00000228878	one_to_one	1	one_to_one:1
ENSMUSG00000120170	NA	NA	ENSG00000287060	many_to_one	1	many_to_one:1
ENSMUSG00000120176	NA	NA	ENSG00000248489	one_to_one	1	one_to_one:1
ENSMUSG00000120177	NA	NA	ENSG00000268941;ENSG00000254620	one_to_many	1	one_to_many:1
ENSMUSG00000120180	NA	NA	ENSG00000285601	one_to_one	1	one_to_one:1
ENSMUSG00000120181	NA	NA	ENSG00000235741	one_to_one	1	one_to_one:1
ENSMUSG00000120186	NA	NA	ENSG00000263412;ENSG00000266341	one_to_many	1	one_to_many:1
ENSMUSG00000120187	NA	NA	ENSG00000271742	one_to_one	1	one_to_one:1
ENSMUSG00000120188	NA	NA	ENSG00000231770	one_to_one	1	one_to_one:1
ENSMUSG00000120189	NA	NA	ENSG00000290102	one_to_one	1	one_to_one:1
ENSMUSG00000120190	ENSCAFG00845014702	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120194	NA	NA	ENSG00000225279	one_to_one	1	one_to_one:1
ENSMUSG00000120195	NA	NA	ENSG00000283959	one_to_one	1	one_to_one:1
ENSMUSG00000120197	NA	NA	ENSG00000225359	one_to_one	1	one_to_one:1
ENSMUSG00000120201	NA	NA	ENSG00000286511	one_to_one	1	one_to_one:1
ENSMUSG00000120202	NA	NA	ENSG00000273702	one_to_one	1	one_to_one:1
ENSMUSG00000120206	NA	NA	ENSG00000258694	one_to_one	1	one_to_one:1
ENSMUSG00000120210	NA	NA	ENSG00000264107	many_to_one	1	many_to_one:1
ENSMUSG00000120214	NA	NA	ENSG00000214407;ENSG00000287682;ENSG00000241280	one_to_many	1	one_to_many:1
ENSMUSG00000120221	NA	NA	ENSG00000231769	one_to_one	1	one_to_one:1
ENSMUSG00000120224	NA	NA	ENSG00000260708;ENSG00000280080	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120229	NA	NA	ENSG00000235802	one_to_one	1	one_to_one:1
ENSMUSG00000120232	NA	NA	ENSG00000289844;ENSG00000259687	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120236	ENSCAFG00845027055;ENSCAFG00845027042;ENSCAFG00845027064	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000120240	ENSCAFG00845018680	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120243	NA	NA	ENSG00000260253	one_to_one	1	one_to_one:1
ENSMUSG00000120245	ENSCAFG00845017486	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120247	NA	NA	ENSG00000267365	one_to_one	1	one_to_one:1
ENSMUSG00000120250	NA	NA	ENSG00000277383;ENSG00000269806	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000120256	ENSCAFG00845005161	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000120258	NA	NA	ENSG00000272948	one_to_one	1	one_to_one:1
