lncRNA.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Canis_lupus_familiaris.Homo_sapiens	lncRNA.Mus_musculus	orthology_type.Canis_lupus_familiaris.Mus_musculus	nbTotalIndication	profilIndication
ENSCAFG00845022159	ENSG00000230090;ENSG00000224128	one_to_many	ENSMUSG00000120751	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845022177	ENSG00000232643	one_to_one	ENSMUSG00000087647;ENSMUSG00000085740	one_to_many	2	one_to_many:1;one_to_one:1
ENSCAFG00845022179	ENSG00000289031	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022182	ENSG00000224511;ENSG00000232117	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845022228	ENSG00000258499	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022230	ENSG00000242540	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022249	ENSG00000236106	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022254	NA	NA	ENSMUSG00000085135	one_to_one	1	one_to_one:1
ENSCAFG00845022291	NA	NA	ENSMUSG00000085025	one_to_one	1	one_to_one:1
ENSCAFG00845022321	ENSG00000223571	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022375	ENSG00000272211	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022376	NA	NA	ENSMUSG00000107999	one_to_one	1	one_to_one:1
ENSCAFG00845022428	ENSG00000250344	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022473	NA	NA	ENSMUSG00000053420	one_to_one	1	one_to_one:1
ENSCAFG00845022560	ENSG00000266402	one_to_one	ENSMUSG00000120012	one_to_one	2	one_to_one:2
ENSCAFG00845022594	ENSG00000237298	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022672	ENSG00000229056	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022704	ENSG00000272894	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022760	NA	NA	ENSMUSG00000080058	one_to_one	1	one_to_one:1
ENSCAFG00845022798	ENSG00000255438	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845022844	NA	NA	ENSMUSG00000085046;ENSMUSG00000085618	one_to_many	1	one_to_many:1
ENSCAFG00845022886	NA	NA	ENSMUSG00000111809	many_to_one	1	many_to_one:1
ENSCAFG00845022908	NA	NA	ENSMUSG00000111809	many_to_one	1	many_to_one:1
ENSCAFG00845022927	NA	NA	ENSMUSG00000097413	one_to_one	1	one_to_one:1
ENSCAFG00845022967	NA	NA	ENSMUSG00000106845	many_to_one	1	many_to_one:1
ENSCAFG00845022968	NA	NA	ENSMUSG00000110035	one_to_one	1	one_to_one:1
ENSCAFG00845022973	NA	NA	ENSMUSG00000106845	many_to_one	1	many_to_one:1
ENSCAFG00845022979	ENSG00000229989	one_to_one	ENSMUSG00000098206;ENSMUSG00000098243	one_to_many	2	one_to_many:1;one_to_one:1
ENSCAFG00845022986	ENSG00000272745	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023011	ENSG00000248517	one_to_one	ENSMUSG00000109612	one_to_one	2	one_to_one:2
ENSCAFG00845023029	ENSG00000290039	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023072	ENSG00000272905	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023152	ENSG00000286869	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023162	ENSG00000288848	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023181	NA	NA	ENSMUSG00000116725	one_to_one	1	one_to_one:1
ENSCAFG00845023213	ENSG00000289526	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023287	ENSG00000288794	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023309	NA	NA	ENSMUSG00000104874;ENSMUSG00000105229	one_to_many	1	one_to_many:1
ENSCAFG00845023322	ENSG00000235527	one_to_one	ENSMUSG00000085754	one_to_one	2	one_to_one:2
ENSCAFG00845023328	ENSG00000251199	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023468	ENSG00000288928	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023476	ENSG00000250241	one_to_one	ENSMUSG00000097040	one_to_one	2	one_to_one:2
ENSCAFG00845023863	ENSG00000276523	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023880	NA	NA	ENSMUSG00000111366	many_to_one	1	many_to_one:1
ENSCAFG00845023891	ENSG00000258292	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023904	ENSG00000223446	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023906	NA	NA	ENSMUSG00000111366	many_to_one	1	many_to_one:1
ENSCAFG00845023910	NA	NA	ENSMUSG00000090257	many_to_one	1	many_to_one:1
ENSCAFG00845023933	NA	NA	ENSMUSG00000090257	many_to_one	1	many_to_one:1
ENSCAFG00845023946	ENSG00000212694	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023947	NA	NA	ENSMUSG00000120706	one_to_one	1	one_to_one:1
ENSCAFG00845023963	NA	NA	ENSMUSG00000105881	one_to_one	1	one_to_one:1
ENSCAFG00845023964	NA	NA	ENSMUSG00000097743	one_to_one	1	one_to_one:1
ENSCAFG00845023998	ENSG00000289224	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845023999	NA	NA	ENSMUSG00000104925	one_to_one	1	one_to_one:1
ENSCAFG00845024033	NA	NA	ENSMUSG00000097665	one_to_one	1	one_to_one:1
ENSCAFG00845024037	ENSG00000289259;ENSG00000289740;ENSG00000279243;ENSG00000290061;ENSG00000270117;ENSG00000289883	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845024046	ENSG00000251562;ENSG00000286756	many_to_many_strict	ENSMUSG00000092341	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSCAFG00845024049	NA	NA	ENSMUSG00000108166	one_to_one	1	one_to_one:1
ENSCAFG00845024060	ENSG00000251562;ENSG00000286756	many_to_many_strict	ENSMUSG00000092341	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSCAFG00845024063	ENSG00000279277	one_to_one	ENSMUSG00000120744	one_to_one	2	one_to_one:2
ENSCAFG00845024131	NA	NA	ENSMUSG00000107737	one_to_one	1	one_to_one:1
ENSCAFG00845024153	ENSG00000290056	many_to_one	ENSMUSG00000084766	many_to_one	2	many_to_one:2
ENSCAFG00845024155	ENSG00000215483	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024165	ENSG00000290056	many_to_one	ENSMUSG00000084766	many_to_one	2	many_to_one:2
ENSCAFG00845024209	ENSG00000261645	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024262	ENSG00000257935	one_to_one	ENSMUSG00000098649	one_to_one	2	one_to_one:2
ENSCAFG00845024286	ENSG00000249710	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024312	ENSG00000232077	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024324	ENSG00000250899	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024368	ENSG00000254337;ENSG00000253658	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845024376	ENSG00000288743	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024529	NA	NA	ENSMUSG00000085284	one_to_one	1	one_to_one:1
ENSCAFG00845024548	ENSG00000245311	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024560	ENSG00000288971	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024674	ENSG00000258235	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024765	ENSG00000261713	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024835	ENSG00000259603	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845024858	ENSG00000261058	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025005	ENSG00000230333	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025039	NA	NA	ENSMUSG00000112564	one_to_one	1	one_to_one:1
ENSCAFG00845025053	ENSG00000261105	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025071	ENSG00000288886;ENSG00000289082	one_to_many	ENSMUSG00000121087	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845025083	ENSG00000261553	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025092	ENSG00000224855	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025097	NA	NA	ENSMUSG00000053821	one_to_one	1	one_to_one:1
ENSCAFG00845025110	ENSG00000287387	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025115	NA	NA	ENSMUSG00000085444	one_to_one	1	one_to_one:1
ENSCAFG00845025179	ENSG00000236617;ENSG00000250790	one_to_many	ENSMUSG00000105541	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845025224	NA	NA	ENSMUSG00000120611	one_to_one	1	one_to_one:1
ENSCAFG00845025271	ENSG00000287488	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025298	ENSG00000289013;ENSG00000288992	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSCAFG00845025299	ENSG00000259280	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025310	ENSG00000289013;ENSG00000288992	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSCAFG00845025315	ENSG00000287468	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845025421	ENSG00000287468	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845025422	ENSG00000245614	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025454	ENSG00000287114	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025537	ENSG00000230753	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025557	NA	NA	ENSMUSG00000107688	one_to_one	1	one_to_one:1
ENSCAFG00845025573	ENSG00000274444	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025685	ENSG00000273987	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025710	ENSG00000272657	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025720	ENSG00000227456	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845025747	ENSG00000214955	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845025769	ENSG00000214955	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845025799	NA	NA	ENSMUSG00000120797	one_to_one	1	one_to_one:1
ENSCAFG00845025933	ENSG00000224138	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026033	ENSG00000285572	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026192	ENSG00000231621;ENSG00000225979	one_to_many	ENSMUSG00000101674	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845026274	ENSG00000234584	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026338	ENSG00000232360	one_to_one	ENSMUSG00000116763	one_to_one	2	one_to_one:2
ENSCAFG00845026388	ENSG00000232539	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026409	ENSG00000256256	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845026434	ENSG00000256256	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845026445	ENSG00000256256	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845026647	ENSG00000261338	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026686	ENSG00000262652	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026695	ENSG00000289238	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026718	NA	NA	ENSMUSG00000084866	one_to_one	1	one_to_one:1
ENSCAFG00845026725	NA	NA	ENSMUSG00000116987	one_to_one	1	one_to_one:1
ENSCAFG00845026817	NA	NA	ENSMUSG00000120667	one_to_one	1	one_to_one:1
ENSCAFG00845026835	ENSG00000243797	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845026970	ENSG00000223814	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027032	ENSG00000238171	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027042	NA	NA	ENSMUSG00000120236	many_to_one	1	many_to_one:1
ENSCAFG00845027055	NA	NA	ENSMUSG00000120236	many_to_one	1	many_to_one:1
ENSCAFG00845027064	NA	NA	ENSMUSG00000120236	many_to_one	1	many_to_one:1
ENSCAFG00845027086	ENSG00000233746	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027088	ENSG00000261668	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027092	ENSG00000234663	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027099	ENSG00000233746	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027111	ENSG00000233746	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027119	ENSG00000205054	many_to_one	ENSMUSG00000117501	many_to_one	2	many_to_one:2
ENSCAFG00845027133	ENSG00000205054	many_to_one	ENSMUSG00000117501	many_to_one	2	many_to_one:2
ENSCAFG00845027146	ENSG00000230555	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027164	ENSG00000288029	one_to_one	ENSMUSG00000114570;ENSMUSG00000114774	one_to_many	2	one_to_many:1;one_to_one:1
ENSCAFG00845027194	NA	NA	ENSMUSG00000098447	one_to_one	1	one_to_one:1
ENSCAFG00845027201	NA	NA	ENSMUSG00000114815	one_to_one	1	one_to_one:1
ENSCAFG00845027211	ENSG00000231327	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027246	ENSG00000183242	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027256	ENSG00000261799	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027288	ENSG00000251577	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027295	ENSG00000272940;ENSG00000205559	one_to_many	ENSMUSG00000079242	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845027339	ENSG00000267280	one_to_one	ENSMUSG00000069785	one_to_one	2	one_to_one:2
ENSCAFG00845027402	ENSG00000235529	one_to_one	ENSMUSG00000101662	one_to_one	2	one_to_one:2
ENSCAFG00845027451	ENSG00000257329	many_to_one	ENSMUSG00000097082	many_to_one	2	many_to_one:2
ENSCAFG00845027463	ENSG00000225280	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027473	ENSG00000248373	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027482	NA	NA	ENSMUSG00000089707	one_to_one	1	one_to_one:1
ENSCAFG00845027503	NA	NA	ENSMUSG00000086066	one_to_one	1	one_to_one:1
ENSCAFG00845027509	ENSG00000289315;ENSG00000239941	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845027513	NA	NA	ENSMUSG00000085664	one_to_one	1	one_to_one:1
ENSCAFG00845027520	NA	NA	ENSMUSG00000085097	one_to_one	1	one_to_one:1
ENSCAFG00845027521	ENSG00000251259	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027534	ENSG00000251259	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027542	ENSG00000251259	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027556	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027561	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027568	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027574	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027579	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027589	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027596	ENSG00000253376	many_to_one	ENSMUSG00000087099	many_to_one	2	many_to_one:2
ENSCAFG00845027630	ENSG00000231324	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027666	ENSG00000223692	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027696	NA	NA	ENSMUSG00000120309	one_to_one	1	one_to_one:1
ENSCAFG00845027697	NA	NA	ENSMUSG00000101028	many_to_one	1	many_to_one:1
ENSCAFG00845027718	ENSG00000256312	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027746	ENSG00000273272	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027757	ENSG00000289947;ENSG00000272666	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845027767	NA	NA	ENSMUSG00000101028	many_to_one	1	many_to_one:1
ENSCAFG00845027807	ENSG00000237646	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027810	ENSG00000235470;ENSG00000287419	one_to_many	ENSMUSG00000118127;ENSMUSG00000117659	one_to_many	2	one_to_many:2
ENSCAFG00845027815	ENSG00000235389	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027822	ENSG00000234021;ENSG00000225706;ENSG00000230920;ENSG00000226717	one_to_many	ENSMUSG00000092492;ENSMUSG00000110373	one_to_many	2	one_to_many:2
ENSCAFG00845027832	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027861	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027876	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027894	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027918	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845027920	ENSG00000287500	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845027922	NA	NA	ENSMUSG00000120334	many_to_one	1	many_to_one:1
ENSCAFG00845027930	NA	NA	ENSMUSG00000120334	many_to_one	1	many_to_one:1
ENSCAFG00845027934	ENSG00000232035	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028003	ENSG00000224177	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028006	ENSG00000233577;ENSG00000279298	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845028011	ENSG00000259723	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028027	ENSG00000285569	many_to_one	ENSMUSG00000114018	many_to_one	2	many_to_one:2
ENSCAFG00845028042	ENSG00000285569	many_to_one	ENSMUSG00000114018	many_to_one	2	many_to_one:2
ENSCAFG00845028096	ENSG00000231814	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028099	ENSG00000235820;ENSG00000230563	one_to_many	ENSMUSG00000086379	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845028107	NA	NA	ENSMUSG00000094763	one_to_one	1	one_to_one:1
ENSCAFG00845028119	NA	NA	ENSMUSG00000117384	one_to_one	1	one_to_one:1
ENSCAFG00845028123	ENSG00000272274	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028153	ENSG00000239332	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028158	ENSG00000228127	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028180	ENSG00000290046;ENSG00000271993	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845028199	NA	NA	ENSMUSG00000084916	one_to_one	1	one_to_one:1
ENSCAFG00845028220	NA	NA	ENSMUSG00000114917	one_to_one	1	one_to_one:1
ENSCAFG00845028234	ENSG00000281453	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028245	ENSG00000228208	many_to_one	ENSMUSG00000103690	many_to_one	2	many_to_one:2
ENSCAFG00845028269	ENSG00000228208	many_to_one	ENSMUSG00000103690	many_to_one	2	many_to_one:2
ENSCAFG00845028299	ENSG00000228063	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028306	ENSG00000235933	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028348	ENSG00000248319	one_to_one	ENSMUSG00000109992	one_to_one	2	one_to_one:2
ENSCAFG00845028380	ENSG00000287676;ENSG00000277007	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845028395	ENSG00000245060	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028402	NA	NA	ENSMUSG00000087445	one_to_one	1	one_to_one:1
ENSCAFG00845028471	ENSG00000236671	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028477	NA	NA	ENSMUSG00000086268	one_to_one	1	one_to_one:1
ENSCAFG00845028481	ENSG00000289270;ENSG00000235279	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845028522	ENSG00000242553;ENSG00000230366	one_to_many	ENSMUSG00000116589	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845028545	NA	NA	ENSMUSG00000064263	many_to_one	1	many_to_one:1
ENSCAFG00845028553	NA	NA	ENSMUSG00000064263	many_to_one	1	many_to_one:1
ENSCAFG00845028556	ENSG00000277548;ENSG00000274765	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845028568	ENSG00000286701	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028611	NA	NA	ENSMUSG00000084802	one_to_one	1	one_to_one:1
ENSCAFG00845028615	NA	NA	ENSMUSG00000115522;ENSMUSG00000078648;ENSMUSG00000097643	one_to_many	1	one_to_many:1
ENSCAFG00845028636	ENSG00000249697	one_to_one	ENSMUSG00000120592	one_to_one	2	one_to_one:2
ENSCAFG00845028639	NA	NA	ENSMUSG00000120367	one_to_one	1	one_to_one:1
ENSCAFG00845028651	ENSG00000289335	one_to_one	ENSMUSG00000111275	one_to_one	2	one_to_one:2
ENSCAFG00845028686	ENSG00000255289	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028763	ENSG00000228526	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028782	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028784	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028793	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028799	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028807	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028818	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028825	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028827	ENSG00000288670	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028831	ENSG00000253484	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845028836	NA	NA	ENSMUSG00000118366	one_to_one	1	one_to_one:1
ENSCAFG00845028849	ENSG00000234949	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028878	ENSG00000265100	one_to_one	ENSMUSG00000085326	one_to_one	2	one_to_one:2
ENSCAFG00845028893	ENSG00000261167	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028902	NA	NA	ENSMUSG00000120726	one_to_one	1	one_to_one:1
ENSCAFG00845028927	ENSG00000285805	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028960	ENSG00000198054	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845028986	ENSG00000229679	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029020	ENSG00000277749	one_to_one	ENSMUSG00000086624;ENSMUSG00000085753	one_to_many	2	one_to_many:1;one_to_one:1
ENSCAFG00845029043	ENSG00000253679;ENSG00000287479	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845029051	NA	NA	ENSMUSG00000106334	one_to_one	1	one_to_one:1
ENSCAFG00845029078	ENSG00000249436	one_to_one	ENSMUSG00000114824	one_to_one	2	one_to_one:2
ENSCAFG00845029115	NA	NA	ENSMUSG00000086949	one_to_one	1	one_to_one:1
ENSCAFG00845029119	ENSG00000241570	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029145	ENSG00000289580	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029152	ENSG00000256424;ENSG00000256258	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845029182	ENSG00000204603	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029247	ENSG00000241679	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029298	NA	NA	ENSMUSG00000075335	one_to_one	1	one_to_one:1
ENSCAFG00845029373	ENSG00000290782	one_to_one	ENSMUSG00000120470	one_to_one	2	one_to_one:2
ENSCAFG00845029407	ENSG00000283380;ENSG00000288832	one_to_many	NA	NA	1	one_to_many:1
ENSCAFG00845029454	NA	NA	ENSMUSG00000120363	one_to_one	1	one_to_one:1
ENSCAFG00845029460	ENSG00000285373	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029475	ENSG00000271427	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029487	ENSG00000253416	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029510	ENSG00000261775	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029547	ENSG00000260398	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029579	ENSG00000236866	one_to_one	ENSMUSG00000053957	one_to_one	2	one_to_one:2
ENSCAFG00845029601	ENSG00000269893	one_to_one	ENSMUSG00000104960	one_to_one	2	one_to_one:2
ENSCAFG00845029620	ENSG00000271717	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029682	ENSG00000285971;ENSG00000287105;ENSG00000254050	one_to_many	ENSMUSG00000086017	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845029687	ENSG00000272844	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029702	ENSG00000261188	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029719	ENSG00000279484	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029810	ENSG00000253121	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845029816	ENSG00000253121	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845029885	ENSG00000260917	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029891	ENSG00000285676	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845029920	ENSG00000271533;ENSG00000230590	one_to_many	ENSMUSG00000086370	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845029939	NA	NA	ENSMUSG00000104559	one_to_one	1	one_to_one:1
ENSCAFG00845030054	ENSG00000224388	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845030113	ENSG00000286661	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845030117	ENSG00000232065	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845030193	NA	NA	ENSMUSG00000087681	one_to_one	1	one_to_one:1
ENSCAFG00845030208	ENSG00000224592	one_to_one	ENSMUSG00000098760	one_to_one	2	one_to_one:2
ENSCAFG00845030241	NA	NA	ENSMUSG00000101705	many_to_one	1	many_to_one:1
ENSCAFG00845030248	NA	NA	ENSMUSG00000101705	many_to_one	1	many_to_one:1
ENSCAFG00845030252	ENSG00000225493	one_to_one	NA	NA	1	one_to_one:1
ENSCAFG00845030254	ENSG00000257114;ENSG00000257164	one_to_many	ENSMUSG00000121167	one_to_one	2	one_to_many:1;one_to_one:1
ENSCAFG00845030257	ENSG00000257510	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845030262	ENSG00000257510	many_to_one	NA	NA	1	many_to_one:1
ENSCAFG00845030349	NA	NA	ENSMUSG00000110390	many_to_one	1	many_to_one:1
ENSCAFG00845030360	NA	NA	ENSMUSG00000110390	many_to_one	1	many_to_one:1
ENSCAFG00845030436	NA	NA	ENSMUSG00000097596	one_to_one	1	one_to_one:1
ENSCAFG00845030508	NA	NA	ENSMUSG00000117890	one_to_one	1	one_to_one:1
ENSCAFG00845030524	ENSG00000257228	one_to_one	ENSMUSG00000115858	one_to_one	2	one_to_one:2
