PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Mus_musculus	conf.Mus_musculus	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	orthology_type.Homo_sapiens-Mus_musculus
ENSG00000170522	lncgDivg	ENSMUSG00000041220	lncgDivg	ENSG00000288913	1.1.1	0	ENSMUSG00000105837	n.n.1	0	one_to_one
ENSG00000101773	lncgDivg	ENSMUSG00000041238	lncgDivg	ENSG00000273232;ENSG00000265943	1.1.1;1.1.1	0;0	ENSMUSG00000117634	1.1.1	0	many_to_one
ENSG00000130856	lncgDivg	ENSMUSG00000041258	lncgDivg	ENSG00000264278	1.1.1	262	ENSMUSG00000118012	1.1.1	1404	one_to_one
ENSG00000198846	lncgDivg	ENSMUSG00000041272	lncgDivg	ENSG00000167912	n.n.1	0	ENSMUSG00000086052	1.1.1	0	one_to_one
ENSG00000001626	lncgDivg	ENSMUSG00000041301	lncgDivg	ENSG00000083622;ENSG00000232661;ENSG00000286390	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000087389	1.1.1	0	many_to_one
ENSG00000062650	lncgDivg	ENSMUSG00000041408	lncgDivg	ENSG00000227896	1.1.1	153	ENSMUSG00000115007	1.1.1	143	one_to_one
ENSG00000100697	lncgDivg	ENSMUSG00000041415	lncgDivg	ENSG00000235706	n.n.n	0	ENSMUSG00000120051	1.1.1	202	one_to_one
ENSG00000148019	lncgDivg	ENSMUSG00000041491	lncgDivg	ENSG00000289440	n.1.1	42	ENSMUSG00000097557	n.1.1	86	one_to_one
ENSG00000134532	lncgDivg	ENSMUSG00000041540	lncgDivg	ENSG00000256473;ENSG00000256120	1.1.1;n.1.1	0;0	ENSMUSG00000086282;ENSMUSG00000087157;ENSMUSG00000085785;ENSMUSG00000086731;ENSMUSG00000087302	1.1.1;1.1.1;n.1.1;1.1.1;1.1.1	0;0;0;0;0	many_to_many
ENSG00000069188	lncgDivg	ENSMUSG00000041592	lncgDivg	ENSG00000264750;ENSG00000264985	1.1.1;n.1.1	0;0	ENSMUSG00000121049	1.1.1	0	many_to_one
ENSG00000125247	lncgDivg	ENSMUSG00000041594	lncgDivg	ENSG00000289594	1.1.1	0	ENSMUSG00000085423	1.1.1	0	one_to_one
ENSG00000134864	lncgDivg	ENSMUSG00000041625	lncgDivg	ENSG00000280169	1.1.1	0	ENSMUSG00000075463	n.1.1	0	one_to_one
ENSG00000116852	lncgDivg	ENSMUSG00000041642	lncgDivg	ENSG00000229191	n.1.1	235	ENSMUSG00000086264	n.1.1	155	one_to_one
ENSG00000157107	lncgDivg	ENSMUSG00000041685	lncgDivg	ENSG00000272081;ENSG00000271926	1.1.1;1.1.1	342;1767	ENSMUSG00000114458	1.1.1	0	many_to_one
ENSG00000123700	lncgDivg	ENSMUSG00000041695	lncgDivg	ENSG00000267365	1.1.1	0	ENSMUSG00000120247	1.1.1	143	one_to_one
ENSG00000151715	lncgDivg	ENSMUSG00000041737	lncgDivg	ENSG00000287426	1.1.1	1158	ENSMUSG00000111655	n.n.1	0	one_to_one
ENSG00000172572	lncgDivg	ENSMUSG00000041741	lncgDivg	ENSG00000256879	1.1.1	0	ENSMUSG00000100707	1.1.1	0	one_to_one
ENSG00000143850	lncgDivg	ENSMUSG00000041757	lncgDivg	ENSG00000231691	n.n.1	0	ENSMUSG00000101693	n.n.1	0	one_to_one
ENSG00000163328	lncgDivg	ENSMUSG00000041762	lncgDivg	ENSG00000226853	n.1.1	286	ENSMUSG00000087176;ENSMUSG00000086546;ENSMUSG00000085519	1.1.1;1.1.1;1.1.1	398;0;0	one_to_many
ENSG00000134900	lncgDivg	ENSMUSG00000041763	lncgDivg	ENSG00000276957	1.1.1	3085	ENSMUSG00000120105	1.1.1	0	one_to_one
ENSG00000134882	lncgDivg	ENSMUSG00000041765	lncgDivg	ENSG00000228889	n.1.1	17	ENSMUSG00000102112	n.n.1	0	one_to_one
ENSG00000065308	lncgDivg	ENSMUSG00000041779	lncgDivg	ENSG00000225791	n.n.1	0	ENSMUSG00000099971	1.1.1	885	one_to_one
ENSG00000132334	lncgDivg	ENSMUSG00000041836	lncgDivg	ENSG00000287427;ENSG00000232259	1.1.1;1.1.1	0;0	ENSMUSG00000097471	n.n.1	0	many_to_one
ENSG00000182134	lncgDivg	ENSMUSG00000041912	lncgDivg	ENSG00000203288	n.1.1	0	ENSMUSG00000097515	1.1.1	354	one_to_one
ENSG00000133069	lncgDivg	ENSMUSG00000042066	lncgDivg	ENSG00000225063	1.1.1	0	ENSMUSG00000090079	1.1.1	0	one_to_one
ENSG00000006695	lncgDivg	ENSMUSG00000042148	lncgDivg	ENSG00000236088	n.n.1	0	ENSMUSG00000084884;ENSMUSG00000087497;ENSMUSG00000121102;ENSMUSG00000086359	1.1.1;n.n.1;1.1.1;1.1.1	0;0;0;0	one_to_many
ENSG00000065491	lncgDivg	ENSMUSG00000042203	lncgDivg	ENSG00000286672	n.1.1	0	ENSMUSG00000089900	n.n.1	0	one_to_one
ENSG00000117139	lncgDivg	ENSMUSG00000042207	lncgDivg	ENSG00000228288	n.1.1	2363	ENSMUSG00000120829	1.1.1	3146	one_to_one
ENSG00000152684	lncgDivg	ENSMUSG00000042275	lncgDivg	ENSG00000248898	n.n.n	0	ENSMUSG00000114255	1.1.1	0	one_to_one
ENSG00000196588	lncgDivg	ENSMUSG00000042292	lncgDivg	ENSG00000272834;ENSG00000232564	1.1.1;1.1.1	0;0	ENSMUSG00000047938	n.1.1	17	many_to_one
ENSG00000100359	lncgDivg	ENSMUSG00000042303	lncgDivg	ENSG00000229999	n.n.n	0	ENSMUSG00000115976	1.1.1	0	one_to_one
ENSG00000185305	lncgDivg	ENSMUSG00000042348	lncgDivg	ENSG00000249069;ENSG00000287087;ENSG00000288957	n.n.n;1.1.1;1.1.1	10330;0;129	ENSMUSG00000114213	1.1.1	0	many_to_one
ENSG00000143614	lncgDivg	ENSMUSG00000042390	lncgDivg	ENSG00000291199	n.1.1	0	ENSMUSG00000105350	1.1.1	0	one_to_one
ENSG00000147234	lncgDivg	ENSMUSG00000042425	lncgDivg	ENSG00000227610	1.1.1	0	ENSMUSG00000120773	1.1.1	0	one_to_one
ENSG00000128923	lncgDivg	ENSMUSG00000042444	lncgDivg	ENSG00000245975	1.1.1	218	ENSMUSG00000074213	n.1.1	0	one_to_one
ENSG00000170325	lncgDivg	ENSMUSG00000042496	lncgDivg	ENSG00000233220	1.1.1	103	ENSMUSG00000111246	1.1.1	0	one_to_one
ENSG00000156030	lncgDivg	ENSMUSG00000042507	lncgDivg	ENSG00000259065	n.1.1	0	ENSMUSG00000113052;ENSMUSG00000120949	1.1.1;1.1.1	0;0	one_to_many
ENSG00000197705	lncgDivg	ENSMUSG00000042514	lncgDivg	ENSG00000228835	1.1.1	0	ENSMUSG00000043168	n.n.1	0	one_to_one
ENSG00000100242	lncgDivg	ENSMUSG00000042524	lncgDivg	ENSG00000244491;ENSG00000273076;ENSG00000225450;ENSG00000230149;ENSG00000272669	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0	ENSMUSG00000089796;ENSMUSG00000087543	1.1.1;1.1.1	0;162	many_to_many
ENSG00000160714	lncgDivg	ENSMUSG00000042572	lncgDivg	ENSG00000229780	1.1.1	0	ENSMUSG00000042579	n.1.1	316	one_to_one
ENSG00000006459	lncgDivg	ENSMUSG00000042599	lncgDivg	ENSG00000260231	1.1.1	201	ENSMUSG00000115026	1.1.1	279	one_to_one
ENSG00000204842	lncgDivg	ENSMUSG00000042605	lncgDivg	ENSG00000258099	1.1.1	0	ENSMUSG00000089729;ENSMUSG00000120053	1.1.1;1.1.1	0;0	one_to_many
ENSG00000184381	lncgDivg	ENSMUSG00000042632	lncgDivg	ENSG00000279080	1.1.1	0	ENSMUSG00000092494	1.1.1	0	one_to_one
ENSG00000069956	lncgDivg	ENSMUSG00000042688	lncgDivg	ENSG00000274528;ENSG00000259438	1.1.1;1.1.1	0;0	ENSMUSG00000097021	n.1.1	179	many_to_one
ENSG00000197555	lncgDivg	ENSMUSG00000042700	lncgDivg	ENSG00000259146;ENSG00000285612;ENSG00000285518	n.n.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000113746	1.1.1	215	many_to_one
ENSG00000145781	lncgDivg	ENSMUSG00000042705	lncgDivg	ENSG00000250015;ENSG00000271918	1.1.1;1.1.1	0;0	ENSMUSG00000117588	1.1.1	136	many_to_one
ENSG00000006432	lncgDivg	ENSMUSG00000042724	lncgDivg	ENSG00000259153	n.n.1	0	ENSMUSG00000113303	1.1.1	183	one_to_one
ENSG00000173064	lncgDivg	ENSMUSG00000042744	lncgDivg	ENSG00000257494	1.1.1	0	ENSMUSG00000120570	1.1.1	0	one_to_one
ENSG00000157064	lncgDivg	ENSMUSG00000042751	lncgDivg	ENSG00000287929;ENSG00000286372	1.1.1;1.1.1	0;0	ENSMUSG00000099969	1.1.1	0	many_to_one
ENSG00000144868	lncgDivg	ENSMUSG00000042757	lncgDivg	ENSG00000249725;ENSG00000251011	1.1.1;n.1.1	1339;0	ENSMUSG00000120691;ENSMUSG00000099616;ENSMUSG00000111278	n.1.1;1.1.1;1.1.1	0;0;0	many_to_many
ENSG00000013583	lncgDivg	ENSMUSG00000042770	lncgDivg	ENSG00000255621	1.1.1	186	ENSMUSG00000108239	1.1.1	0	one_to_one
ENSG00000103241	lncgDivg	ENSMUSG00000042812	lncgDivg	ENSG00000268388	n.1.1	11942	ENSMUSG00000097336	n.1.1	1276	one_to_one
ENSG00000134986	lncgDivg	ENSMUSG00000042834	lncgDivg	ENSG00000250095	n.n.1	0	ENSMUSG00000118292	n.1.1	134	one_to_one
ENSG00000100284	lncgDivg	ENSMUSG00000042870	lncgDivg	ENSG00000273176	1.1.1	0	ENSMUSG00000110433	1.1.1	0	one_to_one
ENSG00000164318	lncgDivg	ENSMUSG00000042961	lncgDivg	ENSG00000248730;ENSG00000248572;ENSG00000249071;ENSG00000249491	1.1.1;n.1.1;1.1.1;1.1.1	0;0;0;0	ENSMUSG00000090199	1.1.1	0	many_to_one
ENSG00000188322	lncgDivg	ENSMUSG00000042978	lncgDivg	ENSG00000246465	1.1.1	0	ENSMUSG00000108676	1.1.1	624	one_to_one
ENSG00000165105	lncgDivg	ENSMUSG00000043003	lncgDivg	ENSG00000286451	1.1.1	221	ENSMUSG00000085034	1.1.1	252	one_to_one
ENSG00000162946	lncgDivg	ENSMUSG00000043051	lncgDivg	ENSG00000286071	n.n.1	0	ENSMUSG00000086694	1.1.1	0	one_to_one
ENSG00000173852	lncgDivg	ENSMUSG00000043067	lncgDivg	ENSG00000287249	1.1.1	0	ENSMUSG00000111365	n.1.1	309	one_to_one
ENSG00000214960	lncgDivg	ENSMUSG00000043153	lncgDivg	ENSG00000229688;ENSG00000272537	n.n.1;1.1.1	0;0	ENSMUSG00000091007	1.1.1	0	many_to_one
ENSG00000178307	lncgDivg	ENSMUSG00000043284	lncgDivg	ENSG00000235530	n.1.1	146	ENSMUSG00000120997	1.1.1	0	one_to_one
ENSG00000198597	lncgDivg	ENSMUSG00000043456	lncgDivg	ENSG00000267760;ENSG00000267223	1.1.1;1.1.1	0;0	ENSMUSG00000093540	1.1.1	0	many_to_one
ENSG00000166897	lncgDivg	ENSMUSG00000043460	lncgDivg	ENSG00000272694	1.1.1	0	ENSMUSG00000116260	1.1.1	0	one_to_one
ENSG00000255690	lncgDivg	ENSMUSG00000043496	lncgDivg	ENSG00000228421	1.1.1	0	ENSMUSG00000108255;ENSMUSG00000108175	n.n.1;1.1.1	0;0	one_to_many
ENSG00000108018	lncgDivg	ENSMUSG00000043531	lncgDivg	ENSG00000287047	1.1.1	0	ENSMUSG00000110007;ENSMUSG00000097446	n.1.1;1.1.1	0;0	one_to_many
ENSG00000183580	lncgDivg	ENSMUSG00000043556	lncgDivg	ENSG00000250250	n.1.1	0	ENSMUSG00000115433	1.1.1	0	one_to_one
ENSG00000187258	lncgDivg	ENSMUSG00000043659	lncgDivg	ENSG00000197085	n.n.1	0	ENSMUSG00000085969	1.1.1	0	one_to_one
ENSG00000174840	lncgDivg	ENSMUSG00000043702	lncgDivg	ENSG00000287502	1.1.1	220	ENSMUSG00000096052	1.1.1	64	one_to_one
ENSG00000163625	lncgDivg	ENSMUSG00000043940	lncgDivg	ENSG00000286189;ENSG00000251260;ENSG00000180769	1.1.1;1.1.1;n.n.1	3490;0;0	ENSMUSG00000106492;ENSMUSG00000092354	n.1.1;n.1.1	297;0	many_to_many
ENSG00000170370	lncgDivg	ENSMUSG00000043969	lncgDivg	ENSG00000229847	n.n.1	0	ENSMUSG00000087095	n.n.1	0	one_to_one
ENSG00000248905	lncgDivg	ENSMUSG00000044042	lncgDivg	ENSG00000289896	1.1.1	0	ENSMUSG00000087545;ENSMUSG00000087106;ENSMUSG00000085448;ENSMUSG00000084798	1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0	one_to_many
ENSG00000180053	lncgDivg	ENSMUSG00000044186	lncgDivg	ENSG00000253471	1.1.1	385	ENSMUSG00000092499	1.1.1	0	one_to_one
ENSG00000119919	lncgDivg	ENSMUSG00000044220	lncgDivg	ENSG00000257582	n.1.1	1765	ENSMUSG00000092250	1.1.1	1700	one_to_one
ENSG00000141447	lncgDivg	ENSMUSG00000044252	lncgDivg	ENSG00000264365;ENSG00000273321	1.1.1;1.1.1	0;4273	ENSMUSG00000117494	1.1.1	0	many_to_one
ENSG00000168772	lncgDivg	ENSMUSG00000044365	lncgDivg	ENSG00000245384	n.1.1	0	ENSMUSG00000097911	n.1.1	0	one_to_one
ENSG00000183508	lncgDivg	ENSMUSG00000044468	lncgDivg	ENSG00000236866	n.1.1	278	ENSMUSG00000053957	n.1.1	165	one_to_one
ENSG00000156639	lncgDivg	ENSMUSG00000044477	lncgDivg	ENSG00000225945	1.1.1	509	ENSMUSG00000117371	n.1.1	103	one_to_one
ENSG00000140988	lncgDivg	ENSMUSG00000044533	lncgDivg	ENSG00000255198	n.1.1	193	ENSMUSG00000090101	1.1.1	0	one_to_one
ENSG00000184828	lncgDivg	ENSMUSG00000044646	lncgDivg	ENSG00000286583	1.1.1	0	ENSMUSG00000118311;ENSMUSG00000117797	1.1.1;1.1.1	0;0	one_to_many
ENSG00000177807	lncgDivg	ENSMUSG00000044708	lncgDivg	ENSG00000225279	n.1.1	0	ENSMUSG00000120194	1.1.1	136	one_to_one
ENSG00000139973	lncgDivg	ENSMUSG00000044912	lncgDivg	ENSG00000258842	1.1.1	0	ENSMUSG00000100192	1.1.1	0	one_to_one
ENSG00000184897	lncgDivg	ENSMUSG00000044927	lncgDivg	ENSG00000206417	n.n.1	0	ENSMUSG00000084950	n.n.n	0	one_to_one
ENSG00000171132	lncgDivg	ENSMUSG00000045038	lncgDivg	ENSG00000231336;ENSG00000232696;ENSG00000228481	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000071036;ENSMUSG00000100738;ENSMUSG00000120162;ENSMUSG00000121124	1.1.1;1.1.1;n.1.1;1.1.1	0;0;271;0	many_to_many
ENSG00000174482	lncgDivg	ENSMUSG00000045083	lncgDivg	ENSG00000287551;ENSG00000287038	1.1.1;n.1.1	0;698	ENSMUSG00000084898	n.1.1	1135	many_to_one
ENSG00000170989	lncgDivg	ENSMUSG00000045092	lncgDivg	ENSG00000225938	n.1.1	241	ENSMUSG00000052769	1.1.1	66	one_to_one
ENSG00000130997	lncgDivg	ENSMUSG00000045102	lncgDivg	ENSG00000250623	1.1.1	0	ENSMUSG00000106902	1.1.1	0	one_to_one
ENSG00000137285	lncgDivg	ENSMUSG00000045136	lncgDivg	ENSG00000288840	1.1.1	0	ENSMUSG00000120497;ENSMUSG00000113883	1.1.1;1.1.1	114;3394	one_to_many
ENSG00000178171	lncgDivg	ENSMUSG00000045174	lncgDivg	ENSG00000229797	n.1.1	0	ENSMUSG00000045815	n.n.1	0	one_to_one
ENSG00000179796	lncgDivg	ENSMUSG00000045201	lncgDivg	ENSG00000225386	1.1.1	0	ENSMUSG00000097547	n.n.1	0	one_to_one
ENSG00000186480	lncgDivg	ENSMUSG00000045294	lncgDivg	ENSG00000273117	1.1.1	235	ENSMUSG00000097673	n.1.1	15904	one_to_one
ENSG00000189410	lncgDivg	ENSMUSG00000045349	lncgDivg	ENSG00000233069	1.1.1	43	ENSMUSG00000120622	1.1.1	158	one_to_one
ENSG00000121966	lncgDivg	ENSMUSG00000045382	lncgDivg	ENSG00000289974	1.1.1	279	ENSMUSG00000121003	1.1.1	158	one_to_one
ENSG00000198914	lncgDivg	ENSMUSG00000045515	lncgDivg	ENSG00000233639	n.1.1	104	ENSMUSG00000060424	n.n.1	0	one_to_one
ENSG00000181195	lncgDivg	ENSMUSG00000045573	lncgDivg	ENSG00000254254	n.n.1	0	ENSMUSG00000085996	1.1.1	0	one_to_one
ENSG00000129422	lncgDivg	ENSMUSG00000045636	lncgDivg	ENSG00000253944;ENSG00000253168	1.1.1;1.1.1	251;0	ENSMUSG00000085672;ENSMUSG00000086773;ENSMUSG00000084960	1.1.1;1.1.1;n.n.1	0;0;0	many_to_many
ENSG00000162639	lncgDivg	ENSMUSG00000045662	lncgDivg	ENSG00000285923	1.1.1	7	ENSMUSG00000051638	n.1.1	0	one_to_one
ENSG00000140006	lncgDivg	ENSMUSG00000045690	lncgDivg	ENSG00000274015;ENSG00000258800	n.1.1;1.1.1	164;0	ENSMUSG00000120709	1.1.1	268	many_to_one
ENSG00000176788	lncgDivg	ENSMUSG00000045763	lncgDivg	ENSG00000215196;ENSG00000271892	n.n.1;1.1.1	0;0	ENSMUSG00000115729;ENSMUSG00000056089	n.1.1;n.1.1	1258;392	many_to_many_strict
ENSG00000152518	lncgDivg	ENSMUSG00000045817	lncgDivg	ENSG00000279873	1.1.1	604	ENSMUSG00000117393;ENSMUSG00000120263	n.1.1;1.1.1	0;663	one_to_many
ENSG00000169372	lncgDivg	ENSMUSG00000045867	lncgDivg	ENSG00000258274	n.1.1	0	ENSMUSG00000112593	1.1.1	0	one_to_one
ENSG00000151025	lncgDivg	ENSMUSG00000045967	lncgDivg	ENSG00000233642	1.1.1	0	ENSMUSG00000085680	1.1.1	0	one_to_one
ENSG00000109956	lncgDivg	ENSMUSG00000045994	lncgDivg	ENSG00000255545	n.1.1	24231	ENSMUSG00000110901	n.1.1	1867	one_to_one
ENSG00000185716	lncgDivg	ENSMUSG00000046096	lncgDivg	ENSG00000275445	1.1.1	0	ENSMUSG00000097343	n.1.1	48	one_to_one
ENSG00000133019	lncgDivg	ENSMUSG00000046159	lncgDivg	ENSG00000234601;ENSG00000233355	1.1.1;n.n.1	0;0	ENSMUSG00000097009	n.1.1	0	many_to_one
ENSG00000156535	lncgDivg	ENSMUSG00000046186	lncgDivg	ENSG00000231652	1.1.1	0	ENSMUSG00000091147	1.1.1	0	one_to_one
ENSG00000273820	lncgDivg	ENSMUSG00000046269	lncgDivg	ENSG00000234390	1.1.1	243	ENSMUSG00000087252	1.1.1	95	one_to_one
ENSG00000183287	lncgDivg	ENSMUSG00000046318	lncgDivg	ENSG00000267000;ENSG00000267774;ENSG00000267061;ENSG00000267269;ENSG00000273664	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;2861	ENSMUSG00000085055	n.1.1	0	many_to_one
ENSG00000122254	lncgDivg	ENSMUSG00000046321	lncgDivg	ENSG00000283213	n.1.1	482	ENSMUSG00000108351	1.1.1	0	one_to_one
ENSG00000180801	lncgDivg	ENSMUSG00000046561	lncgDivg	ENSG00000249304	1.1.1	0	ENSMUSG00000090427	1.1.1	0	one_to_one
ENSG00000171604	lncgDivg	ENSMUSG00000046668	lncgDivg	ENSG00000272255;ENSG00000250635	1.1.1;1.1.1	2297;0	ENSMUSG00000100320	1.1.1	0	many_to_one
ENSG00000139865	lncgDivg	ENSMUSG00000046782	lncgDivg	ENSG00000258696;ENSG00000259091	1.1.1;n.1.1	0;0	ENSMUSG00000085851;ENSMUSG00000112911	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000173281	lncgDivg	ENSMUSG00000046794	lncgDivg	ENSG00000254340;ENSG00000248538	n.1.1;n.1.1	0;121	ENSMUSG00000109698	1.1.1	0	many_to_one
ENSG00000183671	lncgDivg	ENSMUSG00000046856	lncgDivg	ENSG00000279220	n.n.n	0	ENSMUSG00000086730	n.1.1	0	one_to_one
ENSG00000124788	lncgDivg	ENSMUSG00000046876	lncgDivg	ENSG00000229931;ENSG00000272341	n.n.1;1.1.1	0;2855	ENSMUSG00000113987;ENSMUSG00000114131;ENSMUSG00000038152	1.1.1;1.1.1;n.1.1	0;0;172	many_to_many
ENSG00000169762	lncgDivg	ENSMUSG00000046985	lncgDivg	ENSG00000249234;ENSG00000263327	1.1.1;n.1.1	0;0	ENSMUSG00000105503;ENSMUSG00000104784	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000175093	lncgDivg	ENSMUSG00000046997	lncgDivg	ENSG00000251270	1.1.1	0	ENSMUSG00000085541	n.n.1	0	one_to_one
ENSG00000151338	lncgDivg	ENSMUSG00000047022	lncgDivg	ENSG00000259087	n.1.1	0	ENSMUSG00000086372	1.1.1	0	one_to_one
ENSG00000170113	lncgDivg	ENSMUSG00000047037	lncgDivg	ENSG00000291163	n.n.1	0	ENSMUSG00000085927	1.1.1	0	one_to_one
ENSG00000159261	lncgDivg	ENSMUSG00000047109	lncgDivg	ENSG00000286852	1.1.1	3603	ENSMUSG00000121032;ENSMUSG00000116947	1.1.1;n.1.1	0;1986	one_to_many
ENSG00000141367	lncgDivg	ENSMUSG00000047126	lncgDivg	ENSG00000273702	1.1.1	0	ENSMUSG00000120202	1.1.1	308	one_to_one
ENSG00000142700	lncgDivg	ENSMUSG00000047143	lncgDivg	ENSG00000284700	n.1.1	166	ENSMUSG00000085256	n.1.1	149	one_to_one
ENSG00000182329	lncgDivg	ENSMUSG00000047361	lncgDivg	ENSG00000287041;ENSG00000231903;ENSG00000222035	1.1.1;1.1.1;n.1.1	0;0;0	ENSMUSG00000101409;ENSMUSG00000099811	1.1.1;n.n.1	0;0	many_to_many
ENSG00000196323	lncgDivg	ENSMUSG00000047412	lncgDivg	ENSG00000175773	n.n.n	111	ENSMUSG00000120331	n.1.1	336	one_to_one
ENSG00000171723	lncgDivg	ENSMUSG00000047454	lncgDivg	ENSG00000258490;ENSG00000258561	1.1.1;n.n.n	0;0	ENSMUSG00000112302	1.1.1	0	many_to_one
ENSG00000198010	lncgDivg	ENSMUSG00000047495	lncgDivg	ENSG00000254160;ENSG00000282759;ENSG00000253267;ENSG00000260721;ENSG00000275427	1.1.1;1.1.1;n.n.1;1.1.1;1.1.1	0;0;0;0;0	ENSMUSG00000084945	1.1.1	0	many_to_one
ENSG00000118496	lncgDivg	ENSMUSG00000047648	lncgDivg	ENSG00000235652	n.n.n	0	ENSMUSG00000097007	n.1.1	109	one_to_one
ENSG00000175229	lncgDivg	ENSMUSG00000047658	lncgDivg	ENSG00000286459	1.1.1	0	ENSMUSG00000118263	n.1.1	0	one_to_one
ENSG00000153391	lncgDivg	ENSMUSG00000047989	lncgDivg	ENSG00000289891	1.1.1	0	ENSMUSG00000120613	1.1.1	0	one_to_one
ENSG00000197921	lncgDivg	ENSMUSG00000048001	lncgDivg	ENSG00000272449	n.n.n	0	ENSMUSG00000092483	1.1.1	0	one_to_one
ENSG00000149256	lncgDivg	ENSMUSG00000048078	lncgDivg	ENSG00000255345;ENSG00000254885;ENSG00000254563	n.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000085792;ENSMUSG00000108635;ENSMUSG00000085443;ENSMUSG00000085751;ENSMUSG00000053049	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0	many_to_many
ENSG00000197771	lncgDivg	ENSMUSG00000048170	lncgDivg	ENSG00000289966	1.1.1	0	ENSMUSG00000108648	1.1.1	0	one_to_one
ENSG00000179407	lncgDivg	ENSMUSG00000048206	lncgDivg	ENSG00000242049	1.1.1	0	ENSMUSG00000047046	n.1.1	0	one_to_one
ENSG00000139926	lncgDivg	ENSMUSG00000048285	lncgDivg	ENSG00000258537	n.n.1	0	ENSMUSG00000113900	1.1.1	169	one_to_one
ENSG00000074047	lncgDivg	ENSMUSG00000048402	lncgDivg	ENSG00000271709	1.1.1	0	ENSMUSG00000097408	1.1.1	4850	one_to_one
ENSG00000215421	lncgDivg	ENSMUSG00000048410	lncgDivg	ENSG00000264247	n.n.1	0	ENSMUSG00000120353;ENSMUSG00000118385	1.1.1;1.1.1	66;0	one_to_many
ENSG00000176155	lncgDivg	ENSMUSG00000048445	lncgDivg	ENSG00000265678;ENSG00000266654	1.1.1;1.1.1	0;0	ENSMUSG00000087638	1.1.1	0	many_to_one
ENSG00000229544	lncgDivg	ENSMUSG00000048528	lncgDivg	ENSG00000271434	n.n.1	0	ENSMUSG00000087657	n.1.1	0	one_to_one
ENSG00000181778	lncgDivg	ENSMUSG00000048572	lncgDivg	ENSG00000226337	1.1.1	153	ENSMUSG00000120881	1.1.1	0	one_to_one
ENSG00000120093	lncgDivg	ENSMUSG00000048763	lncgDivg	ENSG00000239552	1.1.1	0	ENSMUSG00000075589	1.1.1	0	one_to_one
ENSG00000091428	lncgDivg	ENSMUSG00000049044	lncgDivg	ENSG00000228016	n.n.1	0	ENSMUSG00000085001;ENSMUSG00000085439;ENSMUSG00000086231	1.1.1;1.1.1;1.1.1	0;0;0	one_to_many
ENSG00000138650	lncgDivg	ENSMUSG00000049100	lncgDivg	ENSG00000250241	n.1.1	147	ENSMUSG00000097040	n.1.1	107	one_to_one
ENSG00000139990	lncgDivg	ENSMUSG00000049106	lncgDivg	ENSG00000276063;ENSG00000289180	1.1.1;n.n.1	1161;0	ENSMUSG00000112278	1.1.1	0	many_to_one
ENSG00000177853	lncgDivg	ENSMUSG00000049164	lncgDivg	ENSG00000287009	1.1.1	0	ENSMUSG00000120438	1.1.1	47	one_to_one
ENSG00000164951	lncgDivg	ENSMUSG00000049225	lncgDivg	ENSG00000264448	1.1.1	0	ENSMUSG00000085614	n.1.1	113	one_to_one
ENSG00000165804	lncgDivg	ENSMUSG00000049295	lncgDivg	ENSG00000178107	1.1.1	3321	ENSMUSG00000115141;ENSMUSG00000115454	1.1.1;1.1.1	2551;0	one_to_many
ENSG00000137642	lncgDivg	ENSMUSG00000049313	lncgDivg	ENSG00000246790	n.1.1	0	ENSMUSG00000086360	1.1.1	0	one_to_one
ENSG00000145934	lncgDivg	ENSMUSG00000049336	lncgDivg	ENSG00000253947;ENSG00000253713;ENSG00000254365;ENSG00000253925;ENSG00000254187;ENSG00000253527;ENSG00000253660;ENSG00000253469;ENSG00000254297	1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0;0;0;0;0	ENSMUSG00000086375;ENSMUSG00000087245	1.1.1;1.1.1	0;0	many_to_many
ENSG00000145536	lncgDivg	ENSMUSG00000049538	lncgDivg	ENSG00000250579;ENSG00000250866	n.1.1;1.1.1	177;0	ENSMUSG00000113771	1.1.1	0	many_to_one
ENSG00000119844	lncgDivg	ENSMUSG00000049659	lncgDivg	ENSG00000260101	1.1.1	189	ENSMUSG00000120343	1.1.1	129	one_to_one
ENSG00000075884	lncgDivg	ENSMUSG00000049744	lncgDivg	ENSG00000228655;ENSG00000257284;ENSG00000257277;ENSG00000231758	n.n.1;1.1.1;n.n.1;n.1.1	0;0;0;0	ENSMUSG00000085089	1.1.1	0	many_to_one
ENSG00000275832	lncgDivg	ENSMUSG00000049807	lncgDivg	ENSG00000276170	n.1.1	0	ENSMUSG00000047988	1.1.1	0	one_to_one
