PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	orthology_type.Homo_sapiens-Canis_lupus_familiaris
ENSG00000153936	lncgDivg	ENSCAFG00845019416	lncgDivg	ENSG00000267734	1.1.1	0	ENSCAFG00845019467	1.1.1	628	one_to_one
ENSG00000114812	lncgDivg	ENSCAFG00845019423	lncgDivg	ENSG00000232354	n.n.1	0	ENSCAFG00845019344	1.1.1	4853	one_to_one
ENSG00000160223	lncgDivg	ENSCAFG00845019541	lncgDivg	ENSG00000278158	1.1.1	129	ENSCAFG00845019632	1.1.1	128	one_to_one
ENSG00000184897	lncgDivg	ENSCAFG00845019714	lncgDivg	ENSG00000206417	n.n.1	0	ENSCAFG00845019682	n.1.1	441	one_to_one
ENSG00000111300	lncgDivg	ENSCAFG00845020064	lncgDivg	ENSG00000258323	1.1.1	0	ENSCAFG00845020310	1.1.1	3	one_to_one
ENSG00000144451	lncgDivg	ENSCAFG00845020068	lncgDivg	ENSG00000196096	1.1.1	184	ENSCAFG00845020033	n.1.1	162	one_to_one
ENSG00000128951	lncgDivg	ENSCAFG00845020266	lncgDivg	ENSG00000259488	n.1.1	0	ENSCAFG00845020205	1.1.1	162	one_to_one
ENSG00000138061	lncgDivg	ENSCAFG00845020438	lncgDivg	ENSG00000232973	n.n.1	0	ENSCAFG00845020477	1.1.1	163	one_to_one
ENSG00000135362	lncgDivg	ENSCAFG00845020467	lncgDivg	ENSG00000254566;ENSG00000255060	1.1.1;1.1.1	0;0	ENSCAFG00845020642	1.1.1	1464	many_to_one
ENSG00000133687	lncgDivg	ENSCAFG00845020800	lncgDivg	ENSG00000257456	1.1.1	0	ENSCAFG00845020623	1.1.1	1211	one_to_one
ENSG00000169783	lncgDivg	ENSCAFG00845021231	lncgDivg	ENSG00000259281;ENSG00000259213;ENSG00000259666	1.1.1;n.1.1;n.1.1	0;0;0	ENSCAFG00845021114;ENSCAFG00845021140	1.1.1;1.1.1	4184;3099	many_to_many
ENSG00000160256	lncgDivg	ENSCAFG00845021885	lncgDivg	ENSG00000183250	n.1.1	167	ENSCAFG00845021848	n.n.n	1957	one_to_one
ENSG00000012232	lncgDivg	ENSCAFG00845022066	lncgDivg	ENSG00000246339	n.n.1	0	ENSCAFG00845022152	1.1.1	4215	one_to_one
ENSG00000176887	lncgDivg	ENSCAFG00845022195	lncgDivg	ENSG00000230090;ENSG00000224128	n.1.1;1.1.1	1266;896	ENSCAFG00845022159	n.1.1	11033	many_to_one
ENSG00000081320	lncgDivg	ENSCAFG00845022333	lncgDivg	ENSG00000272211	1.1.1	0	ENSCAFG00845022375	1.1.1	744	one_to_one
ENSG00000173376	lncgDivg	ENSCAFG00845022460	lncgDivg	ENSG00000250344	1.1.1	0	ENSCAFG00845022428	1.1.1	479	one_to_one
ENSG00000138411	lncgDivg	ENSCAFG00845022474	lncgDivg	ENSG00000229056	n.1.1	0	ENSCAFG00845022672	1.1.1	104	one_to_one
ENSG00000196562	lncgDivg	ENSCAFG00845022596	lncgDivg	ENSG00000255438	1.1.1	0	ENSCAFG00845022798	1.1.1	3109	one_to_one
ENSG00000164654	lncgDivg	ENSCAFG00845022762	lncgDivg	ENSG00000272894	n.n.1	0	ENSCAFG00845022704	1.1.1	2287	one_to_one
ENSG00000114423	lncgDivg	ENSCAFG00845022767	lncgDivg	ENSG00000288848	1.1.1	0	ENSCAFG00845023162	1.1.1	520	one_to_one
ENSG00000138650	lncgDivg	ENSCAFG00845023391	lncgDivg	ENSG00000250241	n.1.1	147	ENSCAFG00845023476	n.1.1	1163	one_to_one
ENSG00000163349	lncgDivg	ENSCAFG00845023430	lncgDivg	ENSG00000235527	n.n.1	0	ENSCAFG00845023322	1.1.1	4209	one_to_one
ENSG00000034713	lncgDivg	ENSCAFG00845023767	lncgDivg	ENSG00000276523	1.1.1	0	ENSCAFG00845023863	1.1.1	127	one_to_one
ENSG00000165233	lncgDivg	ENSCAFG00845023862	lncgDivg	ENSG00000223446	1.1.1	671	ENSCAFG00845023904	1.1.1	549	one_to_one
ENSG00000142156	lncgDivg	ENSCAFG00845024031	lncgDivg	ENSG00000289224	1.1.1	4056	ENSCAFG00845023998	1.1.1	2652	one_to_one
ENSG00000102543	lncgDivg	ENSCAFG00845024154	lncgDivg	ENSG00000288743	1.1.1	85	ENSCAFG00845024376	1.1.1	1327	one_to_one
ENSG00000089116	lncgDivg	ENSCAFG00845024211	lncgDivg	ENSG00000257935	n.n.1	0	ENSCAFG00845024262	1.1.1	490	one_to_one
ENSG00000145358	lncgDivg	ENSCAFG00845024248	lncgDivg	ENSG00000249710	1.1.1	0	ENSCAFG00845024286	1.1.1	1533	one_to_one
ENSG00000170549	lncgDivg	ENSCAFG00845024655	lncgDivg	ENSG00000259603	1.1.1	0	ENSCAFG00845024835	1.1.1	112	one_to_one
ENSG00000162009	lncgDivg	ENSCAFG00845024735	lncgDivg	ENSG00000261713	n.n.1	0	ENSCAFG00845024765	1.1.1	133	one_to_one
ENSG00000166816	lncgDivg	ENSCAFG00845024882	lncgDivg	ENSG00000261058	1.1.1	2778	ENSCAFG00845024858	1.1.1	2713	one_to_one
ENSG00000162882	lncgDivg	ENSCAFG00845025017	lncgDivg	ENSG00000288886;ENSG00000289082	n.n.1;1.1.1	0;2733	ENSCAFG00845025071	1.1.1	686	many_to_one
ENSG00000198836	lncgDivg	ENSCAFG00845025222	lncgDivg	ENSG00000224855	n.1.1	0	ENSCAFG00845025092	1.1.1	259	one_to_one
ENSG00000072609	lncgDivg	ENSCAFG00845025229	lncgDivg	ENSG00000236617;ENSG00000250790	1.1.1;1.1.1	0;0	ENSCAFG00845025179	1.1.1	201	many_to_one
ENSG00000065413	lncgDivg	ENSCAFG00845025354	lncgDivg	ENSG00000231621;ENSG00000225979	n.1.1;1.1.1	0;220	ENSCAFG00845026192	1.1.1	472	many_to_one
ENSG00000013573	lncgDivg	ENSCAFG00845025631	lncgDivg	ENSG00000245614	n.1.1	13	ENSCAFG00845025422	1.1.1	139	one_to_one
ENSG00000048405	lncgDivg	ENSCAFG00845025995	lncgDivg	ENSG00000224138	1.1.1	0	ENSCAFG00845025933	1.1.1	832	one_to_one
ENSG00000175161	lncgDivg	ENSCAFG00845026392	lncgDivg	ENSG00000241648;ENSG00000239519	1.1.1;1.1.1	0;0	ENSCAFG00845019009	1.1.1	46	many_to_one
ENSG00000153707	lncgDivg	ENSCAFG00845026437	lncgDivg	ENSG00000234021;ENSG00000225706;ENSG00000230920;ENSG00000226717	1.1.1;n.1.1;1.1.1;1.1.1	0;0;0;200	ENSCAFG00845027822	1.1.1	179	many_to_one
ENSG00000142166	lncgDivg	ENSCAFG00845026778	lncgDivg	ENSG00000289238	1.1.1	0	ENSCAFG00845026695	1.1.1	172	one_to_one
ENSG00000184937	lncgDivg	ENSCAFG00845027359	lncgDivg	ENSG00000183242	n.n.1	0	ENSCAFG00845027246	n.n.n	117	one_to_one
ENSG00000100288	lncgDivg	ENSCAFG00845027398	lncgDivg	ENSG00000272940;ENSG00000205559	1.1.1;n.1.1	0;0	ENSCAFG00845027295	n.1.1	246	many_to_one
ENSG00000125816	lncgDivg	ENSCAFG00845027483	lncgDivg	ENSG00000225280	n.1.1	1367	ENSCAFG00845027463	1.1.1	656	one_to_one
ENSG00000093167	lncgDivg	ENSCAFG00845027518	lncgDivg	ENSG00000290046;ENSG00000271993	1.1.1;1.1.1	0;0	ENSCAFG00845028180	1.1.1	301	many_to_one
ENSG00000130487	lncgDivg	ENSCAFG00845027733	lncgDivg	ENSG00000289947;ENSG00000272666	1.1.1;1.1.1	4052;2993	ENSCAFG00845027757	1.1.1	2232	many_to_one
ENSG00000047346	lncgDivg	ENSCAFG00845027818	lncgDivg	ENSG00000287500	1.1.1	0	ENSCAFG00845027920	1.1.1	2207	one_to_one
ENSG00000107954	lncgDivg	ENSCAFG00845027843	lncgDivg	ENSG00000235470;ENSG00000287419	n.n.1;1.1.1	0;0	ENSCAFG00845027810	1.1.1	524	many_to_one
ENSG00000134884	lncgDivg	ENSCAFG00845028052	lncgDivg	ENSG00000272274	n.1.1	121	ENSCAFG00845028123	n.1.1	106	one_to_one
ENSG00000143353	lncgDivg	ENSCAFG00845028347	lncgDivg	ENSG00000228063	n.n.1	0	ENSCAFG00845028299	n.1.1	216	one_to_one
ENSG00000069943	lncgDivg	ENSCAFG00845028570	lncgDivg	ENSG00000277548;ENSG00000274765	1.1.1;1.1.1	0;0	ENSCAFG00845028556	1.1.1	21	many_to_one
ENSG00000164532	lncgDivg	ENSCAFG00845028609	lncgDivg	ENSG00000289335	1.1.1	611	ENSCAFG00845028651	n.1.1	10285	one_to_one
ENSG00000124839	lncgDivg	ENSCAFG00845028808	lncgDivg	ENSG00000234949	n.n.1	0	ENSCAFG00845028849	1.1.1	93	one_to_one
ENSG00000188931	lncgDivg	ENSCAFG00845028843	lncgDivg	ENSG00000288670	1.1.1	146	ENSCAFG00845028827	1.1.1	2628	one_to_one
ENSG00000171016	lncgDivg	ENSCAFG00845028910	lncgDivg	ENSG00000285805	1.1.1	0	ENSCAFG00845028927	1.1.1	336	one_to_one
ENSG00000196704	lncgDivg	ENSCAFG00845028913	lncgDivg	ENSG00000265100	1.1.1	0	ENSCAFG00845028878	1.1.1	893	one_to_one
ENSG00000122547	lncgDivg	ENSCAFG00845029008	lncgDivg	ENSG00000229679	1.1.1	0	ENSCAFG00845028986	1.1.1	3505	one_to_one
ENSG00000140481	lncgDivg	ENSCAFG00845029058	lncgDivg	ENSG00000277749	1.1.1	0	ENSCAFG00845029020	1.1.1	1244	one_to_one
ENSG00000148680	lncgDivg	ENSCAFG00845029113	lncgDivg	ENSG00000289580	n.1.1	0	ENSCAFG00845029145	1.1.1	24	one_to_one
ENSG00000138138	lncgDivg	ENSCAFG00845029330	lncgDivg	ENSG00000290782	n.n.1	0	ENSCAFG00845029373	1.1.1	863	one_to_one
ENSG00000198162	lncgDivg	ENSCAFG00845029509	lncgDivg	ENSG00000271427	1.1.1	1976	ENSCAFG00845029475	1.1.1	69	one_to_one
ENSG00000149970	lncgDivg	ENSCAFG00845029599	lncgDivg	ENSG00000283380;ENSG00000288832	n.1.1;1.1.1	0;0	ENSCAFG00845029407	n.1.1	123	many_to_one
ENSG00000090661	lncgDivg	ENSCAFG00845029643	lncgDivg	ENSG00000271717	1.1.1	0	ENSCAFG00845029620	1.1.1	659	one_to_one
ENSG00000100109	lncgDivg	ENSCAFG00845029693	lncgDivg	ENSG00000261188	n.n.1	0	ENSCAFG00845029702	1.1.1	136	one_to_one
ENSG00000163607	lncgDivg	ENSCAFG00845029700	lncgDivg	ENSG00000272844	1.1.1	0	ENSCAFG00845029687	1.1.1	21	one_to_one
ENSG00000185942	lncgDivg	ENSCAFG00845029711	lncgDivg	ENSG00000285971;ENSG00000287105;ENSG00000254050	1.1.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845029682	1.1.1	455	many_to_one
ENSG00000137563	lncgDivg	ENSCAFG00845029791	lncgDivg	ENSG00000253121	1.1.1	0	ENSCAFG00845029810;ENSCAFG00845029816	1.1.1;1.1.1	132;2584	one_to_many
ENSG00000185668	lncgDivg	ENSCAFG00845030221	lncgDivg	ENSG00000224592	n.1.1	521	ENSCAFG00845030208	n.1.1	62912	one_to_one
ENSG00000165966	lncgDivg	ENSCAFG00845030505	lncgDivg	ENSG00000257228	n.n.1	0	ENSCAFG00845030524	1.1.1	2248	one_to_one
ENSG00000144504	lncgDivg	ENSCAFG00845030657	lncgDivg	ENSG00000287049	1.1.1	0	ENSCAFG00845030678	1.1.1	2768	one_to_one
ENSG00000138606	lncgDivg	ENSCAFG00845030708	lncgDivg	ENSG00000259519	1.1.1	0	ENSCAFG00845030744	1.1.1	4648	one_to_one
ENSG00000146966	lncgDivg	ENSCAFG00845031062	lncgDivg	ENSG00000285904	1.1.1	0	ENSCAFG00845031055	1.1.1	2201	one_to_one
ENSG00000197951	lncgSS.dw	ENSCAFG00845000138	lncgSS.dw	ENSG00000269793	1.1.1	0	ENSCAFG00845000121	1.1.1	460	one_to_one
ENSG00000140548	lncgSS.dw	ENSCAFG00845000843	lncgSS.dw	ENSG00000273691	1.1.1	0	ENSCAFG00845000870	1.1.1	1151	one_to_one
ENSG00000116731	lncgSS.dw	ENSCAFG00845001004	lncgSS.dw	ENSG00000289380	1.1.1	0	ENSCAFG00845000956	1.1.1	1257	one_to_one
ENSG00000130338	lncgSS.dw	ENSCAFG00845001243	lncgSS.dw	ENSG00000274023	1.1.1	0	ENSCAFG00845001284	1.1.1	2851	one_to_one
ENSG00000197714	lncgSS.dw	ENSCAFG00845001525	lncgSS.dw	ENSG00000288899	1.1.1	3442	ENSCAFG00845001515	1.1.1	971	one_to_one
ENSG00000121931	lncgSS.dw	ENSCAFG00845001755	lncgSS.dw	ENSG00000261654	1.1.1	4837	ENSCAFG00845001760	1.1.1	338	one_to_one
ENSG00000103404	lncgSS.dw	ENSCAFG00845002033	lncgSS.dw	ENSG00000260566	1.1.1	0	ENSCAFG00845002120	1.1.1	177	one_to_one
ENSG00000134470	lncgSS.dw	ENSCAFG00845002159	lncgSS.dw	ENSG00000232807	n.n.n	0	ENSCAFG00845002235	1.1.1	945	one_to_one
ENSG00000138336	lncgSS.dw	ENSCAFG00845002465	lncgSS.dw	ENSG00000260400	1.1.1	4013	ENSCAFG00845002505	1.1.1	2411	one_to_one
ENSG00000135823	lncgSS.dw	ENSCAFG00845002602	lncgSS.dw	ENSG00000243155	1.1.1	0	ENSCAFG00845002582	1.1.1	99	one_to_one
ENSG00000065135	lncgSS.dw	ENSCAFG00845002724	lncgSS.dw	ENSG00000225113	1.1.1	0	ENSCAFG00845002708	1.1.1	2124	one_to_one
ENSG00000113211	lncgSS.dw	ENSCAFG00845002945	lncgSS.dw	ENSG00000290893	1.1.1	2709	ENSCAFG00845002954	1.1.1	973	one_to_one
ENSG00000188803	lncgSS.dw	ENSCAFG00845002978	lncgSS.dw	ENSG00000264727	1.1.1	0	ENSCAFG00845003031	1.1.1	623	one_to_one
ENSG00000166716	lncgSS.dw	ENSCAFG00845002986	lncgSS.dw	ENSG00000259415	1.1.1	0	ENSCAFG00845003020	1.1.1	965	one_to_one
ENSG00000273540	lncgSS.dw	ENSCAFG00845003318	lncgSS.dw	ENSG00000259636	1.1.1	0	ENSCAFG00845003359	1.1.1	941	one_to_one
ENSG00000177200	lncgSS.dw	ENSCAFG00845003529	lncgSS.dw	ENSG00000261291	1.1.1	0	ENSCAFG00845003460	1.1.1	14	one_to_one
ENSG00000066739	lncgSS.dw	ENSCAFG00845003608	lncgSS.dw	ENSG00000258729	n.1.1	2472	ENSCAFG00845003590	1.1.1	707	one_to_one
ENSG00000100647	lncgSS.dw	ENSCAFG00845004154	lncgSS.dw	ENSG00000273797	1.1.1	0	ENSCAFG00845004167	1.1.1	4497	one_to_one
ENSG00000164574	lncgSS.dw	ENSCAFG00845004992	lncgSS.dw	ENSG00000287695	1.1.1	0	ENSCAFG00845004978	1.1.1	1205	one_to_one
ENSG00000136371	lncgSS.dw	ENSCAFG00845005032	lncgSS.dw	ENSG00000259548	1.1.1	31	ENSCAFG00845005037	1.1.1	1076	one_to_one
ENSG00000146054	lncgSS.dw	ENSCAFG00845005395	lncgSS.dw	ENSG00000248473	n.1.1	2072	ENSCAFG00845005386	1.1.1	1796	one_to_one
ENSG00000162852	lncgSS.dw	ENSCAFG00845005933	lncgSS.dw	ENSG00000225300	1.1.1	0	ENSCAFG00845006085	1.1.1	726	one_to_one
ENSG00000171310	lncgSS.dw	ENSCAFG00845006468	lncgSS.dw	ENSG00000289557	1.1.1	0	ENSCAFG00845006428	1.1.1	2321	one_to_one
ENSG00000141568	lncgSS.dw	ENSCAFG00845006469	lncgSS.dw	ENSG00000262652	1.1.1	0	ENSCAFG00845026686	1.1.1	1592	one_to_one
ENSG00000141562	lncgSS.dw	ENSCAFG00845006563	lncgSS.dw	ENSG00000266236	1.1.1	0	ENSCAFG00845006507	1.1.1	3424	one_to_one
ENSG00000073146	lncgSS.dw	ENSCAFG00845007199	lncgSS.dw	ENSG00000280395	1.1.1	0	ENSCAFG00845006996	1.1.1	564	one_to_one
ENSG00000155792	lncgSS.dw	ENSCAFG00845007215	lncgSS.dw	ENSG00000254343	n.n.n	1262	ENSCAFG00845007340	1.1.1	397	one_to_one
ENSG00000021645	lncgSS.dw	ENSCAFG00845008127	lncgSS.dw	ENSG00000258419	1.1.1	0	ENSCAFG00845008240	1.1.1	2113	one_to_one
ENSG00000116350	lncgSS.dw	ENSCAFG00845008307	lncgSS.dw	ENSG00000225750	1.1.1	749	ENSCAFG00845008356;ENSCAFG00845008348	1.1.1;1.1.1	4767;2318	one_to_many
ENSG00000175591	lncgSS.dw	ENSCAFG00845008786	lncgSS.dw	ENSG00000260401	1.1.1	0	ENSCAFG00845008771	1.1.1	261	one_to_one
ENSG00000176165	lncgSS.dw	ENSCAFG00845009198	lncgSS.dw	ENSG00000186960	n.n.1	0	ENSCAFG00845009216	1.1.1	349	one_to_one
ENSG00000180198	lncgSS.dw	ENSCAFG00845010088	lncgSS.dw	ENSG00000242125	n.n.1	0	ENSCAFG00845010045	1.1.1	125	one_to_one
ENSG00000172831	lncgSS.dw	ENSCAFG00845010523	lncgSS.dw	ENSG00000265408	1.1.1	0	ENSCAFG00845010490	1.1.1	555	one_to_one
ENSG00000130770	lncgSS.dw	ENSCAFG00845010681	lncgSS.dw	ENSG00000271398	1.1.1	238	ENSCAFG00845010655	1.1.1	275	one_to_one
ENSG00000152061	lncgSS.dw	ENSCAFG00845010836	lncgSS.dw	ENSG00000223525;ENSG00000289425	1.1.1;1.1.1	0;0	ENSCAFG00845010730	1.1.1	749	many_to_one
ENSG00000165495	lncgSS.dw	ENSCAFG00845011164	lncgSS.dw	ENSG00000259290	n.1.1	0	ENSCAFG00845011148	1.1.1	3440	one_to_one
ENSG00000069020	lncgSS.dw	ENSCAFG00845011316	lncgSS.dw	ENSG00000249057	1.1.1	0	ENSCAFG00845011623	1.1.1	41	one_to_one
ENSG00000174099	lncgSS.dw	ENSCAFG00845012283	lncgSS.dw	ENSG00000250280	1.1.1	0	ENSCAFG00845012389	n.1.1	32038	one_to_one
ENSG00000167258	lncgSS.dw	ENSCAFG00845012790	lncgSS.dw	ENSG00000273576	1.1.1	2008	ENSCAFG00845012720	1.1.1	1168	one_to_one
ENSG00000116017	lncgSS.dw	ENSCAFG00845014365	lncgSS.dw	ENSG00000275162	1.1.1	0	ENSCAFG00845014357	1.1.1	319	one_to_one
ENSG00000152078	lncgSS.dw	ENSCAFG00845014422	lncgSS.dw	ENSG00000231992	1.1.1	0	ENSCAFG00845014409	1.1.1	1035	one_to_one
ENSG00000154719	lncgSS.dw	ENSCAFG00845014739	lncgSS.dw	ENSG00000260583	1.1.1	2330	ENSCAFG00845014726	1.1.1	2394	one_to_one
ENSG00000139946	lncgSS.dw	ENSCAFG00845016504	lncgSS.dw	ENSG00000275569	1.1.1	4314	ENSCAFG00845016539	1.1.1	365	one_to_one
ENSG00000124782	lncgSS.dw	ENSCAFG00845016516	lncgSS.dw	ENSG00000225092	1.1.1	0	ENSCAFG00845016753	1.1.1	1	one_to_one
ENSG00000173214	lncgSS.dw	ENSCAFG00845016736	lncgSS.dw	ENSG00000271789	1.1.1	0	ENSCAFG00845016803	1.1.1	14	one_to_one
ENSG00000070269	lncgSS.dw	ENSCAFG00845016875	lncgSS.dw	ENSG00000258803	1.1.1	0	ENSCAFG00845016966	n.1.1	11602	one_to_one
ENSG00000073910	lncgSS.dw	ENSCAFG00845016949	lncgSS.dw	ENSG00000289617	1.1.1	0	ENSCAFG00845015747	1.1.1	1688	one_to_one
ENSG00000002746	lncgSS.dw	ENSCAFG00845017152	lncgSS.dw	ENSG00000181211	1.1.1	0	ENSCAFG00845011911	1.1.1	209	one_to_one
ENSG00000183853	lncgSS.dw	ENSCAFG00845018562	lncgSS.dw	ENSG00000226520	1.1.1	0	ENSCAFG00845018453	1.1.1	608	one_to_one
ENSG00000204256	lncgSS.dw	ENSCAFG00845018726	lncgSS.dw	ENSG00000223837	1.1.1	0	ENSCAFG00845018914	1.1.1	3213	one_to_one
ENSG00000143878	lncgSS.dw	ENSCAFG00845019784	lncgSS.dw	ENSG00000228950	1.1.1	1602	ENSCAFG00845019808	1.1.1	43	one_to_one
ENSG00000102401	lncgSS.dw	ENSCAFG00845019949	lncgSS.dw	ENSG00000261101	1.1.1	25	ENSCAFG00845019973	1.1.1	3986	one_to_one
ENSG00000138061	lncgSS.dw	ENSCAFG00845020438	lncgSS.dw	ENSG00000235848	n.n.n	0	ENSCAFG00845020426	1.1.1	133	one_to_one
ENSG00000172264	lncgSS.dw	ENSCAFG00845021310	lncgSS.dw	ENSG00000289572;ENSG00000227927	1.1.1;n.n.1	0;0	ENSCAFG00845021227	1.1.1	2133	many_to_one
ENSG00000187605	lncgSS.dw	ENSCAFG00845021981	lncgSS.dw	ENSG00000235499	1.1.1	0	ENSCAFG00845021938	1.1.1	170	one_to_one
ENSG00000204128	lncgSS.dw	ENSCAFG00845022081	lncgSS.dw	ENSG00000261829	1.1.1	2321	ENSCAFG00845022124	1.1.1	1141	one_to_one
ENSG00000176887	lncgSS.dw	ENSCAFG00845022195	lncgSS.dw	ENSG00000242540	n.n.1	0	ENSCAFG00845022230	1.1.1	296	one_to_one
ENSG00000048828	lncgSS.dw	ENSCAFG00845022198	lncgSS.dw	ENSG00000289031	1.1.1	649	ENSCAFG00845022179	1.1.1	1397	one_to_one
ENSG00000145012	lncgSS.dw	ENSCAFG00845023138	lncgSS.dw	ENSG00000288794	1.1.1	0	ENSCAFG00845023287	1.1.1	952	one_to_one
ENSG00000100644	lncgSS.dw	ENSCAFG00845023223	lncgSS.dw	ENSG00000288928	1.1.1	0	ENSCAFG00845023468	1.1.1	167	one_to_one
ENSG00000254535	lncgSS.dw	ENSCAFG00845023310	lncgSS.dw	ENSG00000251199	n.n.1	0	ENSCAFG00845023328	1.1.1	55	one_to_one
ENSG00000196776	lncgSS.dw	ENSCAFG00845024257	lncgSS.dw	ENSG00000279277	n.1.1	3175	ENSCAFG00845024063	1.1.1	3301	one_to_one
ENSG00000197905	lncgSS.dw	ENSCAFG00845024391	lncgSS.dw	ENSG00000250899	1.1.1	761	ENSCAFG00845024324	1.1.1	157	one_to_one
ENSG00000029153	lncgSS.dw	ENSCAFG00845024620	lncgSS.dw	ENSG00000288971	1.1.1	3530	ENSCAFG00845024560	1.1.1	664	one_to_one
ENSG00000134138	lncgSS.dw	ENSCAFG00845025360	lncgSS.dw	ENSG00000259280	n.1.1	2152	ENSCAFG00845025299	1.1.1	3782	one_to_one
ENSG00000243927	lncgSS.dw	ENSCAFG00845025650	lncgSS.dw	ENSG00000272657	1.1.1	0	ENSCAFG00845025710	1.1.1	560	one_to_one
ENSG00000115170	lncgSS.dw	ENSCAFG00845026311	lncgSS.dw	ENSG00000234584	1.1.1	246	ENSCAFG00845026274	1.1.1	4312	one_to_one
ENSG00000157985	lncgSS.dw	ENSCAFG00845026357	lncgSS.dw	ENSG00000235529	n.1.1	0	ENSCAFG00845027402	1.1.1	2000	one_to_one
ENSG00000163466	lncgSS.dw	ENSCAFG00845026524	lncgSS.dw	ENSG00000261338	1.1.1	963	ENSCAFG00845026647	1.1.1	716	one_to_one
ENSG00000253276	lncgSS.dw	ENSCAFG00845026814	lncgSS.dw	ENSG00000243797	n.n.1	0	ENSCAFG00845026835	1.1.1	462	one_to_one
ENSG00000073614	lncgSS.dw	ENSCAFG00845027343	lncgSS.dw	ENSG00000261799	1.1.1	2934	ENSCAFG00845027256	1.1.1	437	one_to_one
ENSG00000160305	lncgSS.dw	ENSCAFG00845027435	lncgSS.dw	ENSG00000223692	1.1.1	0	ENSCAFG00845027666	1.1.1	4900	one_to_one
ENSG00000092969	lncgSS.dw	ENSCAFG00845028176	lncgSS.dw	ENSG00000281453	1.1.1	0	ENSCAFG00845028234	1.1.1	2290	one_to_one
ENSG00000185532	lncgSS.dw	ENSCAFG00845028591	lncgSS.dw	ENSG00000289270;ENSG00000235279	1.1.1;1.1.1	0;0	ENSCAFG00845028481	1.1.1	1482	many_to_one
ENSG00000114686	lncgSS.dw	ENSCAFG00845028932	lncgSS.dw	ENSG00000261167	1.1.1	3614	ENSCAFG00845028893	n.1.1	2370	one_to_one
ENSG00000175040	lncgSS.dw	ENSCAFG00845029239	lncgSS.dw	ENSG00000241679	n.n.1	0	ENSCAFG00845029247	1.1.1	447	one_to_one
ENSG00000153250	lncgSS.dw	ENSCAFG00845029501	lncgSS.dw	ENSG00000285373	n.1.1	271	ENSCAFG00845029460	1.1.1	527	one_to_one
ENSG00000171033	lncgSS.dw	ENSCAFG00845029531	lncgSS.dw	ENSG00000260398	1.1.1	685	ENSCAFG00845029547	1.1.1	2208	one_to_one
ENSG00000151532	lncgSS.dw	ENSCAFG00845029867	lncgSS.dw	ENSG00000260917	1.1.1	4746	ENSCAFG00845029885	1.1.1	2060	one_to_one
ENSG00000182240	lncgSS.dw	ENSCAFG00845030032	lncgSS.dw	ENSG00000224388	1.1.1	0	ENSCAFG00845030054	1.1.1	1102	one_to_one
ENSG00000151067	lncgSS.dw	ENSCAFG00845030375	lncgSS.dw	ENSG00000256721;ENSG00000203593;ENSG00000256837	1.1.1;1.1.1;1.1.1	0;0;0	ENSCAFG00845030542	1.1.1	1365	many_to_one
ENSG00000183032	lncgSS.up	ENSCAFG00845002697	lncgSS.up	ENSG00000258827	1.1.1	0	ENSCAFG00845002836	1.1.1	2478	one_to_one
ENSG00000081818	lncgSS.up	ENSCAFG00845002896	lncgSS.up	ENSG00000272108	1.1.1	1053	ENSCAFG00845002889	1.1.1	1675	one_to_one
ENSG00000143473	lncgSS.up	ENSCAFG00845003207	lncgSS.up	ENSG00000234233	1.1.1	0	ENSCAFG00845003236	1.1.1	3380	one_to_one
ENSG00000172260	lncgSS.up	ENSCAFG00845004834	lncgSS.up	ENSG00000228853	1.1.1	0	ENSCAFG00845004795	1.1.1	2834	one_to_one
ENSG00000136279	lncgSS.up	ENSCAFG00845006509	lncgSS.up	ENSG00000235314	n.1.1	2334	ENSCAFG00845006696	1.1.1	3170	one_to_one
ENSG00000124772	lncgSS.up	ENSCAFG00845009729	lncgSS.up	ENSG00000287891	n.1.1	1986	ENSCAFG00845009947	1.1.1	4220	one_to_one
ENSG00000182348	lncgSS.up	ENSCAFG00845011003	lncgSS.up	ENSG00000233420	n.1.1	14755	ENSCAFG00845010999	1.1.1	2022	one_to_one
ENSG00000110713	lncgSS.up	ENSCAFG00845011368	lncgSS.up	ENSG00000289468	1.1.1	0	ENSCAFG00845011449	1.1.1	2272	one_to_one
ENSG00000176619	lncgSS.up	ENSCAFG00845011756	lncgSS.up	ENSG00000267201	1.1.1	1976	ENSCAFG00845011703	n.1.1	4838	one_to_one
ENSG00000124749	lncgSS.up	ENSCAFG00845011916	lncgSS.up	ENSG00000227602	1.1.1	0	ENSCAFG00845012031	n.1.1	26552	one_to_one
ENSG00000170558	lncgSS.up	ENSCAFG00845012116	lncgSS.up	ENSG00000274578	1.1.1	0	ENSCAFG00845012058	1.1.1	194	one_to_one
ENSG00000022567	lncgSS.up	ENSCAFG00845013083	lncgSS.up	ENSG00000253307	1.1.1	0	ENSCAFG00845013114	n.1.1	2975	one_to_one
ENSG00000170485	lncgSS.up	ENSCAFG00845013162	lncgSS.up	ENSG00000289077	1.1.1	1042	ENSCAFG00845015974	1.1.1	3378	one_to_one
