lncRNAid_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSG00000277782	0	NA	NA	0	NA	NA	NA	1
ENSG00000277801	0	NA	NA	0	NA	NA	NA	1
ENSG00000277806	0	NA	NA	0	NA	NA	NA	1
ENSG00000277825	0	NA	NA	0	NA	NA	NA	1
ENSG00000277840	0	NA	NA	0	NA	NA	NA	1
ENSG00000277873	0	NA	NA	0	NA	NA	NA	1
ENSG00000277879	0	NA	NA	0	NA	NA	NA	1
ENSG00000277911	0	NA	NA	0	NA	NA	NA	1
ENSG00000277945	0	NA	NA	0	NA	NA	NA	1
ENSG00000277959	0	NA	NA	0	NA	NA	NA	1
ENSG00000277978	0	NA	NA	0	NA	NA	NA	1
ENSG00000278000	0	NA	NA	0	NA	NA	NA	1
ENSG00000278012	0	NA	NA	0	NA	NA	NA	1
ENSG00000278013	0	NA	NA	0	NA	NA	NA	1
ENSG00000278017	0	NA	NA	0	NA	NA	NA	1
ENSG00000278022	0	NA	NA	0	NA	NA	NA	1
ENSG00000278035	0	NA	NA	0	NA	NA	NA	1
ENSG00000278041	0	NA	NA	0	NA	NA	NA	1
ENSG00000278058	0	NA	NA	0	NA	NA	NA	1
ENSG00000278084	0	NA	NA	0	NA	NA	NA	1
ENSG00000278095	0	NA	NA	0	NA	NA	NA	1
ENSG00000278112	0	NA	NA	0	NA	NA	NA	1
ENSG00000278126	0	NA	NA	0	NA	NA	NA	1
ENSG00000278133	0	NA	NA	0	NA	NA	NA	1
ENSG00000278192	0	NA	NA	0	NA	NA	NA	1
ENSG00000278206	0	NA	NA	0	NA	NA	NA	1
ENSG00000278231	0	NA	NA	0	NA	NA	NA	1
ENSG00000278238	0	NA	NA	0	NA	NA	NA	1
ENSG00000278255	0	NA	NA	0	NA	NA	NA	1
ENSG00000278291	0	NA	NA	0	NA	NA	NA	1
ENSG00000278338	0	NA	NA	0	NA	NA	NA	1
ENSG00000278341	0	NA	NA	0	NA	NA	NA	1
ENSG00000278344	0	NA	NA	0	NA	NA	NA	1
ENSG00000278356	0	NA	NA	0	NA	NA	NA	1
ENSG00000278367	0	NA	NA	0	NA	NA	NA	1
ENSG00000278370	0	NA	NA	0	NA	NA	NA	1
ENSG00000278385	0	NA	NA	0	NA	NA	NA	1
ENSG00000278389	0	NA	NA	0	NA	NA	NA	1
ENSG00000278408	0	NA	NA	0	NA	NA	NA	1
ENSG00000278419	0	NA	NA	0	NA	NA	NA	1
ENSG00000278431	0	NA	NA	0	NA	NA	NA	1
ENSG00000278434	0	NA	NA	0	NA	NA	NA	1
ENSG00000278462	0	NA	NA	0	NA	NA	NA	1
ENSG00000278464	0	NA	NA	0	NA	NA	NA	1
ENSG00000278472	0	NA	NA	0	NA	NA	NA	1
ENSG00000278475	0	NA	NA	0	NA	NA	NA	1
ENSG00000278484	0	NA	NA	0	NA	NA	NA	1
ENSG00000278576	0	NA	NA	0	NA	NA	NA	1
ENSG00000278621	0	NA	NA	0	NA	NA	NA	1
ENSG00000278638	0	NA	NA	0	NA	NA	NA	1
ENSG00000278668	0	NA	NA	0	NA	NA	NA	1
ENSG00000278703	0	NA	NA	0	NA	NA	NA	1
ENSG00000278713	0	NA	NA	0	NA	NA	NA	1
ENSG00000278719	0	NA	NA	0	NA	NA	NA	1
ENSG00000278733	0	NA	NA	0	NA	NA	NA	1
ENSG00000278737	0	NA	NA	0	NA	NA	NA	1
ENSG00000278743	0	NA	NA	0	NA	NA	NA	1
ENSG00000278768	0	NA	NA	0	NA	NA	NA	1
ENSG00000278769	0	NA	NA	0	NA	NA	NA	1
ENSG00000278811	0	NA	NA	0	NA	NA	NA	1
ENSG00000278816	0	NA	NA	0	NA	NA	NA	1
ENSG00000278831	0	NA	NA	0	NA	NA	NA	1
ENSG00000278916	0	NA	NA	0	NA	NA	NA	1
ENSG00000278920	0	NA	NA	0	NA	NA	NA	1
ENSG00000278936	0	NA	NA	0	NA	NA	NA	1
ENSG00000278944	0	NA	NA	0	NA	NA	NA	1
ENSG00000278960	0	NA	NA	0	NA	NA	NA	1
ENSG00000278981	0	NA	NA	0	NA	NA	NA	1
ENSG00000279006	0	NA	NA	0	NA	NA	NA	1
ENSG00000279047	0	NA	NA	0	NA	NA	NA	1
ENSG00000279070	0	NA	NA	0	NA	NA	NA	1
ENSG00000279078	0	NA	NA	0	NA	NA	NA	1
ENSG00000279080	0	NA	NA	0	NA	NA	NA	1
ENSG00000279082	0	NA	NA	0	NA	NA	NA	1
ENSG00000279085	0	NA	NA	0	NA	NA	NA	1
ENSG00000279110	0	NA	NA	0	NA	NA	NA	1
ENSG00000279141	0	NA	NA	0	NA	NA	NA	1
ENSG00000279145	0	NA	NA	0	NA	NA	NA	1
ENSG00000279159	0	NA	NA	0	NA	NA	NA	1
ENSG00000279168	0	NA	NA	0	NA	NA	NA	1
ENSG00000279175	0	NA	NA	0	NA	NA	NA	1
ENSG00000279206	0	NA	NA	0	NA	NA	NA	1
ENSG00000279232	0	NA	NA	0	NA	NA	NA	1
ENSG00000279240	0	NA	NA	0	NA	NA	NA	1
ENSG00000279261	0	NA	NA	0	NA	NA	NA	1
ENSG00000279317	0	NA	NA	0	NA	NA	NA	1
ENSG00000279342	0	NA	NA	0	NA	NA	NA	1
ENSG00000279467	0	NA	NA	0	NA	NA	NA	1
ENSG00000279529	0	NA	NA	0	NA	NA	NA	1
ENSG00000279548	0	NA	NA	0	NA	NA	NA	1
ENSG00000279558	0	NA	NA	0	NA	NA	NA	1
ENSG00000279571	0	NA	NA	0	NA	NA	NA	1
ENSG00000279607	0	NA	NA	0	NA	NA	NA	1
ENSG00000279622	0	NA	NA	0	NA	NA	NA	1
ENSG00000279623	0	NA	NA	0	NA	NA	NA	1
ENSG00000279658	0	NA	NA	0	NA	NA	NA	1
ENSG00000279685	0	NA	NA	0	NA	NA	NA	1
ENSG00000279727	0	NA	NA	0	NA	NA	NA	1
ENSG00000279750	0	NA	NA	0	NA	NA	NA	1
ENSG00000279762	0	NA	NA	0	NA	NA	NA	1
ENSG00000279949	0	NA	NA	0	NA	NA	NA	1
ENSG00000279968	0	NA	NA	0	NA	NA	NA	1
ENSG00000280005	0	NA	NA	0	NA	NA	NA	1
ENSG00000280007	0	NA	NA	0	NA	NA	NA	1
ENSG00000280011	0	NA	NA	0	NA	NA	NA	1
ENSG00000280026	0	NA	NA	0	NA	NA	NA	1
ENSG00000280036	0	NA	NA	0	NA	NA	NA	1
ENSG00000280080	0	NA	NA	0	NA	NA	NA	1
ENSG00000280195	0	NA	NA	0	NA	NA	NA	1
ENSG00000280206	0	NA	NA	0	NA	NA	NA	1
ENSG00000280273	0	NA	NA	0	NA	NA	NA	1
ENSG00000280303	0	NA	NA	0	NA	NA	NA	1
ENSG00000280350	0	NA	NA	0	NA	NA	NA	1
ENSG00000280383	0	NA	NA	0	NA	NA	NA	1
ENSG00000280384	0	NA	NA	0	NA	NA	NA	1
ENSG00000280434	0	NA	NA	0	NA	NA	NA	1
ENSG00000280474	0	NA	NA	0	NA	NA	NA	1
ENSG00000280485	0	NA	NA	0	NA	NA	NA	1
ENSG00000280543	0	NA	NA	0	NA	NA	NA	1
ENSG00000280560	0	NA	NA	0	NA	NA	NA	1
ENSG00000280561	0	NA	NA	0	NA	NA	NA	1
ENSG00000280587	0	NA	NA	0	NA	NA	NA	1
ENSG00000280607	0	NA	NA	0	NA	NA	NA	1
ENSG00000280634	0	NA	NA	0	NA	NA	NA	1
ENSG00000280660	0	NA	NA	0	NA	NA	NA	1
ENSG00000280693	0	NA	NA	0	NA	NA	NA	1
ENSG00000280711	0	NA	NA	0	NA	NA	NA	1
ENSG00000280719	0	NA	NA	0	NA	NA	NA	1
ENSG00000280739	0	NA	NA	0	NA	NA	NA	1
ENSG00000280744	0	NA	NA	0	NA	NA	NA	1
ENSG00000280758	0	NA	NA	0	NA	NA	NA	1
ENSG00000280776	0	NA	NA	0	NA	NA	NA	1
ENSG00000280780	0	NA	NA	0	NA	NA	NA	1
ENSG00000280798	0	NA	NA	0	NA	NA	NA	1
ENSG00000280832	0	NA	NA	0	NA	NA	NA	1
ENSG00000280837	0	NA	NA	0	NA	NA	NA	1
ENSG00000280850	0	NA	NA	0	NA	NA	NA	1
ENSG00000280890	0	NA	NA	0	NA	NA	NA	1
ENSG00000280916	0	NA	NA	0	NA	NA	NA	1
ENSG00000280920	0	NA	NA	0	NA	NA	NA	1
ENSG00000280924	0	NA	NA	0	NA	NA	NA	1
ENSG00000280927	0	NA	NA	0	NA	NA	NA	1
ENSG00000280936	0	NA	NA	0	NA	NA	NA	1
ENSG00000280953	0	NA	NA	0	NA	NA	NA	1
ENSG00000281005	0	NA	NA	0	NA	NA	NA	1
ENSG00000281021	0	NA	NA	0	NA	NA	NA	1
ENSG00000281026	0	NA	NA	0	NA	NA	NA	1
ENSG00000281091	0	NA	NA	0	NA	NA	NA	1
ENSG00000281097	0	NA	NA	0	NA	NA	NA	1
ENSG00000281162	0	NA	NA	0	NA	NA	NA	1
ENSG00000281167	0	NA	NA	0	NA	NA	NA	1
ENSG00000281183	0	NA	NA	0	NA	NA	NA	1
ENSG00000281189	0	NA	NA	0	NA	NA	NA	1
ENSG00000281195	0	NA	NA	0	NA	NA	NA	1
ENSG00000281207	0	NA	NA	0	NA	NA	NA	1
ENSG00000281327	0	NA	NA	0	NA	NA	NA	1
ENSG00000281358	0	NA	NA	0	NA	NA	NA	1
ENSG00000281386	0	NA	NA	0	NA	NA	NA	1
ENSG00000281398	0	NA	NA	0	NA	NA	NA	1
ENSG00000281404	0	NA	NA	0	NA	NA	NA	1
ENSG00000281501	0	NA	NA	0	NA	NA	NA	1
ENSG00000281530	0	NA	NA	0	NA	NA	NA	1
ENSG00000281566	0	NA	NA	0	NA	NA	NA	1
ENSG00000281641	0	NA	NA	0	NA	NA	NA	1
ENSG00000281691	0	NA	NA	0	NA	NA	NA	1
ENSG00000281708	0	NA	NA	0	NA	NA	NA	1
ENSG00000281756	0	NA	NA	0	NA	NA	NA	1
ENSG00000281809	0	NA	NA	0	NA	NA	NA	1
ENSG00000281832	0	NA	NA	0	NA	NA	NA	1
ENSG00000281880	0	NA	NA	0	NA	NA	NA	1
ENSG00000281903	0	NA	NA	0	NA	NA	NA	1
ENSG00000282021	0	NA	NA	0	NA	NA	NA	1
ENSG00000282022	0	NA	NA	0	NA	NA	NA	1
ENSG00000282041	0	NA	NA	0	NA	NA	NA	1
ENSG00000282057	0	NA	NA	0	NA	NA	NA	1
ENSG00000282097	0	NA	NA	0	NA	NA	NA	1
ENSG00000282121	0	NA	NA	0	NA	NA	NA	1
ENSG00000282164	0	NA	NA	0	NA	NA	NA	1
ENSG00000282199	0	NA	NA	0	NA	NA	NA	1
ENSG00000282221	0	NA	NA	0	NA	NA	NA	1
ENSG00000282304	0	NA	NA	0	NA	NA	NA	1
ENSG00000282317	0	NA	NA	0	NA	NA	NA	1
ENSG00000282386	0	NA	NA	0	NA	NA	NA	1
ENSG00000282390	0	NA	NA	0	NA	NA	NA	1
ENSG00000282408	0	NA	NA	0	NA	NA	NA	1
ENSG00000282527	0	NA	NA	0	NA	NA	NA	1
ENSG00000282556	0	NA	NA	0	NA	NA	NA	1
ENSG00000282602	0	NA	NA	0	NA	NA	NA	1
ENSG00000282787	0	NA	NA	0	NA	NA	NA	1
ENSG00000282816	0	NA	NA	0	NA	NA	NA	1
ENSG00000282836	0	NA	NA	0	NA	NA	NA	1
ENSG00000282840	0	NA	NA	0	NA	NA	NA	1
ENSG00000282843	0	NA	NA	0	NA	NA	NA	1
ENSG00000282849	0	NA	NA	0	NA	NA	NA	1
ENSG00000282851	0	NA	NA	0	NA	NA	NA	1
ENSG00000282876	0	NA	NA	0	NA	NA	NA	1
ENSG00000282882	0	NA	NA	0	NA	NA	NA	1
ENSG00000282907	0	NA	NA	0	NA	NA	NA	1
ENSG00000282915	0	NA	NA	0	NA	NA	NA	1
ENSG00000282916	0	NA	NA	0	NA	NA	NA	1
ENSG00000282925	0	NA	NA	0	NA	NA	NA	1
ENSG00000282951	0	NA	NA	0	NA	NA	NA	1
ENSG00000282964	0	NA	NA	0	NA	NA	NA	1
ENSG00000283025	0	NA	NA	0	NA	NA	NA	1
ENSG00000283031	0	NA	NA	0	NA	NA	NA	1
ENSG00000283045	0	NA	NA	0	NA	NA	NA	1
ENSG00000283051	0	NA	NA	0	NA	NA	NA	1
ENSG00000283053	0	NA	NA	0	NA	NA	NA	1
ENSG00000283058	0	NA	NA	0	NA	NA	NA	1
ENSG00000283098	0	NA	NA	0	NA	NA	NA	1
ENSG00000283122	0	NA	NA	0	NA	NA	NA	1
ENSG00000283155	0	NA	NA	0	NA	NA	NA	1
ENSG00000283157	0	NA	NA	0	NA	NA	NA	1
ENSG00000283164	0	NA	NA	0	NA	NA	NA	1
ENSG00000283175	0	NA	NA	0	NA	NA	NA	1
ENSG00000283217	0	NA	NA	0	NA	NA	NA	1
ENSG00000283235	0	NA	NA	0	NA	NA	NA	1
ENSG00000283240	0	NA	NA	0	NA	NA	NA	1
ENSG00000283265	0	NA	NA	0	NA	NA	NA	1
ENSG00000283314	0	NA	NA	0	NA	NA	NA	1
ENSG00000283341	0	NA	NA	0	NA	NA	NA	1
ENSG00000283347	0	NA	NA	0	NA	NA	NA	1
ENSG00000283375	0	NA	NA	0	NA	NA	NA	1
ENSG00000283383	0	NA	NA	0	NA	NA	NA	1
ENSG00000283405	0	NA	NA	0	NA	NA	NA	1
ENSG00000283415	0	NA	NA	0	NA	NA	NA	1
ENSG00000283436	0	NA	NA	0	NA	NA	NA	1
ENSG00000283440	0	NA	NA	0	NA	NA	NA	1
ENSG00000283462	0	NA	NA	0	NA	NA	NA	1
ENSG00000283504	0	NA	NA	0	NA	NA	NA	1
ENSG00000283549	0	NA	NA	0	NA	NA	NA	1
ENSG00000283554	0	NA	NA	0	NA	NA	NA	1
ENSG00000283608	0	NA	NA	0	NA	NA	NA	1
ENSG00000283627	0	NA	NA	0	NA	NA	NA	1
ENSG00000283629	0	NA	NA	0	NA	NA	NA	1
ENSG00000283635	0	NA	NA	0	NA	NA	NA	1
ENSG00000283638	0	NA	NA	0	NA	NA	NA	1
ENSG00000283647	0	NA	NA	0	NA	NA	NA	1
ENSG00000283648	0	NA	NA	0	NA	NA	NA	1
ENSG00000283662	0	NA	NA	0	NA	NA	NA	1
ENSG00000283667	0	NA	NA	0	NA	NA	NA	1
ENSG00000283743	0	NA	NA	0	NA	NA	NA	1
ENSG00000283757	0	NA	NA	0	NA	NA	NA	1
ENSG00000283769	0	NA	NA	0	NA	NA	NA	1
ENSG00000283839	0	NA	NA	0	NA	NA	NA	1
ENSG00000283897	0	NA	NA	0	NA	NA	NA	1
ENSG00000283907	0	NA	NA	0	NA	NA	NA	1
ENSG00000283913	0	NA	NA	0	NA	NA	NA	1
ENSG00000283914	0	NA	NA	0	NA	NA	NA	1
ENSG00000283959	0	NA	NA	0	NA	NA	NA	1
ENSG00000283991	0	NA	NA	0	NA	NA	NA	1
ENSG00000284048	0	NA	NA	0	NA	NA	NA	1
ENSG00000284240	0	NA	NA	0	NA	NA	NA	1
ENSG00000284309	0	NA	NA	0	NA	NA	NA	1
ENSG00000284376	0	NA	NA	0	NA	NA	NA	1
ENSG00000284377	0	NA	NA	0	NA	NA	NA	1
ENSG00000284391	0	NA	NA	0	NA	NA	NA	1
ENSG00000284430	0	NA	NA	0	NA	NA	NA	1
ENSG00000284543	0	NA	NA	0	NA	NA	NA	1
ENSG00000284601	0	NA	NA	0	NA	NA	NA	1
ENSG00000284608	0	NA	NA	0	NA	NA	NA	1
ENSG00000284615	0	NA	NA	0	NA	NA	NA	1
ENSG00000284634	0	NA	NA	0	NA	NA	NA	1
ENSG00000284644	0	NA	NA	0	NA	NA	NA	1
ENSG00000284645	0	NA	NA	0	NA	NA	NA	1
ENSG00000284652	0	NA	NA	0	NA	NA	NA	1
ENSG00000284664	0	NA	NA	0	NA	NA	NA	1
ENSG00000284677	0	NA	NA	0	NA	NA	NA	1
ENSG00000284693	0	NA	NA	0	NA	NA	NA	1
ENSG00000284697	0	NA	NA	0	NA	NA	NA	1
ENSG00000284700	0	NA	NA	0	NA	NA	NA	1
ENSG00000284702	0	NA	NA	0	NA	NA	NA	1
ENSG00000284705	0	NA	NA	0	NA	NA	NA	1
ENSG00000284707	0	NA	NA	0	NA	NA	NA	1
ENSG00000284710	0	NA	NA	0	NA	NA	NA	1
ENSG00000284720	0	NA	NA	0	NA	NA	NA	1
ENSG00000284721	0	NA	NA	0	NA	NA	NA	1
ENSG00000284722	0	NA	NA	0	NA	NA	NA	1
ENSG00000284726	0	NA	NA	0	NA	NA	NA	1
ENSG00000284738	0	NA	NA	0	NA	NA	NA	1
ENSG00000284748	0	NA	NA	0	NA	NA	NA	1
ENSG00000284803	0	NA	NA	0	NA	NA	NA	1
ENSG00000284829	0	NA	NA	0	NA	NA	NA	1
ENSG00000284846	0	NA	NA	0	NA	NA	NA	1
ENSG00000284879	0	NA	NA	0	NA	NA	NA	1
ENSG00000284882	0	NA	NA	0	NA	NA	NA	1
ENSG00000284930	0	NA	NA	0	NA	NA	NA	1
ENSG00000284954	0	NA	NA	0	NA	NA	NA	1
ENSG00000285006	0	NA	NA	0	NA	NA	NA	1
ENSG00000285018	0	NA	NA	0	NA	NA	NA	1
ENSG00000285041	0	NA	NA	0	NA	NA	NA	1
ENSG00000285051	0	NA	NA	0	NA	NA	NA	1
ENSG00000285068	0	NA	NA	0	NA	NA	NA	1
ENSG00000285080	0	NA	NA	0	NA	NA	NA	1
ENSG00000285090	0	NA	NA	0	NA	NA	NA	1
ENSG00000285091	0	NA	NA	0	NA	NA	NA	1
ENSG00000285094	0	NA	NA	0	NA	NA	NA	1
ENSG00000285095	0	NA	NA	0	NA	NA	NA	1
ENSG00000285103	0	NA	NA	0	NA	NA	NA	1
ENSG00000285117	0	NA	NA	0	NA	NA	NA	1
ENSG00000285128	0	NA	NA	0	NA	NA	NA	1
ENSG00000285177	0	NA	NA	0	NA	NA	NA	1
ENSG00000285184	0	NA	NA	0	NA	NA	NA	1
ENSG00000285190	0	NA	NA	0	NA	NA	NA	1
ENSG00000285191	0	NA	NA	0	NA	NA	NA	1
ENSG00000285201	0	NA	NA	0	NA	NA	NA	1
ENSG00000285205	0	NA	NA	0	NA	NA	NA	1
ENSG00000285210	0	NA	NA	0	NA	NA	NA	1
ENSG00000285230	0	NA	NA	0	NA	NA	NA	1
ENSG00000285239	0	NA	NA	0	NA	NA	NA	1
ENSG00000285278	0	NA	NA	0	NA	NA	NA	1
ENSG00000285300	0	NA	NA	0	NA	NA	NA	1
ENSG00000285314	0	NA	NA	0	NA	NA	NA	1
ENSG00000285338	0	NA	NA	0	NA	NA	NA	1
ENSG00000285361	0	NA	NA	0	NA	NA	NA	1
ENSG00000285407	0	NA	NA	0	NA	NA	NA	1
ENSG00000285410	0	NA	NA	0	NA	NA	NA	1
ENSG00000285413	0	NA	NA	0	NA	NA	NA	1
ENSG00000285424	0	NA	NA	0	NA	NA	NA	1
ENSG00000285427	0	NA	NA	0	NA	NA	NA	1
ENSG00000285448	0	NA	NA	0	NA	NA	NA	1
ENSG00000285454	0	NA	NA	0	NA	NA	NA	1
ENSG00000285473	0	NA	NA	0	NA	NA	NA	1
ENSG00000285513	0	NA	NA	0	NA	NA	NA	1
ENSG00000285518	0	NA	NA	0	NA	NA	NA	1
ENSG00000285521	0	NA	NA	0	NA	NA	NA	1
ENSG00000285523	0	NA	NA	0	NA	NA	NA	1
ENSG00000285525	0	NA	NA	0	NA	NA	NA	1
ENSG00000285530	0	NA	NA	0	NA	NA	NA	1
ENSG00000285533	0	NA	NA	0	NA	NA	NA	1
ENSG00000285535	0	NA	NA	0	NA	NA	NA	1
ENSG00000285539	0	NA	NA	0	NA	NA	NA	1
ENSG00000285540	0	NA	NA	0	NA	NA	NA	1
ENSG00000285545	0	NA	NA	0	NA	NA	NA	1
ENSG00000285548	0	NA	NA	0	NA	NA	NA	1
ENSG00000285555	0	NA	NA	0	NA	NA	NA	1
ENSG00000285559	0	NA	NA	0	NA	NA	NA	1
ENSG00000285560	0	NA	NA	0	NA	NA	NA	1
ENSG00000285565	0	NA	NA	0	NA	NA	NA	1
ENSG00000285567	0	NA	NA	0	NA	NA	NA	1
ENSG00000285570	0	NA	NA	0	NA	NA	NA	1
ENSG00000285573	0	NA	NA	0	NA	NA	NA	1
ENSG00000285575	0	NA	NA	0	NA	NA	NA	1
ENSG00000285577	0	NA	NA	0	NA	NA	NA	1
ENSG00000285579	0	NA	NA	0	NA	NA	NA	1
ENSG00000285583	0	NA	NA	0	NA	NA	NA	1
ENSG00000285588	0	NA	NA	0	NA	NA	NA	1
ENSG00000285594	0	NA	NA	0	NA	NA	NA	1
ENSG00000285598	0	NA	NA	0	NA	NA	NA	1
ENSG00000285599	0	NA	NA	0	NA	NA	NA	1
ENSG00000285600	0	NA	NA	0	NA	NA	NA	1
ENSG00000285604	0	NA	NA	0	NA	NA	NA	1
ENSG00000285606	0	NA	NA	0	NA	NA	NA	1
ENSG00000285608	0	NA	NA	0	NA	NA	NA	1
ENSG00000285612	0	NA	NA	0	NA	NA	NA	1
ENSG00000285613	0	NA	NA	0	NA	NA	NA	1
ENSG00000285614	0	NA	NA	0	NA	NA	NA	1
ENSG00000285615	0	NA	NA	0	NA	NA	NA	1
ENSG00000285618	0	NA	NA	0	NA	NA	NA	1
ENSG00000285619	0	NA	NA	0	NA	NA	NA	1
ENSG00000285621	0	NA	NA	0	NA	NA	NA	1
ENSG00000285622	0	NA	NA	0	NA	NA	NA	1
ENSG00000285630	0	NA	NA	0	NA	NA	NA	1
ENSG00000285632	0	NA	NA	0	NA	NA	NA	1
ENSG00000285633	0	NA	NA	0	NA	NA	NA	1
ENSG00000285648	0	NA	NA	0	NA	NA	NA	1
ENSG00000285649	0	NA	NA	0	NA	NA	NA	1
ENSG00000285650	0	NA	NA	0	NA	NA	NA	1
ENSG00000285651	0	NA	NA	0	NA	NA	NA	1
ENSG00000285653	0	NA	NA	0	NA	NA	NA	1
ENSG00000285654	0	NA	NA	0	NA	NA	NA	1
ENSG00000285664	0	NA	NA	0	NA	NA	NA	1
ENSG00000285671	0	NA	NA	0	NA	NA	NA	1
ENSG00000285672	0	NA	NA	0	NA	NA	NA	1
ENSG00000285677	0	NA	NA	0	NA	NA	NA	1
ENSG00000285681	0	NA	NA	0	NA	NA	NA	1
ENSG00000285692	0	NA	NA	0	NA	NA	NA	1
ENSG00000285693	0	NA	NA	0	NA	NA	NA	1
ENSG00000285696	0	NA	NA	0	NA	NA	NA	1
ENSG00000285698	0	NA	NA	0	NA	NA	NA	1
ENSG00000285701	0	NA	NA	0	NA	NA	NA	1
ENSG00000285704	0	NA	NA	0	NA	NA	NA	1
ENSG00000285706	0	NA	NA	0	NA	NA	NA	1
ENSG00000285710	0	NA	NA	0	NA	NA	NA	1
ENSG00000285714	0	NA	NA	0	NA	NA	NA	1
ENSG00000285716	0	NA	NA	0	NA	NA	NA	1
ENSG00000285717	0	NA	NA	0	NA	NA	NA	1
ENSG00000285724	0	NA	NA	0	NA	NA	NA	1
ENSG00000285727	0	NA	NA	0	NA	NA	NA	1
ENSG00000285730	0	NA	NA	0	NA	NA	NA	1
ENSG00000285731	0	NA	NA	0	NA	NA	NA	1
ENSG00000285732	0	NA	NA	0	NA	NA	NA	1
ENSG00000285734	0	NA	NA	0	NA	NA	NA	1
ENSG00000285736	0	NA	NA	0	NA	NA	NA	1
ENSG00000285737	0	NA	NA	0	NA	NA	NA	1
ENSG00000285738	0	NA	NA	0	NA	NA	NA	1
ENSG00000285744	0	NA	NA	0	NA	NA	NA	1
ENSG00000285747	0	NA	NA	0	NA	NA	NA	1
ENSG00000285752	0	NA	NA	0	NA	NA	NA	1
ENSG00000285754	0	NA	NA	0	NA	NA	NA	1
ENSG00000285758	0	NA	NA	0	NA	NA	NA	1
ENSG00000285759	0	NA	NA	0	NA	NA	NA	1
ENSG00000285763	0	NA	NA	0	NA	NA	NA	1
ENSG00000285770	0	NA	NA	0	NA	NA	NA	1
ENSG00000285773	0	NA	NA	0	NA	NA	NA	1
ENSG00000285782	0	NA	NA	0	NA	NA	NA	1
ENSG00000285783	0	NA	NA	0	NA	NA	NA	1
ENSG00000285786	0	NA	NA	0	NA	NA	NA	1
ENSG00000285796	0	NA	NA	0	NA	NA	NA	1
ENSG00000285797	0	NA	NA	0	NA	NA	NA	1
ENSG00000285800	0	NA	NA	0	NA	NA	NA	1
ENSG00000285804	0	NA	NA	0	NA	NA	NA	1
ENSG00000285806	0	NA	NA	0	NA	NA	NA	1
ENSG00000285807	0	NA	NA	0	NA	NA	NA	1
ENSG00000285809	0	NA	NA	0	NA	NA	NA	1
ENSG00000285813	0	NA	NA	0	NA	NA	NA	1
ENSG00000285824	0	NA	NA	0	NA	NA	NA	1
ENSG00000285825	0	NA	NA	0	NA	NA	NA	1
ENSG00000285830	0	NA	NA	0	NA	NA	NA	1
ENSG00000285831	0	NA	NA	0	NA	NA	NA	1
ENSG00000285836	0	NA	NA	0	NA	NA	NA	1
ENSG00000285840	0	NA	NA	0	NA	NA	NA	1
ENSG00000285842	0	NA	NA	0	NA	NA	NA	1
ENSG00000285844	0	NA	NA	0	NA	NA	NA	1
ENSG00000285846	0	NA	NA	0	NA	NA	NA	1
ENSG00000285847	0	NA	NA	0	NA	NA	NA	1
ENSG00000285848	0	NA	NA	0	NA	NA	NA	1
ENSG00000285849	0	NA	NA	0	NA	NA	NA	1
ENSG00000285851	0	NA	NA	0	NA	NA	NA	1
ENSG00000285856	0	NA	NA	0	NA	NA	NA	1
ENSG00000285857	0	NA	NA	0	NA	NA	NA	1
ENSG00000285860	0	NA	NA	0	NA	NA	NA	1
ENSG00000285861	0	NA	NA	0	NA	NA	NA	1
ENSG00000285863	0	NA	NA	0	NA	NA	NA	1
ENSG00000285864	0	NA	NA	0	NA	NA	NA	1
ENSG00000285865	0	NA	NA	0	NA	NA	NA	1
ENSG00000285867	0	NA	NA	0	NA	NA	NA	1
ENSG00000285870	0	NA	NA	0	NA	NA	NA	1
ENSG00000285871	0	NA	NA	0	NA	NA	NA	1
ENSG00000285872	0	NA	NA	0	NA	NA	NA	1
ENSG00000285873	0	NA	NA	0	NA	NA	NA	1
ENSG00000285878	0	NA	NA	0	NA	NA	NA	1
ENSG00000285879	0	NA	NA	0	NA	NA	NA	1
ENSG00000285881	0	NA	NA	0	NA	NA	NA	1
ENSG00000285887	0	NA	NA	0	NA	NA	NA	1
ENSG00000285889	0	NA	NA	0	NA	NA	NA	1
ENSG00000285890	0	NA	NA	0	NA	NA	NA	1
ENSG00000285892	0	NA	NA	0	NA	NA	NA	1
ENSG00000285898	0	NA	NA	0	NA	NA	NA	1
ENSG00000285907	0	NA	NA	0	NA	NA	NA	1
ENSG00000285908	0	NA	NA	0	NA	NA	NA	1
ENSG00000285911	0	NA	NA	0	NA	NA	NA	1
ENSG00000285921	0	NA	NA	0	NA	NA	NA	1
ENSG00000285922	0	NA	NA	0	NA	NA	NA	1
ENSG00000285923	0	NA	NA	0	NA	NA	NA	1
ENSG00000285925	0	NA	NA	0	NA	NA	NA	1
ENSG00000285926	0	NA	NA	0	NA	NA	NA	1
ENSG00000285928	0	NA	NA	0	NA	NA	NA	1
ENSG00000285929	0	NA	NA	0	NA	NA	NA	1
ENSG00000285931	0	NA	NA	0	NA	NA	NA	1
