lncRNAid_Canis_lupus_familiaris	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens
ENSCAFG00845006625	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006630	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006632	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006639	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006648	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006653	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006660	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006670	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006680	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006685	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006692	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006698	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006708	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006715	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006729	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006738	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006740	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006755	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006800	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006822	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006830	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006837	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006881	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006963	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845006974	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007002	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007017	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007086	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007109	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007140	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007151	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007159	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007161	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007200	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007212	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007213	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007253	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007254	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007275	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007338	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007508	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007559	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007630	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007637	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007649	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007664	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007670	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007676	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007683	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007690	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007706	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007716	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007721	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007739	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007743	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007776	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007782	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007801	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007808	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007822	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007826	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007827	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007852	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007859	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007884	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007903	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007917	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007993	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845007999	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008008	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008015	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008019	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008026	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008080	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008091	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008102	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008108	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008110	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008117	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008118	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008122	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008126	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008130	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008132	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008134	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008137	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008140	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008141	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008147	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008150	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008155	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008160	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008163	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008167	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008174	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008179	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008192	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008196	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008203	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008223	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008247	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008257	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008266	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008275	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008281	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008282	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008300	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008312	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008313	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008315	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008333	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008359	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008364	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008393	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008398	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008406	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008411	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008417	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008438	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008448	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008454	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008458	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008463	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008472	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008481	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008490	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008492	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008510	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008536	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008602	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008660	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008715	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008716	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008719	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008723	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008738	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008755	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008862	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008925	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008946	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008951	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008956	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008959	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008967	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008968	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008973	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008980	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008992	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845008995	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009006	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009008	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009017	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009020	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009023	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009052	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009066	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009076	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009097	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009115	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009150	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009166	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009180	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009199	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009200	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009203	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009253	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009260	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009272	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009276	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009277	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009279	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009281	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009284	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009285	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009302	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009313	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009318	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009332	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009348	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009352	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009364	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009392	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009413	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009424	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009461	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009472	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009486	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009499	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009507	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009540	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009640	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009648	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009656	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009661	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009671	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009677	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009679	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009685	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009691	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009698	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009714	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009718	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009722	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009738	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009749	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009760	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009781	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009836	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009849	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009867	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009928	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009943	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009955	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009964	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009975	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845009986	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010006	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010113	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010123	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010139	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010159	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010162	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010166	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010187	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010256	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010285	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010294	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010296	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010315	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010331	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010441	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010448	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010460	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010467	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010477	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010488	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010500	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010509	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010522	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010529	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010544	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010613	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010619	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010627	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010631	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010638	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010640	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010641	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010645	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010646	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010647	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010659	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010660	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010687	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010698	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010728	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010759	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010763	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010783	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010799	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010817	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010844	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010860	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010862	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010873	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010914	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010916	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010923	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010925	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010965	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010969	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010992	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845010996	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011032	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011034	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011040	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011062	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011078	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011129	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011135	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011146	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011156	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011184	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011209	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011218	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011224	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011229	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011244	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011249	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011306	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011312	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011323	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011329	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011421	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011425	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011442	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011456	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011462	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011466	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011468	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011473	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011495	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011497	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011500	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011501	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011510	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011518	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011519	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011587	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011596	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011614	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011631	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011682	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011686	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011831	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011847	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011860	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011885	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011886	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011902	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011913	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011921	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011936	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845011958	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012034	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012049	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012139	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012140	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012147	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012155	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012239	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012261	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012264	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012270	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012273	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012291	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012297	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012300	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012307	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012308	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012313	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012317	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012319	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012320	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012326	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012331	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012343	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012370	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012421	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012443	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012462	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012464	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012515	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012521	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012551	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012609	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012619	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012637	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012645	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012652	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012655	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012735	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012820	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012825	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012899	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012906	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012975	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845012982	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013002	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013017	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013027	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013063	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013073	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013095	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013152	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013160	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013181	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013210	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013232	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013243	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013247	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013278	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013284	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013292	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013324	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013434	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013461	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013464	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013466	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013545	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013546	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013559	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013595	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013606	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013612	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013617	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013621	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013651	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013706	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013773	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013782	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013786	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013794	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013796	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013843	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013847	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013854	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013855	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013857	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013864	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013871	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013878	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013879	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013893	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013897	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013898	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013913	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013919	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845013958	0	NA	NA	0	NA	NA	NA	1
