lncRNAid_Mus_musculus	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris
ENSMUSG00000107287	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107296	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107314	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107317	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107318	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107319	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107350	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107365	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107379	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107386	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107387	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107405	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107406	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107408	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107422	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107427	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107429	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107434	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107458	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107472	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107497	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107509	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107538	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107546	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107561	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107563	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107579	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107585	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107605	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107619	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107638	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107640	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107659	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107660	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107666	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107667	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107675	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107681	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107682	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107689	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107714	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107723	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107726	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107728	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107736	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107759	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107766	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107767	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107768	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107785	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107795	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107797	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107802	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107815	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107825	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107842	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107862	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107875	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107876	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107882	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107895	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107926	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107969	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107978	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107988	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000107993	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108006	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108010	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108012	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108015	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108020	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108027	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108033	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108034	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108037	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108038	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108062	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108063	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108071	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108081	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108085	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108101	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108103	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108109	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108128	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108129	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108141	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108145	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108161	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108171	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108187	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108228	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108232	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108236	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108239	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108244	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108274	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108276	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108282	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108285	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108297	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108308	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108320	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108321	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108322	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108329	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108332	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108333	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108334	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108345	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108354	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108360	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108378	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108383	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108390	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108413	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108415	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108416	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108417	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108419	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108425	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108428	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108435	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108436	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108448	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108449	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108456	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108461	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108481	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108486	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108504	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108505	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108509	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108511	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108513	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108523	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108524	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108530	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108531	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108546	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108551	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108575	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108576	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108580	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108584	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108593	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108607	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108623	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108624	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108650	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108655	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108657	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108660	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108676	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108677	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108683	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108695	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108713	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108714	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108723	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108726	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108736	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108738	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108739	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108749	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108760	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108773	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108778	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108801	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108814	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108832	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108854	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108861	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108883	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108903	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108930	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108934	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108950	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108980	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108986	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000108988	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109001	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109002	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109008	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109010	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109014	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109017	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109042	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109052	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109071	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109076	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109091	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109106	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109107	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109110	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109111	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109118	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109119	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109125	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109130	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109149	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109168	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109186	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109193	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109194	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109200	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109203	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109214	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109224	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109232	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109233	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109282	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109314	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109323	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109329	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109333	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109338	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109351	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109374	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109399	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109408	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109424	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109441	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109464	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109485	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109491	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109501	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109506	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109556	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109579	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109583	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109589	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109598	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109599	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109602	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109607	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109619	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109633	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109634	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109635	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109644	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109651	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109669	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109682	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109688	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109698	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109700	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109714	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109715	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109716	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109717	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109728	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109729	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109748	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109754	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109770	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109773	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109774	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109780	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109783	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109799	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109802	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109808	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109814	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109816	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109825	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109831	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109842	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109849	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109854	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109869	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109877	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109881	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109886	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109890	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109891	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109898	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109930	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109945	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109947	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109954	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109957	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109959	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109961	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109962	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109965	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109973	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109981	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109984	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109986	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109993	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109998	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000109999	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110009	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110017	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110020	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110027	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110037	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110038	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110056	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110058	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110063	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110070	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110078	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110087	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110089	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110090	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110093	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110094	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110101	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110106	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110110	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110125	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110130	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110138	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110140	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110144	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110148	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110156	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110157	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110161	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110162	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110168	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110183	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110205	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110207	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110208	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110209	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110210	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110216	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110217	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110230	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110235	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110236	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110239	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110240	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110264	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110270	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110273	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110286	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110301	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110304	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110314	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110316	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110317	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110335	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110354	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110356	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110357	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110366	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110384	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110388	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110389	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110392	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110396	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110399	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110409	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110419	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110424	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110427	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110428	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110433	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110440	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110447	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110454	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110455	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110470	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110475	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110476	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110477	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110483	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110486	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110489	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110498	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110500	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110505	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110507	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110517	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110537	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110541	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110547	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110593	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110607	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110611	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110615	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110620	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110624	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110626	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110630	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110640	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110652	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110656	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110661	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110676	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110697	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110702	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110706	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110709	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110710	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110712	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110722	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110737	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110740	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110754	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110766	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110771	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110773	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110774	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110781	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110784	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110789	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110799	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110803	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110813	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110821	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110826	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110827	0	NA	NA	0	NA	NA	NA	1
ENSMUSG00000110831	0	NA	NA	0	NA	NA	NA	1
