lncRNAid_Canis_lupus_familiaris	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSCAFG00845017340	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017341	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017343	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017347	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017350	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017351	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017360	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017362	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017363	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017364	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017373	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017374	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017375	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017377	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017386	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017390	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017399	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017412	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017415	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017419	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017425	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017430	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017432	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017444	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017446	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017462	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017476	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017480	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017482	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017488	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017507	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017511	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017520	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017534	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017535	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017542	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017562	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017563	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017571	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017575	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017580	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017583	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017591	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017598	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017614	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017626	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017675	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017699	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017707	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017712	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017724	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017730	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017733	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017740	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017741	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017742	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017753	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017756	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017773	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017774	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017800	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017808	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017819	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017822	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017834	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017863	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017869	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017870	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017882	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017901	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017906	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017915	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017933	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017944	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017946	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017956	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017958	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017967	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017986	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845017997	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018007	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018019	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018033	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018044	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018048	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018050	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018060	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018063	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018073	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018080	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018092	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018100	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018104	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018112	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018121	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018133	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018148	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018152	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018165	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018175	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018186	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018192	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018204	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018275	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018279	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018295	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018308	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018309	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018331	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018350	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018371	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018396	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018405	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018451	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018461	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018490	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018497	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018505	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018507	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018565	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018604	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018679	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018685	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018702	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018714	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018735	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018759	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018773	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018793	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018827	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018836	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018837	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018842	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018844	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018851	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018853	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018866	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018884	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018906	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018914	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018950	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018980	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845018989	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019019	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019023	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019029	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019095	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019097	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019105	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019120	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019121	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019122	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019129	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019131	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019141	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019144	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019150	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019153	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019162	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019170	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019181	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019186	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019205	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019206	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019214	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019222	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019283	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019301	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019319	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019329	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019338	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019369	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019390	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019424	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019467	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019474	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019504	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019522	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019532	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019595	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019605	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019611	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019612	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019623	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019625	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019632	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019638	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019645	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019655	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019669	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019700	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019712	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019713	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019722	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019732	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019780	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019795	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019803	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019830	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019839	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019842	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019847	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019849	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019859	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019860	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019870	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019883	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019898	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019899	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019900	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019910	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019913	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019914	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019922	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019926	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019946	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019959	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019967	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019970	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019975	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019985	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845019995	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020010	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020014	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020026	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020038	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020045	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020066	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020092	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020103	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020105	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020118	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020122	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020129	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020132	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020136	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020145	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020146	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020147	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020152	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020157	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020166	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020175	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020179	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020180	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020185	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020194	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020219	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020229	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020242	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020245	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020258	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020261	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020269	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020274	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020285	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020293	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020303	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020307	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020308	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020310	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020318	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020402	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020412	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020422	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020426	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020436	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020474	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020478	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020505	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020508	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020510	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020538	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020559	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020577	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020586	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020588	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020629	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020639	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020650	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020655	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020656	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020735	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020743	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020753	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020771	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020780	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020793	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020799	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020807	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020836	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020853	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020857	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845020865	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021023	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021024	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021035	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021050	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021054	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021059	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021071	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021103	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021114	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021123	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021132	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021140	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021183	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021190	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021198	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021202	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021210	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021227	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021236	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021238	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021245	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021257	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021261	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021278	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021285	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021293	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021298	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021299	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021314	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021342	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021387	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021427	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021482	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021498	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021531	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021553	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021562	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021569	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021584	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021589	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021606	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021620	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021631	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021650	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021662	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021675	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021680	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021693	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021697	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021699	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021705	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021708	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021731	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021766	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021784	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021791	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021798	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021800	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021805	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021813	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021835	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021845	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021848	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021853	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021866	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021880	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021888	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021899	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021914	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021919	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021937	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021947	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021957	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845021987	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022009	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022025	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022030	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022034	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022040	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022042	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022044	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022055	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022058	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022065	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022071	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022072	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022076	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022107	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022115	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022124	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022133	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022146	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022154	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022155	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022158	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022179	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022182	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022185	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022221	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022246	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022290	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022319	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022367	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022375	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022391	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022405	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022406	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022416	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022428	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022438	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022444	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022445	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022454	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022466	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022475	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022503	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022504	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022511	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022522	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022555	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022562	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022571	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022579	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022600	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845022619	0	NA	NA	0	NA	NA	NA	1
