lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000115352	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115353	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115355	0	NA	NA	1	one_to_one	lincSS.dw	ENSG00000248223	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000115361	1	many_to_many_DifferentNumber	ENSG00000248318;ENSG00000253619;ENSG00000272502	1	many_to_one	lincDivg	ENSG00000253619	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115363	1	many_to_one	ENSG00000229928	1	many_to_many	lncgDivg	ENSG00000238189;ENSG00000270522;ENSG00000287029;ENSG00000233821	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115367	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115373	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115376	1	many_to_many_DifferentNumber	ENSG00000258803;ENSG00000258703	1	many_to_one	lincConv	ENSG00000258703	0	1	many_to_one	ENSCAFG00845016966	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000115383	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115386	1	many_to_many_sameNumber	ENSG00000229011;ENSG00000281721;ENSG00000229175;ENSG00000227676;ENSG00000285902	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115390	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115391	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115395	0	NA	NA	1	many_to_one	lincSS.dw	ENSG00000253842	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000115398	1	many_to_many_DifferentNumber	ENSG00000258592;ENSG00000286257;ENSG00000258776	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115403	1	many_to_many_DifferentNumber	ENSG00000258791;ENSG00000277763	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115405	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115410	1	many_to_one	ENSG00000285774	1	many_to_one	lncgDivg	ENSG00000285774	1	1	many_to_one	ENSCAFG00845014683	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000115413	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115414	0	NA	NA	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845008275	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115417	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115419	1	many_to_many_DifferentNumber	ENSG00000286432;ENSG00000259786;ENSG00000250337	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115421	1	many_to_one	ENSG00000287156	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115424	1	many_to_many_DifferentNumber	ENSG00000235625;ENSG00000233379;ENSG00000236133	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845027820	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115425	1	many_to_many_DifferentNumber	ENSG00000258784;ENSG00000259868	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115426	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115428	1	many_to_one	ENSG00000287654	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115430	1	many_to_many_DifferentNumber	ENSG00000253395;ENSG00000261087	1	one_to_many	lincSS.dw	ENSG00000261087;ENSG00000253395	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115433	1	one_to_one	ENSG00000249332	1	one_to_one	lncgDivg	ENSG00000250250	1	0	NA	NA	1	one_to_one	lncgDivg	ENSCAFG00845003795	1	5	1	2	2
ENSMUSG00000115441	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115451	1	many_to_one	ENSG00000227896	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006535	0	NA	NA	NA	1	3	2	0	1
ENSMUSG00000115453	1	many_to_one	ENSG00000253948	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115454	1	many_to_one	ENSG00000178107	1	many_to_one	lncgDivg	ENSG00000178107	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115456	1	many_to_many_sameNumber	ENSG00000253669;ENSG00000283959	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115460	1	many_to_many_sameNumber	ENSG00000245662;ENSG00000286625;ENSG00000260761;ENSG00000251294;ENSG00000286454	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115469	1	many_to_many_DifferentNumber	ENSG00000273492;ENSG00000232692;ENSG00000197934;ENSG00000233783;ENSG00000224541	1	many_to_many_strict	lncgDivg	ENSG00000224541;ENSG00000233783;ENSG00000273492	1	1	many_to_many_DifferentNumber	ENSCAFG00845017653;ENSCAFG00845017701	1	many_to_one	lncgDivg	ENSCAFG00845017653	1	6	2	2	2
ENSMUSG00000115474	1	one_to_one	ENSG00000250576	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115478	1	many_to_many_DifferentNumber	ENSG00000253207;ENSG00000287819;ENSG00000286937;ENSG00000286946;ENSG00000254339	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115479	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115480	1	many_to_many_DifferentNumber	ENSG00000274441;ENSG00000272103;ENSG00000285967;ENSG00000250155	1	many_to_one	lincDivg	ENSG00000272103	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000115485	1	many_to_many_DifferentNumber	ENSG00000250453;ENSG00000248490;ENSG00000287940;ENSG00000287176;ENSG00000254138;ENSG00000248391;ENSG00000249785;ENSG00000286182;ENSG00000289601	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115492	1	many_to_many_sameNumber	ENSG00000245662;ENSG00000286625;ENSG00000260761;ENSG00000251294;ENSG00000286454	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115497	1	many_to_many_sameNumber	ENSG00000250032;ENSG00000248539	1	one_to_many	lincSS.up	ENSG00000248539;ENSG00000250032	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115504	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115506	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115508	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845008547	1	one_to_one	lncgSS.dw	ENSCAFG00845008547	0	3	1	1	1
ENSMUSG00000115509	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006525	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115517	1	many_to_many_sameNumber	ENSG00000271216;ENSG00000229546	1	one_to_one	lincSS.dw	ENSG00000229546	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115518	1	many_to_many_DifferentNumber	ENSG00000273492;ENSG00000232692;ENSG00000197934;ENSG00000233783;ENSG00000224541	1	many_to_many_strict	lncgDivg	ENSG00000224541;ENSG00000233783;ENSG00000273492	0	1	many_to_many_DifferentNumber	ENSCAFG00845017653;ENSCAFG00845017701	1	many_to_one	lncgDivg	ENSCAFG00845017653	0	4	2	2	0
ENSMUSG00000115522	1	many_to_many_DifferentNumber	ENSG00000257657;ENSG00000289229;ENSG00000273015	0	NA	NA	NA	0	0	NA	NA	1	many_to_one	lncgDivg	ENSCAFG00845028615	1	3	1	1	1
ENSMUSG00000115529	1	many_to_many_sameNumber	ENSG00000232954;ENSG00000278722;ENSG00000288015	1	one_to_one	lncgDivg	ENSG00000278722	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115531	1	many_to_one	ENSG00000286191	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115545	1	many_to_many_DifferentNumber	ENSG00000230645;ENSG00000231969	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lincDivg	ENSCAFG00845007953	1	3	1	1	1
ENSMUSG00000115546	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000253320;ENSG00000253263;ENSG00000253385	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000115547	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000254236	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000115548	1	many_to_many_sameNumber	ENSG00000229011;ENSG00000281721;ENSG00000229175;ENSG00000227676;ENSG00000285902	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115550	1	one_to_one	ENSG00000224853	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845023404	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115553	1	many_to_one	ENSG00000288045	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115560	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000249854	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000115563	1	many_to_many_sameNumber	ENSG00000253672;ENSG00000249917	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115569	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845028615	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115575	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006525	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115576	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115579	1	many_to_many_DifferentNumber	ENSG00000258592;ENSG00000286257;ENSG00000258776	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115580	1	many_to_one	ENSG00000228295	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115585	1	many_to_many_DifferentNumber	ENSG00000249102;ENSG00000248279;ENSG00000251443	0	NA	NA	NA	0	1	many_to_many_sameNumber	ENSCAFG00845001652;ENSCAFG00845001660	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115591	1	many_to_many_DifferentNumber	ENSG00000274441;ENSG00000272103;ENSG00000285967;ENSG00000250155	1	many_to_one	lincDivg	ENSG00000272103	0	0	NA	NA	0	NA	NA	NA	1	3	1	1	1
ENSMUSG00000115596	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115597	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115601	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845021486	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115609	1	many_to_many_DifferentNumber	ENSG00000258784;ENSG00000259868	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115610	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000258444	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000115614	1	many_to_many_DifferentNumber	ENSG00000286432;ENSG00000259786;ENSG00000250337	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115615	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115616	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115620	1	one_to_one	ENSG00000236939	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115625	1	one_to_many	ENSG00000235097;ENSG00000276527	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115627	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115635	1	many_to_one	ENSG00000289094	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115636	1	many_to_many_DifferentNumber	ENSG00000258803;ENSG00000258703	1	many_to_one	lincConv	ENSG00000258703	0	1	many_to_one	ENSCAFG00845016966	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000115639	1	many_to_one	ENSG00000272329	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845010226	1	many_to_one	lncgSS.dw	ENSCAFG00845010226	0	4	2	1	1
ENSMUSG00000115640	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000115648	1	many_to_many_DifferentNumber	ENSG00000270725;ENSG00000276573;ENSG00000276704	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115650	1	many_to_many_DifferentNumber	ENSG00000287880;ENSG00000272515;ENSG00000232636;ENSG00000228824	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115654	1	many_to_many_sameNumber	ENSG00000253672;ENSG00000249917	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115656	1	one_to_one	ENSG00000276436	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115657	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115664	1	many_to_many_sameNumber	ENSG00000232954;ENSG00000278722;ENSG00000288015	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115665	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115667	1	many_to_many_DifferentNumber	ENSG00000271874;ENSG00000290548	1	many_to_many_strict	lncgDivg	ENSG00000250234;ENSG00000271874	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115669	1	many_to_many_DifferentNumber	ENSG00000258803;ENSG00000258703	1	many_to_one	lincConv	ENSG00000258703	0	1	many_to_one	ENSCAFG00845016966	0	NA	NA	NA	0	3	2	1	0
ENSMUSG00000115680	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115681	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115689	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115690	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	1	many_to_one	lincDivg	ENSCAFG00845004412	1	3	0	1	2
ENSMUSG00000115691	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115692	1	many_to_one	ENSG00000289222	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115693	1	many_to_one	ENSG00000253266	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115696	1	one_to_many	ENSG00000284809;ENSG00000287018;ENSG00000228444;ENSG00000178734;ENSG00000223458	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115699	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845028615	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115709	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115710	1	one_to_one	ENSG00000250600	1	one_to_one	lncgDivg	ENSG00000250600	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115715	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115718	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115719	1	many_to_many_DifferentNumber	ENSG00000258791;ENSG00000277763	1	many_to_one	lincConv	ENSG00000258791	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000115723	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000115725	1	many_to_many_DifferentNumber	ENSG00000258803;ENSG00000258703	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845016966	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115727	1	many_to_many_DifferentNumber	ENSG00000235625;ENSG00000233379;ENSG00000236133	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845027820	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115729	0	NA	NA	1	many_to_many_strict	lncgDivg	ENSG00000215196;ENSG00000271892	0	1	many_to_many_DifferentNumber	ENSCAFG00845003316;ENSCAFG00845003320;ENSCAFG00845003327;ENSCAFG00845003330	1	many_to_one	lncgDivg	ENSCAFG00845003316	0	3	1	2	0
ENSMUSG00000115735	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115749	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000115750	1	many_to_many_DifferentNumber	ENSG00000253737;ENSG00000253355;ENSG00000248599	1	one_to_one	lincDivg	ENSG00000248599	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000115752	1	many_to_many_DifferentNumber	ENSG00000287201;ENSG00000286535	1	many_to_many_strict	lncgDivg	ENSG00000286535;ENSG00000287201	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115756	1	many_to_many_DifferentNumber	ENSG00000258803;ENSG00000258703	1	one_to_one	lncgSS.dw	ENSG00000258803	0	1	many_to_one	ENSCAFG00845016966	1	one_to_one	lncgSS.dw	ENSCAFG00845016966	0	4	2	2	0
ENSMUSG00000115761	1	many_to_many_sameNumber	ENSG00000225885;ENSG00000281641	1	many_to_many_strict	lncgDivg	ENSG00000225885;ENSG00000281641	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115762	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115767	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115771	1	one_to_many	ENSG00000272037;ENSG00000253633	1	one_to_one	lncgDivg	ENSG00000272037	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115772	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115773	1	many_to_one	ENSG00000251423	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115774	1	one_to_one	ENSG00000227640	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115775	1	many_to_many_DifferentNumber	ENSG00000253207;ENSG00000287819;ENSG00000286937;ENSG00000286946;ENSG00000254339	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115777	1	many_to_many_sameNumber	ENSG00000232954;ENSG00000278722;ENSG00000288015	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115778	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115779	1	one_to_many	ENSG00000272249;ENSG00000260640	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115781	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115782	1	many_to_many_DifferentNumber	ENSG00000250453;ENSG00000248490;ENSG00000287940;ENSG00000287176;ENSG00000254138;ENSG00000248391;ENSG00000249785;ENSG00000286182;ENSG00000289601	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000115784	1	one_to_one	ENSG00000253521	1	one_to_one	lincSS.dw	ENSG00000253521	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115787	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000279636	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000115796	1	many_to_many_sameNumber	ENSG00000284196;ENSG00000285684	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845028421	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000115803	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115804	1	one_to_many	ENSG00000250697;ENSG00000251281;ENSG00000249572	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115810	1	many_to_one	ENSG00000253266	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115813	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115816	1	one_to_many	ENSG00000285572;ENSG00000261206;ENSG00000224933	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115817	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115820	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115821	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115822	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000115829	1	many_to_one	ENSG00000253948	1	one_to_many	lncgDivg	ENSG00000253562;ENSG00000253539;ENSG00000253948	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115835	1	one_to_many	ENSG00000286544;ENSG00000226134	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115839	1	many_to_one	ENSG00000251423	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115846	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115850	0	NA	NA	0	NA	NA	NA	0	1	many_to_many_DifferentNumber	ENSCAFG00845003313;ENSCAFG00845003324;ENSCAFG00845003337	1	one_to_one	lncgSS.up	ENSCAFG00845003313	0	2	1	1	0
ENSMUSG00000115854	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845007826	1	one_to_one	lncgDivg	ENSCAFG00845007826	1	4	1	1	2
ENSMUSG00000115855	1	one_to_one	ENSG00000278727	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115858	1	many_to_many_DifferentNumber	ENSG00000257228;ENSG00000257239;ENSG00000286591	1	one_to_one	lncgDivg	ENSG00000257228	0	0	NA	NA	1	one_to_one	lncgDivg	ENSCAFG00845030524	1	4	1	2	1
ENSMUSG00000115869	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115888	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845021178	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115896	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115902	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000115912	1	one_to_one	ENSG00000271065	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000115918	1	many_to_many_DifferentNumber	ENSG00000235154;ENSG00000288540;ENSG00000205634;ENSG00000287225;ENSG00000238192;ENSG00000280080;ENSG00000285707;ENSG00000218357	1	many_to_many_strict	lncgDivg	ENSG00000260708;ENSG00000280080	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115919	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115923	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000275854;ENSG00000274105;ENSG00000276148	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000115924	1	one_to_one	ENSG00000232363	1	one_to_one	lncgConv	ENSG00000232363	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000115925	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000115930	1	many_to_many_DifferentNumber	ENSG00000233179;ENSG00000224715;ENSG00000279712;ENSG00000278890;ENSG00000229275;ENSG00000285855;ENSG00000224271	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000115936	1	one_to_many	ENSG00000260723;ENSG00000260601;ENSG00000274834	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000115943	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000260756	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
