PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Canis_lupus_familiaris	lncRNA.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris
ENSMUSG00000049119	ENSMUSG00000087099	lincDivg	1.1.1	92867	ENSCAFG00845027603	ENSCAFG00845027568	lincDivg	1.1.1	55651
ENSMUSG00000049119	ENSMUSG00000087099	lincDivg	1.1.1	92867	ENSCAFG00845027603	ENSCAFG00845027579	lincDivg	1.1.1	28858
ENSMUSG00000049119	ENSMUSG00000087099	lincDivg	1.1.1	92867	ENSCAFG00845027603	ENSCAFG00845027589	lincDivg	1.1.1	22677
ENSMUSG00000049119	ENSMUSG00000087099	lincDivg	1.1.1	92867	ENSCAFG00845027603	ENSCAFG00845027561	lincDivg	1.1.1	72597
ENSMUSG00000049119	ENSMUSG00000086066	lncgSS.up	n.1.1	1806	ENSCAFG00845027603	ENSCAFG00845027503	lncgSS.up	n.1.1	21
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSCAFG00845003624	ENSCAFG00845004019	lncgDivg	1.1.1	2032
ENSMUSG00000049336	ENSMUSG00000087245	lncgDivg	1.1.1	0	ENSCAFG00845003624	ENSCAFG00845004019	lncgDivg	1.1.1	2032
ENSMUSG00000049606	ENSMUSG00000098302	lncgSS.dw	1.1.1	0	ENSCAFG00845016789	ENSCAFG00845016883	lncgSS.dw	1.1.1	1582
ENSMUSG00000049690	ENSMUSG00000101600	lincSS.up	n.1.1	41404	ENSCAFG00845007269	ENSCAFG00845007888	lincSS.up	1.1.1	77313
ENSMUSG00000049690	ENSMUSG00000101600	lincSS.up	n.1.1	41404	ENSCAFG00845007269	ENSCAFG00845007872	lincSS.up	1.1.1	42370
ENSMUSG00000049985	ENSMUSG00000120592	lincSS.up	1.1.1	98911	ENSCAFG00845028592	ENSCAFG00845028636	lincSS.up	1.1.1	39745
ENSMUSG00000050017	ENSMUSG00000104559	lncgDivg	1.1.1	0	ENSCAFG00845029905	ENSCAFG00845029939	lncgDivg	1.1.1	220
ENSMUSG00000050270	ENSMUSG00000085926	lincSS.up	1.1.1	13529	ENSCAFG00845002881	ENSCAFG00845002911	lincSS.up	1.1.1	22131
ENSMUSG00000050549	ENSMUSG00000104763	lincDivg	n.1.1	19844	ENSCAFG00845016273	ENSCAFG00845016219	lincDivg	n.1.1	30821
ENSMUSG00000050549	ENSMUSG00000106437	lincDivg	1.1.1	74385	ENSCAFG00845016273	ENSCAFG00845016219	lincDivg	n.1.1	30821
ENSMUSG00000050840	ENSMUSG00000089866	lncgDivg	1.1.1	0	ENSCAFG00845000129	ENSCAFG00845000144	lncgDivg	1.1.1	1736
ENSMUSG00000050954	ENSMUSG00000114695	lincSS.dw	1.1.1	79135	ENSCAFG00845021431	ENSCAFG00845021384	lincSS.dw	1.1.1	14459
ENSMUSG00000050994	ENSMUSG00000112573	lincSS.dw	1.1.1	38774	ENSCAFG00845013765	ENSCAFG00845013941	lincSS.dw	n.1.1	59587
ENSMUSG00000051076	ENSMUSG00000120363	lincSS.up	n.1.1	38967	ENSCAFG00845029358	ENSCAFG00845029454	lincSS.up	1.1.1	7179
ENSMUSG00000051401	ENSMUSG00000118315	lncgDivg	1.1.1	0	ENSCAFG00845019378	ENSCAFG00845019366	lncgDivg	1.1.1	922
ENSMUSG00000051401	ENSMUSG00000118315	lncgDivg	1.1.1	0	ENSCAFG00845019378	ENSCAFG00845019325	lncgDivg	n.1.1	1983
ENSMUSG00000051401	ENSMUSG00000117674	lncgDivg	1.1.1	0	ENSCAFG00845019378	ENSCAFG00845019366	lncgDivg	1.1.1	922
ENSMUSG00000051401	ENSMUSG00000117674	lncgDivg	1.1.1	0	ENSCAFG00845019378	ENSCAFG00845019325	lncgDivg	n.1.1	1983
ENSMUSG00000051586	ENSMUSG00000119973	lincDivg	n.1.1	6435	ENSCAFG00845030774	ENSCAFG00845030897	lincDivg	1.1.1	19335
ENSMUSG00000052085	ENSMUSG00000120425	lncgSS.dw	1.1.1	0	ENSCAFG00845001647	ENSCAFG00845001860	lncgSS.dw	1.1.1	346
ENSMUSG00000052302	ENSMUSG00000112846	lincSS.dw	1.1.1	61171	ENSCAFG00845011871	ENSCAFG00845012102	lincSS.dw	n.1.1	44450
ENSMUSG00000052331	ENSMUSG00000101674	lncgDivg	n.n.1	0	ENSCAFG00845025354	ENSCAFG00845026192	lncgDivg	1.1.1	472
ENSMUSG00000052595	ENSMUSG00000118366	lncgSS.dw	1.1.1	1089	ENSCAFG00845028778	ENSCAFG00845028836	lncgSS.dw	1.1.1	1245
ENSMUSG00000053141	ENSMUSG00000100943	lincSS.dw	1.1.1	7978	ENSCAFG00845011487	ENSCAFG00845011168	lincSS.dw	1.1.1	39576
ENSMUSG00000053141	ENSMUSG00000100943	lincSS.dw	1.1.1	7978	ENSCAFG00845011487	ENSCAFG00845011159	lincSS.dw	1.1.1	82356
ENSMUSG00000053465	ENSMUSG00000100274	lncgSS.dw	1.1.1	0	ENSCAFG00845010209	ENSCAFG00845010226	lncgSS.dw	1.1.1	2483
ENSMUSG00000053465	ENSMUSG00000115639	lncgSS.dw	1.1.1	0	ENSCAFG00845010209	ENSCAFG00845010226	lncgSS.dw	1.1.1	2483
ENSMUSG00000053950	ENSMUSG00000118373	lincSS.up	1.1.1	6439	ENSCAFG00845000021	ENSCAFG00845000022	lincSS.up	1.1.1	13715
ENSMUSG00000054074	ENSMUSG00000085319	lncgConv	1.1.1	1043	ENSCAFG00845008698	ENSCAFG00845008731	lncgConv	1.1.1	179
ENSMUSG00000054074	ENSMUSG00000054057	lncgSS.dw	n.1.1	11805	ENSCAFG00845008698	ENSCAFG00845008721	lncgSS.dw	1.1.1	176
ENSMUSG00000054469	ENSMUSG00000117292	lincSS.dw	n.1.1	7618	ENSCAFG00845011833	ENSCAFG00845011860	lincSS.dw	n.n.n	20069
ENSMUSG00000054720	ENSMUSG00000120245	lincSS.dw	1.1.1	38319	ENSCAFG00845017546	ENSCAFG00845017486	lincSS.dw	n.n.n	84801
ENSMUSG00000055013	ENSMUSG00000101662	lncgSS.dw	1.1.1	0	ENSCAFG00845026357	ENSCAFG00845027402	lncgSS.dw	1.1.1	2000
ENSMUSG00000055194	ENSMUSG00000114824	lincDivg	1.1.1	25582	ENSCAFG00845029066	ENSCAFG00845029078	lincDivg	1.1.1	90377
ENSMUSG00000055204	ENSMUSG00000054945	lncgDivg	n.1.1	43	ENSCAFG00845012434	ENSCAFG00845005652	lncgDivg	1.1.1	1435
ENSMUSG00000055435	ENSMUSG00000110592	lincConv	1.1.1	87790	ENSCAFG00845021165	ENSCAFG00845021356	lincConv	1.1.1	45425
ENSMUSG00000055435	ENSMUSG00000110592	lincConv	1.1.1	87790	ENSCAFG00845021165	ENSCAFG00845021337	lincConv	1.1.1	26326
ENSMUSG00000055435	ENSMUSG00000110592	lincConv	1.1.1	87790	ENSCAFG00845021165	ENSCAFG00845021260	lincConv	1.1.1	5106
ENSMUSG00000055435	ENSMUSG00000110592	lincConv	1.1.1	87790	ENSCAFG00845021165	ENSCAFG00845021365	lincConv	1.1.1	83124
ENSMUSG00000055435	ENSMUSG00000110592	lincConv	1.1.1	87790	ENSCAFG00845021165	ENSCAFG00845021391	lincConv	1.1.1	96412
ENSMUSG00000055447	ENSMUSG00000120744	lncgSS.dw	1.1.1	0	ENSCAFG00845024257	ENSCAFG00845024063	lncgSS.dw	1.1.1	3301
ENSMUSG00000055717	ENSMUSG00000089707	lncgDivg	1.1.1	0	ENSCAFG00845027605	ENSCAFG00845027482	lncgDivg	1.1.1	1508
ENSMUSG00000055761	ENSMUSG00000086017	lncgDivg	1.1.1	0	ENSCAFG00845029711	ENSCAFG00845029682	lncgDivg	1.1.1	455
ENSMUSG00000055963	ENSMUSG00000086227	lincSS.dw	1.1.1	92587	ENSCAFG00845021945	ENSCAFG00845021889	lincSS.dw	1.1.1	79449
ENSMUSG00000056153	ENSMUSG00000118352	lincConv	1.1.1	6417	ENSCAFG00845001189	ENSCAFG00845001172	lincConv	1.1.1	18107
ENSMUSG00000056155	ENSMUSG00000120667	lincDivg	1.1.1	12193	ENSCAFG00845026758	ENSCAFG00845026817	lincDivg	1.1.1	6692
ENSMUSG00000056260	ENSMUSG00000120716	lncgDivg	1.1.1	68	ENSCAFG00845001755	ENSCAFG00845001745	lncgDivg	1.1.1	129
ENSMUSG00000056602	ENSMUSG00000106738	lncgConv	n.1.1	1994	ENSCAFG00845016949	ENSCAFG00845015730	lncgConv	1.1.1	1688
ENSMUSG00000056608	ENSMUSG00000110166	lncgDivg	1.1.1	0	ENSCAFG00845003529	ENSCAFG00845003649	lncgDivg	1.1.1	2055
ENSMUSG00000056812	ENSMUSG00000086128	lncgConv	n.n.1	0	ENSCAFG00845001921	ENSCAFG00845001910	lncgConv	1.1.1	781
ENSMUSG00000057230	ENSMUSG00000107688	lncgSS.dw	1.1.1	0	ENSCAFG00845025681	ENSCAFG00845025557	lncgSS.dw	1.1.1	560
ENSMUSG00000057234	ENSMUSG00000087544	lincConv	1.1.1	66853	ENSCAFG00845018354	ENSCAFG00845018649	lincConv	1.1.1	73263
ENSMUSG00000057234	ENSMUSG00000087544	lincConv	1.1.1	66853	ENSCAFG00845018354	ENSCAFG00845018665	lincConv	1.1.1	88364
ENSMUSG00000057286	ENSMUSG00000020812	lncgConv	n.n.1	0	ENSCAFG00845016971	ENSCAFG00845017031	lncgConv	1.1.1	1464
ENSMUSG00000057469	ENSMUSG00000114018	lincConv	n.1.1	5139	ENSCAFG00845028092	ENSCAFG00845028042	lincConv	1.1.1	19427
ENSMUSG00000057469	ENSMUSG00000114018	lincConv	n.1.1	5139	ENSCAFG00845028092	ENSCAFG00845028027	lincConv	1.1.1	26040
ENSMUSG00000057716	ENSMUSG00000097563	lncgSS.dw	1.1.1	0	ENSCAFG00845031029	ENSCAFG00845031024	lncgSS.dw	1.1.1	3
ENSMUSG00000058881	ENSMUSG00000097738	lincSS.up	n.1.1	40059	ENSCAFG00845000590	ENSCAFG00845000562	lincSS.up	1.1.1	16973
ENSMUSG00000058881	ENSMUSG00000118339	lncgDivg	n.1.1	0	ENSCAFG00845000590	ENSCAFG00845000571	lncgDivg	1.1.1	575
ENSMUSG00000058881	ENSMUSG00000118339	lncgDivg	n.1.1	0	ENSCAFG00845000590	ENSCAFG00845000566	lncgDivg	1.1.1	3911
ENSMUSG00000059005	ENSMUSG00000121212	lincSS.up	n.1.1	24484	ENSCAFG00845019864	ENSCAFG00845019631	lincSS.up	1.1.1	97293
ENSMUSG00000059005	ENSMUSG00000121212	lincSS.up	n.1.1	24484	ENSCAFG00845019864	ENSCAFG00845019779	lincSS.up	1.1.1	70184
ENSMUSG00000059060	ENSMUSG00000120447	lincSS.dw	1.1.1	76598	ENSCAFG00845003641	ENSCAFG00845003665	lincSS.dw	1.1.1	40323
ENSMUSG00000061175	ENSMUSG00000068957	lncgDivg	1.1.1	396	ENSCAFG00845011970	ENSCAFG00845011913	lncgDivg	n.1.1	587
ENSMUSG00000061175	ENSMUSG00000089746	lncgSS.up	1.1.1	0	ENSCAFG00845011970	ENSCAFG00845011921	lncgSS.up	1.1.1	3054
ENSMUSG00000061306	ENSMUSG00000120866	lincDivg	1.1.1	13407	ENSCAFG00845010883	ENSCAFG00845010842	lincDivg	1.1.1	34810
ENSMUSG00000061306	ENSMUSG00000120866	lincDivg	1.1.1	13407	ENSCAFG00845010883	ENSCAFG00845010820	lincDivg	1.1.1	39093
ENSMUSG00000061306	ENSMUSG00000075389	lincSS.up	n.1.1	34054	ENSCAFG00845010883	ENSCAFG00845010832	lincSS.up	1.1.1	33738
ENSMUSG00000061533	ENSMUSG00000113747	lincConv	1.1.1	26974	ENSCAFG00845008464	ENSCAFG00845008335	lincConv	1.1.1	13820
ENSMUSG00000061898	ENSMUSG00000104529	lincSS.dw	n.1.1	6435	ENSCAFG00845012858	ENSCAFG00845013133	lincSS.dw	1.1.1	5797
ENSMUSG00000063446	ENSMUSG00000084787	lincSS.up	1.1.1	96036	ENSCAFG00845009012	ENSCAFG00845008991	lincSS.up	1.1.1	23736
ENSMUSG00000063632	ENSMUSG00000120751	lncgDivg	1.1.1	304	ENSCAFG00845022195	ENSCAFG00845022159	lncgDivg	n.1.1	11033
ENSMUSG00000064115	ENSMUSG00000092599	lncgDivg	1.1.1	0	ENSCAFG00845026392	ENSCAFG00845019009	lncgDivg	1.1.1	46
ENSMUSG00000064115	ENSMUSG00000045178	lncgDivg	n.1.1	0	ENSCAFG00845026392	ENSCAFG00845019009	lncgDivg	1.1.1	46
ENSMUSG00000064210	ENSMUSG00000115522	lncgDivg	1.1.1	0	ENSCAFG00845028362	ENSCAFG00845028615	lncgDivg	n.n.n	1108
ENSMUSG00000064210	ENSMUSG00000078648	lncgDivg	1.1.1	0	ENSCAFG00845028362	ENSCAFG00845028615	lncgDivg	n.n.n	1108
ENSMUSG00000064210	ENSMUSG00000097643	lncgDivg	1.1.1	0	ENSCAFG00845028362	ENSCAFG00845028615	lncgDivg	n.n.n	1108
ENSMUSG00000066456	ENSMUSG00000098747	lincSS.up	n.1.1	93787	ENSCAFG00845008994	ENSCAFG00845009075	lincSS.up	1.1.1	5786
ENSMUSG00000066456	ENSMUSG00000098747	lincSS.up	n.1.1	93787	ENSCAFG00845008994	ENSCAFG00845009084	lincSS.up	1.1.1	41473
ENSMUSG00000067787	ENSMUSG00000087445	lincSS.dw	1.1.1	10893	ENSCAFG00845028425	ENSCAFG00845028402	lincSS.dw	1.1.1	17692
ENSMUSG00000068798	ENSMUSG00000104835	lincDivg	n.1.1	14190	ENSCAFG00845008254	ENSCAFG00845008321	lincDivg	n.1.1	18042
ENSMUSG00000069171	ENSMUSG00000087143	lncgDivg	n.n.1	0	ENSCAFG00845015564	ENSCAFG00845015649	lncgDivg	n.1.1	3719
ENSMUSG00000071076	ENSMUSG00000080058	lncgDivg	n.1.1	0	ENSCAFG00845022784	ENSCAFG00845022760	lncgDivg	1.1.1	4260
ENSMUSG00000075028	ENSMUSG00000087559	lincSS.up	1.1.1	39775	ENSCAFG00845029718	ENSCAFG00845005873	lincSS.up	1.1.1	28403
ENSMUSG00000075028	ENSMUSG00000075027	lncgDivg	n.1.1	0	ENSCAFG00845029718	ENSCAFG00845005862	lncgDivg	1.1.1	1574
ENSMUSG00000075054	ENSMUSG00000113030	lncgSS.dw	1.1.1	0	ENSCAFG00845019598	ENSCAFG00845019577	lncgSS.dw	1.1.1	62
ENSMUSG00000075224	ENSMUSG00000085025	lincDivg	1.1.1	36478	ENSCAFG00845022276	ENSCAFG00845022291	lincDivg	1.1.1	5024
ENSMUSG00000075224	ENSMUSG00000085135	lncgConv	n.n.1	0	ENSCAFG00845022276	ENSCAFG00845022254	lncgConv	1.1.1	562
ENSMUSG00000075327	ENSMUSG00000095123	lncgDivg	1.1.1	3479	ENSCAFG00845021289	ENSCAFG00845000003	lncgDivg	1.1.1	3051
ENSMUSG00000076431	ENSMUSG00000086363	lincDivg	n.1.1	60545	ENSCAFG00845017149	ENSCAFG00845017101	lincDivg	1.1.1	57335
ENSMUSG00000076431	ENSMUSG00000086363	lincDivg	n.1.1	60545	ENSCAFG00845017149	ENSCAFG00845017123	lincDivg	1.1.1	35692
ENSMUSG00000078591	ENSMUSG00000085892	lincConv	1.1.1	77552	ENSCAFG00845004500	ENSCAFG00845004462	lincConv	1.1.1	93361
ENSMUSG00000078591	ENSMUSG00000085892	lincConv	1.1.1	77552	ENSCAFG00845004500	ENSCAFG00845004493	lincConv	1.1.1	14605
ENSMUSG00000078591	ENSMUSG00000085892	lincConv	1.1.1	77552	ENSCAFG00845004500	ENSCAFG00845004486	lincConv	1.1.1	20880
ENSMUSG00000078591	ENSMUSG00000085892	lincConv	1.1.1	77552	ENSCAFG00845004500	ENSCAFG00845004470	lincConv	1.1.1	74577
ENSMUSG00000078671	ENSMUSG00000108311	lincDivg	1.1.1	88787	ENSCAFG00845002446	ENSCAFG00845002719	lincDivg	1.1.1	35318
ENSMUSG00000078671	ENSMUSG00000108311	lincDivg	1.1.1	88787	ENSCAFG00845002446	ENSCAFG00845002714	lincDivg	1.1.1	15730
ENSMUSG00000078671	ENSMUSG00000108311	lincDivg	1.1.1	88787	ENSCAFG00845002446	ENSCAFG00845002709	lincDivg	1.1.1	5818
ENSMUSG00000078671	ENSMUSG00000120135	lincDivg	1.1.1	16976	ENSCAFG00845002446	ENSCAFG00845002719	lincDivg	1.1.1	35318
ENSMUSG00000078671	ENSMUSG00000120135	lincDivg	1.1.1	16976	ENSCAFG00845002446	ENSCAFG00845002714	lincDivg	1.1.1	15730
ENSMUSG00000078671	ENSMUSG00000120135	lincDivg	1.1.1	16976	ENSCAFG00845002446	ENSCAFG00845002709	lincDivg	1.1.1	5818
ENSMUSG00000078671	ENSMUSG00000108724	lincDivg	n.1.1	67118	ENSCAFG00845002446	ENSCAFG00845002719	lincDivg	1.1.1	35318
ENSMUSG00000078671	ENSMUSG00000108724	lincDivg	n.1.1	67118	ENSCAFG00845002446	ENSCAFG00845002714	lincDivg	1.1.1	15730
ENSMUSG00000078671	ENSMUSG00000108724	lincDivg	n.1.1	67118	ENSCAFG00845002446	ENSCAFG00845002709	lincDivg	1.1.1	5818
ENSMUSG00000079184	ENSMUSG00000097743	lncgConv	n.1.1	0	ENSCAFG00845024005	ENSCAFG00845023964	lncgConv	1.1.1	4198
ENSMUSG00000085795	ENSMUSG00000100335	lincDivg	n.1.1	92945	ENSCAFG00845013831	ENSCAFG00845013845	lincDivg	n.1.1	40630
ENSMUSG00000089911	ENSMUSG00000105339	lncgDivg	1.1.1	0	ENSCAFG00845013447	ENSCAFG00845013466	lncgDivg	1.1.1	2205
ENSMUSG00000090112	ENSMUSG00000090070	lncgDivg	1.1.1	0	ENSCAFG00845013379	ENSCAFG00845013621	lncgDivg	n.1.1	376
ENSMUSG00000090125	ENSMUSG00000098760	lncgDivg	1.1.1	0	ENSCAFG00845030221	ENSCAFG00845030208	lncgDivg	n.1.1	62912
ENSMUSG00000098923	ENSMUSG00000098447	lncgDivg	1.1.1	0	ENSCAFG00845027210	ENSCAFG00845027194	lncgDivg	1.1.1	3410
ENSMUSG00000102692	ENSMUSG00000103459	lincSS.dw	1.1.1	46193	ENSCAFG00845009547	ENSCAFG00845009507	lincSS.dw	1.1.1	5715
ENSMUSG00000104445	ENSMUSG00000097156	lincConv	n.1.1	12913	ENSCAFG00845009336	ENSCAFG00845009096	lincConv	n.1.1	14671
