PCG.Canis_lupus_familiaris	lncRNA.Canis_lupus_familiaris	conf.Canis_lupus_familiaris	class.Canis_lupus_familiaris	distance.Canis_lupus_familiaris	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSCAFG00845017152	ENSCAFG00845017845	lncgDivg	1.1.1	960	ENSG00000002746	ENSG00000228680	lncgDivg	n.1.1	0
ENSCAFG00845017152	ENSCAFG00845017845	lncgDivg	1.1.1	960	ENSG00000002746	ENSG00000231638	lncgDivg	1.1.1	0
ENSCAFG00845017152	ENSCAFG00845011911	lncgSS.dw	1.1.1	209	ENSG00000002746	ENSG00000181211	lncgSS.dw	1.1.1	0
ENSCAFG00845017182	ENSCAFG00845017236	lncgDivg	n.1.1	1188	ENSG00000164107	ENSG00000237125	lncgDivg	n.n.1	0
ENSCAFG00845017204	ENSCAFG00845017150	lncgDivg	1.1.1	125	ENSG00000161544	ENSG00000267543	lncgDivg	1.1.1	0
ENSCAFG00845017212	ENSCAFG00845017322	lincDivg	n.1.1	49573	ENSG00000130700	ENSG00000289548	lincDivg	n.1.1	57962
ENSCAFG00845017212	ENSCAFG00845017277	lincDivg	1.1.1	11655	ENSG00000130700	ENSG00000289548	lincDivg	n.1.1	57962
ENSCAFG00845017212	ENSCAFG00845017300	lincSS.up	1.1.1	35648	ENSG00000130700	ENSG00000260542	lincSS.up	1.1.1	37914
ENSCAFG00845017212	ENSCAFG00845017300	lincSS.up	1.1.1	35648	ENSG00000130700	ENSG00000174403	lincSS.up	n.1.1	68170
ENSCAFG00845017212	ENSCAFG00845017290	lincSS.up	1.1.1	23514	ENSG00000130700	ENSG00000260542	lincSS.up	1.1.1	37914
ENSCAFG00845017212	ENSCAFG00845017290	lincSS.up	1.1.1	23514	ENSG00000130700	ENSG00000174403	lincSS.up	n.1.1	68170
ENSCAFG00845017212	ENSCAFG00845017267	lncgDivg	1.1.1	2445	ENSG00000130700	ENSG00000272050	lncgDivg	1.1.1	1875
ENSCAFG00845017289	ENSCAFG00845017881	lincConv	1.1.1	23726	ENSG00000081189	ENSG00000250555	lincConv	1.1.1	24258
ENSCAFG00845017289	ENSCAFG00845017881	lincConv	1.1.1	23726	ENSG00000081189	ENSG00000245864	lincConv	n.n.1	0
ENSCAFG00845017289	ENSCAFG00845017881	lincConv	1.1.1	23726	ENSG00000081189	ENSG00000289008	lincConv	1.1.1	30958
ENSCAFG00845017289	ENSCAFG00845018016	lincConv	1.1.1	56847	ENSG00000081189	ENSG00000250555	lincConv	1.1.1	24258
ENSCAFG00845017289	ENSCAFG00845018016	lincConv	1.1.1	56847	ENSG00000081189	ENSG00000245864	lincConv	n.n.1	0
ENSCAFG00845017289	ENSCAFG00845018016	lincConv	1.1.1	56847	ENSG00000081189	ENSG00000289008	lincConv	1.1.1	30958
ENSCAFG00845017289	ENSCAFG00845017914	lincSS.dw	n.1.1	31504	ENSG00000081189	ENSG00000250377	lincSS.dw	n.1.1	22076
ENSCAFG00845017289	ENSCAFG00845017914	lincSS.dw	n.1.1	31504	ENSG00000081189	ENSG00000245526	lincSS.dw	n.1.1	26060
ENSCAFG00845017310	ENSCAFG00845017339	lncgDivg	1.1.1	155	ENSG00000138495	ENSG00000286584	lncgDivg	n.n.1	0
ENSCAFG00845017338	ENSCAFG00845027088	lncgConv	1.1.1	2988	ENSG00000164070	ENSG00000261668	lncgConv	1.1.1	0
ENSCAFG00845017414	ENSCAFG00845017328	lncgDivg	n.1.1	1630	ENSG00000264364	ENSG00000266290	lncgDivg	1.1.1	215
ENSCAFG00845017528	ENSCAFG00845017452	lincDivg	1.1.1	6227	ENSG00000101187	ENSG00000232121	lincDivg	1.1.1	6999
ENSCAFG00845017528	ENSCAFG00845017452	lincDivg	1.1.1	6227	ENSG00000101187	ENSG00000273812	lincDivg	n.1.1	39148
ENSCAFG00845017528	ENSCAFG00845017408	lincDivg	1.1.1	46643	ENSG00000101187	ENSG00000232121	lincDivg	1.1.1	6999
ENSCAFG00845017528	ENSCAFG00845017408	lincDivg	1.1.1	46643	ENSG00000101187	ENSG00000273812	lincDivg	n.1.1	39148
ENSCAFG00845017528	ENSCAFG00845017427	lincDivg	1.1.1	17109	ENSG00000101187	ENSG00000232121	lincDivg	1.1.1	6999
ENSCAFG00845017528	ENSCAFG00845017427	lincDivg	1.1.1	17109	ENSG00000101187	ENSG00000273812	lincDivg	n.1.1	39148
ENSCAFG00845017528	ENSCAFG00845017394	lincSS.up	1.1.1	46643	ENSG00000101187	ENSG00000289634	lincSS.up	1.1.1	38114
ENSCAFG00845017528	ENSCAFG00845017394	lincSS.up	1.1.1	46643	ENSG00000101187	ENSG00000174407	lincSS.up	n.1.1	71736
ENSCAFG00845017528	ENSCAFG00845017394	lincSS.up	1.1.1	46643	ENSG00000101187	ENSG00000229882	lincSS.up	1.1.1	6641
ENSCAFG00845017528	ENSCAFG00845017394	lincSS.up	1.1.1	46643	ENSG00000101187	ENSG00000264490	lincSS.up	1.1.1	64996
ENSCAFG00845017528	ENSCAFG00845017436	lincSS.up	1.1.1	16922	ENSG00000101187	ENSG00000289634	lincSS.up	1.1.1	38114
ENSCAFG00845017528	ENSCAFG00845017436	lincSS.up	1.1.1	16922	ENSG00000101187	ENSG00000174407	lincSS.up	n.1.1	71736
ENSCAFG00845017528	ENSCAFG00845017436	lincSS.up	1.1.1	16922	ENSG00000101187	ENSG00000229882	lincSS.up	1.1.1	6641
ENSCAFG00845017528	ENSCAFG00845017436	lincSS.up	1.1.1	16922	ENSG00000101187	ENSG00000264490	lincSS.up	1.1.1	64996
ENSCAFG00845017528	ENSCAFG00845017477	lincSS.up	1.1.1	6368	ENSG00000101187	ENSG00000289634	lincSS.up	1.1.1	38114
ENSCAFG00845017528	ENSCAFG00845017477	lincSS.up	1.1.1	6368	ENSG00000101187	ENSG00000174407	lincSS.up	n.1.1	71736
ENSCAFG00845017528	ENSCAFG00845017477	lincSS.up	1.1.1	6368	ENSG00000101187	ENSG00000229882	lincSS.up	1.1.1	6641
ENSCAFG00845017528	ENSCAFG00845017477	lincSS.up	1.1.1	6368	ENSG00000101187	ENSG00000264490	lincSS.up	1.1.1	64996
ENSCAFG00845017572	ENSCAFG00845017601	lncgDivg	n.n.n	2911	ENSG00000255690	ENSG00000228421	lncgDivg	1.1.1	0
ENSCAFG00845017640	ENSCAFG00845018189	lincSS.up	1.1.1	16594	ENSG00000010810	ENSG00000227012	lincSS.up	n.1.1	26853
ENSCAFG00845017640	ENSCAFG00845018143	lincSS.up	1.1.1	6825	ENSG00000010810	ENSG00000227012	lincSS.up	n.1.1	26853
ENSCAFG00845017640	ENSCAFG00845018124	lncgDivg	1.1.1	1495	ENSG00000010810	ENSG00000289256	lncgDivg	n.1.1	136
ENSCAFG00845017674	ENSCAFG00845017649	lncgDivg	1.1.1	3925	ENSG00000152784	ENSG00000248719	lncgDivg	n.n.1	0
ENSCAFG00845017702	ENSCAFG00845017730	lincConv	1.1.1	7067	ENSG00000101188	ENSG00000228705	lincConv	n.1.1	10209
ENSCAFG00845017757	ENSCAFG00845017480	lncgDivg	1.1.1	3431	ENSG00000133816	ENSG00000254680	lncgDivg	1.1.1	0
ENSCAFG00845017782	ENSCAFG00845017753	lincSS.dw	1.1.1	7673	ENSG00000164117	ENSG00000248174	lincSS.dw	n.1.1	16260
ENSCAFG00845017782	ENSCAFG00845017753	lincSS.dw	1.1.1	7673	ENSG00000164117	ENSG00000250957	lincSS.dw	1.1.1	82021
ENSCAFG00845017782	ENSCAFG00845017753	lincSS.dw	1.1.1	7673	ENSG00000164117	ENSG00000251213	lincSS.dw	1.1.1	67745
ENSCAFG00845017782	ENSCAFG00845017753	lincSS.dw	1.1.1	7673	ENSG00000164117	ENSG00000289179	lincSS.dw	1.1.1	22184
ENSCAFG00845017782	ENSCAFG00845017740	lincSS.dw	1.1.1	39644	ENSG00000164117	ENSG00000248174	lincSS.dw	n.1.1	16260
ENSCAFG00845017782	ENSCAFG00845017740	lincSS.dw	1.1.1	39644	ENSG00000164117	ENSG00000250957	lincSS.dw	1.1.1	82021
ENSCAFG00845017782	ENSCAFG00845017740	lincSS.dw	1.1.1	39644	ENSG00000164117	ENSG00000251213	lincSS.dw	1.1.1	67745
ENSCAFG00845017782	ENSCAFG00845017740	lincSS.dw	1.1.1	39644	ENSG00000164117	ENSG00000289179	lincSS.dw	1.1.1	22184
ENSCAFG00845017785	ENSCAFG00845017712	lincSS.dw	1.1.1	22849	ENSG00000166265	ENSG00000273115	lincSS.dw	1.1.1	5995
ENSCAFG00845017898	ENSCAFG00845018048	lncgDivg	1.1.1	875	ENSG00000137266	ENSG00000272320	lncgDivg	1.1.1	0
ENSCAFG00845017942	ENSCAFG00845018073	lincDivg	1.1.1	25069	ENSG00000113578	ENSG00000261757	lincDivg	1.1.1	5712
ENSCAFG00845017951	ENSCAFG00845017979	lncgConv	1.1.1	2421	ENSG00000186407	ENSG00000261222	lncgConv	n.1.1	2639
ENSCAFG00845018126	ENSCAFG00845018105	lncgConv	1.1.1	1045	ENSG00000185973	ENSG00000224533	lncgConv	n.n.1	0
ENSCAFG00845018126	ENSCAFG00845018105	lncgConv	1.1.1	1045	ENSG00000185973	ENSG00000225393	lncgConv	1.1.1	1965
ENSCAFG00845018131	ENSCAFG00845018054	lncgDivg	1.1.1	1552	ENSG00000164180	ENSG00000247828	lncgDivg	n.n.1	0
ENSCAFG00845018138	ENSCAFG00845018092	lincSS.dw	1.1.1	10958	ENSG00000121871	ENSG00000239205	lincSS.dw	1.1.1	28658
ENSCAFG00845018164	ENSCAFG00845018049	lncgDivg	1.1.1	2251	ENSG00000137872	ENSG00000259360	lncgDivg	1.1.1	0
ENSCAFG00845018164	ENSCAFG00845018049	lncgDivg	1.1.1	2251	ENSG00000137872	ENSG00000259221	lncgDivg	n.1.1	0
ENSCAFG00845018164	ENSCAFG00845018049	lncgDivg	1.1.1	2251	ENSG00000137872	ENSG00000259588	lncgDivg	1.1.1	0
ENSCAFG00845018268	ENSCAFG00845018648	lncgDivg	1.1.1	4603	ENSG00000163430	ENSG00000286735	lncgDivg	1.1.1	0
ENSCAFG00845018313	ENSCAFG00845018186	lncgConv	1.1.1	601	ENSG00000124786	ENSG00000285216	lncgConv	1.1.1	0
ENSCAFG00845018389	ENSCAFG00845018340	lncgDivg	1.1.1	3326	ENSG00000112739	ENSG00000288904	lncgDivg	1.1.1	2495
ENSCAFG00845018389	ENSCAFG00845018340	lncgDivg	1.1.1	3326	ENSG00000112739	ENSG00000230648	lncgDivg	1.1.1	52
ENSCAFG00845018393	ENSCAFG00845018643	lincDivg	n.1.1	30115	ENSG00000109674	ENSG00000249008	lincDivg	1.1.1	61101
ENSCAFG00845018393	ENSCAFG00845018643	lincDivg	n.1.1	30115	ENSG00000109674	ENSG00000287544	lincDivg	n.1.1	8621
ENSCAFG00845018393	ENSCAFG00845018676	lincDivg	1.1.1	61386	ENSG00000109674	ENSG00000249008	lincDivg	1.1.1	61101
ENSCAFG00845018393	ENSCAFG00845018676	lincDivg	1.1.1	61386	ENSG00000109674	ENSG00000287544	lincDivg	n.1.1	8621
ENSCAFG00845018483	ENSCAFG00845018451	lncgDivg	1.1.1	50	ENSG00000151743	ENSG00000276900	lncgDivg	1.1.1	0
ENSCAFG00845018562	ENSCAFG00845018453	lncgSS.dw	1.1.1	608	ENSG00000183853	ENSG00000226520	lncgSS.dw	1.1.1	0
ENSCAFG00845018632	ENSCAFG00845018607	lncgSS.up	1.1.1	1690	ENSG00000122641	ENSG00000289403	lncgSS.up	1.1.1	2152
ENSCAFG00845018674	ENSCAFG00845018911	lncgConv	1.1.1	2263	ENSG00000032219	ENSG00000258658	lncgConv	1.1.1	0
ENSCAFG00845018726	ENSCAFG00845018914	lncgSS.dw	1.1.1	3213	ENSG00000204256	ENSG00000223837	lncgSS.dw	1.1.1	0
ENSCAFG00845018800	ENSCAFG00845018706	lincSS.up	1.1.1	90486	ENSG00000150630	ENSG00000249458	lincSS.up	1.1.1	73692
ENSCAFG00845018800	ENSCAFG00845018756	lincSS.up	1.1.1	65442	ENSG00000150630	ENSG00000249458	lincSS.up	1.1.1	73692
ENSCAFG00845018800	ENSCAFG00845018769	lincSS.up	1.1.1	27502	ENSG00000150630	ENSG00000249458	lincSS.up	1.1.1	73692
ENSCAFG00845018800	ENSCAFG00845018780	lincSS.up	1.1.1	19829	ENSG00000150630	ENSG00000249458	lincSS.up	1.1.1	73692
ENSCAFG00845018879	ENSCAFG00845018844	lncgDivg	1.1.1	1307	ENSG00000179528	ENSG00000272183	lncgDivg	1.1.1	0
ENSCAFG00845018942	ENSCAFG00845019122	lincConv	n.1.1	16263	ENSG00000149212	ENSG00000245552	lincConv	n.n.1	0
ENSCAFG00845018962	ENSCAFG00845020629	lncgDivg	1.1.1	2943	ENSG00000112769	ENSG00000237234	lncgDivg	n.n.1	0
ENSCAFG00845018962	ENSCAFG00845020639	lncgSS.up	1.1.1	2959	ENSG00000112769	ENSG00000270661	lncgSS.up	1.1.1	0
ENSCAFG00845018962	ENSCAFG00845020639	lncgSS.up	1.1.1	2959	ENSG00000112769	ENSG00000271208	lncgSS.up	1.1.1	0
ENSCAFG00845018997	ENSCAFG00845018871	lncgConv	1.1.1	3592	ENSG00000196700	ENSG00000280213	lncgConv	1.1.1	0
ENSCAFG00845019042	ENSCAFG00845018950	lincSS.dw	n.n.n	58017	ENSG00000164056	ENSG00000249125	lincSS.dw	n.1.1	86482
ENSCAFG00845019195	ENSCAFG00845019142	lincSS.dw	1.1.1	6635	ENSG00000128607	ENSG00000229196	lincSS.dw	n.1.1	6002
ENSCAFG00845019243	ENSCAFG00845019165	lincSS.up	1.1.1	5319	ENSG00000187634	ENSG00000228794	lincSS.up	n.1.1	64477
ENSCAFG00845019243	ENSCAFG00845019165	lincSS.up	1.1.1	5319	ENSG00000187634	ENSG00000241180	lincSS.up	1.1.1	8952
ENSCAFG00845019243	ENSCAFG00845019165	lincSS.up	1.1.1	5319	ENSG00000187634	ENSG00000272438	lincSS.up	1.1.1	7947
ENSCAFG00845019243	ENSCAFG00845019165	lincSS.up	1.1.1	5319	ENSG00000187634	ENSG00000288531	lincSS.up	n.1.1	55721
ENSCAFG00845019243	ENSCAFG00845019165	lincSS.up	1.1.1	5319	ENSG00000187634	ENSG00000230699	lincSS.up	1.1.1	8975
ENSCAFG00845019243	ENSCAFG00845019155	lincSS.up	1.1.1	17216	ENSG00000187634	ENSG00000228794	lincSS.up	n.1.1	64477
ENSCAFG00845019243	ENSCAFG00845019155	lincSS.up	1.1.1	17216	ENSG00000187634	ENSG00000241180	lincSS.up	1.1.1	8952
ENSCAFG00845019243	ENSCAFG00845019155	lincSS.up	1.1.1	17216	ENSG00000187634	ENSG00000272438	lincSS.up	1.1.1	7947
ENSCAFG00845019243	ENSCAFG00845019155	lincSS.up	1.1.1	17216	ENSG00000187634	ENSG00000288531	lincSS.up	n.1.1	55721
ENSCAFG00845019243	ENSCAFG00845019155	lincSS.up	1.1.1	17216	ENSG00000187634	ENSG00000230699	lincSS.up	1.1.1	8975
ENSCAFG00845019243	ENSCAFG00845019136	lincSS.up	1.1.1	28497	ENSG00000187634	ENSG00000228794	lincSS.up	n.1.1	64477
ENSCAFG00845019243	ENSCAFG00845019136	lincSS.up	1.1.1	28497	ENSG00000187634	ENSG00000241180	lincSS.up	1.1.1	8952
ENSCAFG00845019243	ENSCAFG00845019136	lincSS.up	1.1.1	28497	ENSG00000187634	ENSG00000272438	lincSS.up	1.1.1	7947
ENSCAFG00845019243	ENSCAFG00845019136	lincSS.up	1.1.1	28497	ENSG00000187634	ENSG00000288531	lincSS.up	n.1.1	55721
ENSCAFG00845019243	ENSCAFG00845019136	lincSS.up	1.1.1	28497	ENSG00000187634	ENSG00000230699	lincSS.up	1.1.1	8975
ENSCAFG00845019258	ENSCAFG00845019338	lincSS.up	1.1.1	15734	ENSG00000136574	ENSG00000286985	lincSS.up	n.1.1	27626
ENSCAFG00845019341	ENSCAFG00845019997	lincSS.up	1.1.1	5044	ENSG00000139734	ENSG00000227336	lincSS.up	1.1.1	50424
ENSCAFG00845019341	ENSCAFG00845019981	lncgDivg	1.1.1	21	ENSG00000139734	ENSG00000227528	lncgDivg	n.n.1	0
ENSCAFG00845019341	ENSCAFG00845019981	lncgDivg	1.1.1	21	ENSG00000139734	ENSG00000223815	lncgDivg	1.1.1	0
ENSCAFG00845019378	ENSCAFG00845019366	lncgDivg	1.1.1	922	ENSG00000183775	ENSG00000285605	lncgDivg	1.1.1	0
ENSCAFG00845019378	ENSCAFG00845019325	lncgDivg	n.1.1	1983	ENSG00000183775	ENSG00000285605	lncgDivg	1.1.1	0
ENSCAFG00845019379	ENSCAFG00845019635	lncgConv	1.1.1	2129	ENSG00000091732	ENSG00000244036	lncgConv	n.1.1	0
ENSCAFG00845019416	ENSCAFG00845019467	lncgDivg	1.1.1	628	ENSG00000153936	ENSG00000267734	lncgDivg	1.1.1	0
ENSCAFG00845019423	ENSCAFG00845019344	lncgDivg	1.1.1	4853	ENSG00000114812	ENSG00000232354	lncgDivg	n.n.1	0
ENSCAFG00845019541	ENSCAFG00845019632	lncgDivg	1.1.1	128	ENSG00000160223	ENSG00000278158	lncgDivg	1.1.1	129
ENSCAFG00845019687	ENSCAFG00845019732	lincDivg	1.1.1	18491	ENSG00000163171	ENSG00000236572	lincDivg	1.1.1	5865
ENSCAFG00845019687	ENSCAFG00845019713	lincDivg	1.1.1	6907	ENSG00000163171	ENSG00000236572	lincDivg	1.1.1	5865
ENSCAFG00845019687	ENSCAFG00845019722	lincDivg	1.1.1	14516	ENSG00000163171	ENSG00000236572	lincDivg	1.1.1	5865
ENSCAFG00845019714	ENSCAFG00845019682	lncgDivg	n.1.1	441	ENSG00000184897	ENSG00000206417	lncgDivg	n.n.1	0
ENSCAFG00845019761	ENSCAFG00845019994	lincSS.up	n.1.1	9627	ENSG00000011465	ENSG00000289605	lincSS.up	1.1.1	93024
ENSCAFG00845019777	ENSCAFG00845019690	lincSS.dw	n.1.1	59389	ENSG00000030419	ENSG00000286965	lincSS.dw	1.1.1	62171
ENSCAFG00845019784	ENSCAFG00845019808	lncgSS.dw	1.1.1	43	ENSG00000143878	ENSG00000228950	lncgSS.dw	1.1.1	1602
ENSCAFG00845019949	ENSCAFG00845019973	lncgSS.dw	1.1.1	3986	ENSG00000102401	ENSG00000261101	lncgSS.dw	1.1.1	25
ENSCAFG00845020015	ENSCAFG00845020194	lincConv	1.1.1	48153	ENSG00000181467	ENSG00000290079	lincConv	1.1.1	50422
ENSCAFG00845020015	ENSCAFG00845019998	lncgSS.up	1.1.1	1922	ENSG00000181467	ENSG00000289885	lncgSS.up	1.1.1	190
ENSCAFG00845020028	ENSCAFG00845020262	lincDivg	1.1.1	11882	ENSG00000144191	ENSG00000222000	lincDivg	n.n.1	0
ENSCAFG00845020064	ENSCAFG00845020310	lncgDivg	1.1.1	3	ENSG00000111300	ENSG00000258323	lncgDivg	1.1.1	0
ENSCAFG00845020068	ENSCAFG00845020033	lncgDivg	n.1.1	162	ENSG00000144451	ENSG00000196096	lncgDivg	1.1.1	184
ENSCAFG00845020085	ENSCAFG00845020052	lincConv	1.1.1	55277	ENSG00000011198	ENSG00000235886	lincConv	1.1.1	44590
ENSCAFG00845020208	ENSCAFG00845020760	lincSS.up	1.1.1	16774	ENSG00000102189	ENSG00000257322	lincSS.up	n.1.1	74059
ENSCAFG00845020266	ENSCAFG00845020205	lncgDivg	1.1.1	162	ENSG00000128951	ENSG00000259488	lncgDivg	n.1.1	0
ENSCAFG00845020348	ENSCAFG00845020254	lincSS.dw	1.1.1	21568	ENSG00000184571	ENSG00000282012	lincSS.dw	1.1.1	23015
ENSCAFG00845020350	ENSCAFG00845020422	lincSS.up	1.1.1	52313	ENSG00000197329	ENSG00000230923	lincSS.up	n.1.1	40658
ENSCAFG00845020385	ENSCAFG00845020409	lincDivg	1.1.1	33258	ENSG00000125398	ENSG00000228639	lincDivg	n.1.1	62947
ENSCAFG00845020385	ENSCAFG00845020409	lincDivg	1.1.1	33258	ENSG00000125398	ENSG00000234899	lincDivg	n.n.1	0
ENSCAFG00845020385	ENSCAFG00845020450	lincDivg	n.1.1	58087	ENSG00000125398	ENSG00000228639	lincDivg	n.1.1	62947
ENSCAFG00845020385	ENSCAFG00845020450	lincDivg	n.1.1	58087	ENSG00000125398	ENSG00000234899	lincDivg	n.n.1	0
ENSCAFG00845020385	ENSCAFG00845020427	lincDivg	n.1.1	37850	ENSG00000125398	ENSG00000228639	lincDivg	n.1.1	62947
ENSCAFG00845020385	ENSCAFG00845020427	lincDivg	n.1.1	37850	ENSG00000125398	ENSG00000234899	lincDivg	n.n.1	0
ENSCAFG00845020393	ENSCAFG00845020376	lncgConv	1.1.1	1598	ENSG00000213246	ENSG00000265148	lncgConv	n.n.n	0
ENSCAFG00845020438	ENSCAFG00845020563	lincDivg	1.1.1	48313	ENSG00000138061	ENSG00000273006	lincDivg	1.1.1	83446
ENSCAFG00845020438	ENSCAFG00845020477	lncgDivg	1.1.1	163	ENSG00000138061	ENSG00000232973	lncgDivg	n.n.1	0
ENSCAFG00845020438	ENSCAFG00845020426	lncgSS.dw	1.1.1	133	ENSG00000138061	ENSG00000235848	lncgSS.dw	n.n.n	0
ENSCAFG00845020467	ENSCAFG00845020642	lncgDivg	1.1.1	1464	ENSG00000135362	ENSG00000254566	lncgDivg	1.1.1	0
ENSCAFG00845020467	ENSCAFG00845020642	lncgDivg	1.1.1	1464	ENSG00000135362	ENSG00000255060	lncgDivg	1.1.1	0
ENSCAFG00845020596	ENSCAFG00845020505	lincSS.dw	n.n.n	21942	ENSG00000119787	ENSG00000227292	lincSS.dw	1.1.1	54364
ENSCAFG00845020627	ENSCAFG00845020577	lincDivg	n.1.1	8039	ENSG00000109424	ENSG00000287449	lincDivg	1.1.1	8884
ENSCAFG00845020672	ENSCAFG00845020833	lincDivg	n.1.1	24117	ENSG00000111859	ENSG00000233656	lincDivg	n.1.1	34859
ENSCAFG00845020761	ENSCAFG00845020719	lincConv	1.1.1	6545	ENSG00000175894	ENSG00000289857	lincConv	1.1.1	14495
ENSCAFG00845020761	ENSCAFG00845020737	lncgConv	1.1.1	2068	ENSG00000175894	ENSG00000228709	lncgConv	n.1.1	2374
ENSCAFG00845020800	ENSCAFG00845020623	lncgDivg	1.1.1	1211	ENSG00000133687	ENSG00000257456	lncgDivg	1.1.1	0
ENSCAFG00845021019	ENSCAFG00845021070	lincSS.dw	n.n.n	27588	ENSG00000182950	ENSG00000260288	lincSS.dw	n.1.1	10132
ENSCAFG00845021019	ENSCAFG00845021070	lincSS.dw	n.n.n	27588	ENSG00000182950	ENSG00000291009	lincSS.dw	1.1.1	47865
ENSCAFG00845021165	ENSCAFG00845021356	lincConv	1.1.1	45425	ENSG00000178573	ENSG00000261472	lincConv	1.1.1	69550
ENSCAFG00845021165	ENSCAFG00845021337	lincConv	1.1.1	26326	ENSG00000178573	ENSG00000261472	lincConv	1.1.1	69550
ENSCAFG00845021165	ENSCAFG00845021260	lincConv	1.1.1	5106	ENSG00000178573	ENSG00000261472	lincConv	1.1.1	69550
ENSCAFG00845021165	ENSCAFG00845021365	lincConv	1.1.1	83124	ENSG00000178573	ENSG00000261472	lincConv	1.1.1	69550
ENSCAFG00845021165	ENSCAFG00845021391	lincConv	1.1.1	96412	ENSG00000178573	ENSG00000261472	lincConv	1.1.1	69550
ENSCAFG00845021171	ENSCAFG00845021091	lincDivg	n.1.1	6812	ENSG00000095951	ENSG00000225102	lincDivg	1.1.1	7476
ENSCAFG00845021231	ENSCAFG00845021114	lncgDivg	1.1.1	4184	ENSG00000169783	ENSG00000259281	lncgDivg	1.1.1	0
ENSCAFG00845021231	ENSCAFG00845021114	lncgDivg	1.1.1	4184	ENSG00000169783	ENSG00000259213	lncgDivg	n.1.1	0
ENSCAFG00845021231	ENSCAFG00845021114	lncgDivg	1.1.1	4184	ENSG00000169783	ENSG00000259666	lncgDivg	n.1.1	0
ENSCAFG00845021231	ENSCAFG00845021140	lncgDivg	1.1.1	3099	ENSG00000169783	ENSG00000259281	lncgDivg	1.1.1	0
ENSCAFG00845021231	ENSCAFG00845021140	lncgDivg	1.1.1	3099	ENSG00000169783	ENSG00000259213	lncgDivg	n.1.1	0
ENSCAFG00845021231	ENSCAFG00845021140	lncgDivg	1.1.1	3099	ENSG00000169783	ENSG00000259666	lncgDivg	n.1.1	0
ENSCAFG00845021310	ENSCAFG00845021227	lncgSS.dw	1.1.1	2133	ENSG00000172264	ENSG00000289572	lncgSS.dw	1.1.1	0
ENSCAFG00845021310	ENSCAFG00845021227	lncgSS.dw	1.1.1	2133	ENSG00000172264	ENSG00000227927	lncgSS.dw	n.n.1	0
ENSCAFG00845021328	ENSCAFG00845021449	lincSS.dw	n.1.1	16408	ENSG00000169372	ENSG00000271382	lincSS.dw	1.1.1	50201
ENSCAFG00845021815	ENSCAFG00845021699	lncgSS.up	n.1.1	1465	ENSG00000196782	ENSG00000290022	lncgSS.up	1.1.1	0
ENSCAFG00845021885	ENSCAFG00845021920	lincConv	1.1.1	7938	ENSG00000160256	ENSG00000234880	lincConv	n.1.1	12875
ENSCAFG00845021885	ENSCAFG00845021920	lincConv	1.1.1	7938	ENSG00000160256	ENSG00000261706	lincConv	1.1.1	17373
ENSCAFG00845021885	ENSCAFG00845021920	lincConv	1.1.1	7938	ENSG00000160256	ENSG00000275874	lincConv	1.1.1	22219
ENSCAFG00845021885	ENSCAFG00845021848	lncgDivg	n.n.n	1957	ENSG00000160256	ENSG00000183250	lncgDivg	n.1.1	167
ENSCAFG00845021928	ENSCAFG00845023029	lncgSS.up	1.1.1	15	ENSG00000121101	ENSG00000290039	lncgSS.up	1.1.1	0
ENSCAFG00845021949	ENSCAFG00845021899	lincDivg	1.1.1	8454	ENSG00000181092	ENSG00000289971	lincDivg	1.1.1	15154
ENSCAFG00845021981	ENSCAFG00845021938	lncgSS.dw	1.1.1	170	ENSG00000187605	ENSG00000235499	lncgSS.dw	1.1.1	0
ENSCAFG00845022066	ENSCAFG00845022152	lncgDivg	1.1.1	4215	ENSG00000012232	ENSG00000246339	lncgDivg	n.n.1	0
ENSCAFG00845022081	ENSCAFG00845022124	lncgSS.dw	1.1.1	1141	ENSG00000204128	ENSG00000261829	lncgSS.dw	1.1.1	2321
ENSCAFG00845022093	ENSCAFG00845022177	lincConv	1.1.1	7152	ENSG00000102781	ENSG00000232643	lincConv	1.1.1	42038
ENSCAFG00845022093	ENSCAFG00845022182	lincSS.dw	1.1.1	21135	ENSG00000102781	ENSG00000224511	lincSS.dw	n.1.1	93735
ENSCAFG00845022093	ENSCAFG00845022182	lincSS.dw	1.1.1	21135	ENSG00000102781	ENSG00000232117	lincSS.dw	n.1.1	43009
ENSCAFG00845022195	ENSCAFG00845022249	lincSS.dw	1.1.1	5272	ENSG00000176887	ENSG00000236106	lincSS.dw	n.1.1	24868
ENSCAFG00845022195	ENSCAFG00845022159	lncgDivg	n.1.1	11033	ENSG00000176887	ENSG00000230090	lncgDivg	n.1.1	1266
ENSCAFG00845022195	ENSCAFG00845022159	lncgDivg	n.1.1	11033	ENSG00000176887	ENSG00000224128	lncgDivg	1.1.1	896
ENSCAFG00845022195	ENSCAFG00845022230	lncgSS.dw	1.1.1	296	ENSG00000176887	ENSG00000242540	lncgSS.dw	n.n.1	0
ENSCAFG00845022198	ENSCAFG00845022179	lncgSS.dw	1.1.1	1397	ENSG00000048828	ENSG00000289031	lncgSS.dw	1.1.1	649
ENSCAFG00845022258	ENSCAFG00845022321	lncgSS.up	1.1.1	4211	ENSG00000169084	ENSG00000223571	lncgSS.up	1.1.1	0
