PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000045092	ENSMUSG00000120078	lincSS.dw	n.1.1	68844	ENSG00000170989	ENSG00000231671	lincSS.dw	n.1.1	79624
ENSMUSG00000045092	ENSMUSG00000052769	lncgDivg	1.1.1	66	ENSG00000170989	ENSG00000225938	lncgDivg	n.1.1	241
ENSMUSG00000045102	ENSMUSG00000106902	lncgDivg	1.1.1	0	ENSG00000130997	ENSG00000250623	lncgDivg	1.1.1	0
ENSMUSG00000045136	ENSMUSG00000120497	lncgDivg	1.1.1	114	ENSG00000137285	ENSG00000288840	lncgDivg	1.1.1	0
ENSMUSG00000045136	ENSMUSG00000113883	lncgDivg	1.1.1	3394	ENSG00000137285	ENSG00000288840	lncgDivg	1.1.1	0
ENSMUSG00000045174	ENSMUSG00000045815	lncgDivg	n.n.1	0	ENSG00000178171	ENSG00000229797	lncgDivg	n.1.1	0
ENSMUSG00000045201	ENSMUSG00000097547	lncgDivg	n.n.1	0	ENSG00000179796	ENSG00000225386	lncgDivg	1.1.1	0
ENSMUSG00000045248	ENSMUSG00000097000	lncgConv	n.n.1	0	ENSG00000105085	ENSG00000279529	lncgConv	1.1.1	0
ENSMUSG00000045294	ENSMUSG00000097673	lncgDivg	n.1.1	15904	ENSG00000186480	ENSG00000273117	lncgDivg	1.1.1	235
ENSMUSG00000045349	ENSMUSG00000120622	lncgDivg	1.1.1	158	ENSG00000189410	ENSG00000233069	lncgDivg	1.1.1	43
ENSMUSG00000045378	ENSMUSG00000087693	lncgConv	n.n.1	0	ENSG00000179165	ENSG00000224666	lncgConv	n.n.1	0
ENSMUSG00000045382	ENSMUSG00000121003	lncgDivg	1.1.1	158	ENSG00000121966	ENSG00000289974	lncgDivg	1.1.1	279
ENSMUSG00000045493	ENSMUSG00000074507	lincSS.up	1.1.1	41443	ENSG00000125533	ENSG00000125514	lincSS.up	n.1.1	27182
ENSMUSG00000045493	ENSMUSG00000074507	lincSS.up	1.1.1	41443	ENSG00000125533	ENSG00000231133	lincSS.up	n.1.1	83771
ENSMUSG00000045515	ENSMUSG00000099784	lincSS.dw	1.1.1	47536	ENSG00000198914	ENSG00000287135	lincSS.dw	1.1.1	70229
ENSMUSG00000045515	ENSMUSG00000060424	lncgDivg	n.n.1	0	ENSG00000198914	ENSG00000233639	lncgDivg	n.1.1	104
ENSMUSG00000045515	ENSMUSG00000093436	lncgSS.dw	n.1.1	0	ENSG00000198914	ENSG00000289498	lncgSS.dw	1.1.1	2178
ENSMUSG00000045515	ENSMUSG00000121019	lncgSS.up	1.1.1	391	ENSG00000198914	ENSG00000269707	lncgSS.up	n.n.1	0
ENSMUSG00000045573	ENSMUSG00000085996	lncgDivg	1.1.1	0	ENSG00000181195	ENSG00000254254	lncgDivg	n.n.1	0
ENSMUSG00000045636	ENSMUSG00000120793	lincDivg	1.1.1	20372	ENSG00000129422	ENSG00000253671	lincDivg	n.1.1	7267
ENSMUSG00000045636	ENSMUSG00000085672	lncgDivg	1.1.1	0	ENSG00000129422	ENSG00000253944	lncgDivg	1.1.1	251
ENSMUSG00000045636	ENSMUSG00000085672	lncgDivg	1.1.1	0	ENSG00000129422	ENSG00000253168	lncgDivg	1.1.1	0
ENSMUSG00000045636	ENSMUSG00000086773	lncgDivg	1.1.1	0	ENSG00000129422	ENSG00000253944	lncgDivg	1.1.1	251
ENSMUSG00000045636	ENSMUSG00000086773	lncgDivg	1.1.1	0	ENSG00000129422	ENSG00000253168	lncgDivg	1.1.1	0
ENSMUSG00000045636	ENSMUSG00000084960	lncgDivg	n.n.1	0	ENSG00000129422	ENSG00000253944	lncgDivg	1.1.1	251
ENSMUSG00000045636	ENSMUSG00000084960	lncgDivg	n.n.1	0	ENSG00000129422	ENSG00000253168	lncgDivg	1.1.1	0
ENSMUSG00000045662	ENSMUSG00000051638	lncgDivg	n.1.1	0	ENSG00000162639	ENSG00000285923	lncgDivg	1.1.1	7
ENSMUSG00000045690	ENSMUSG00000120709	lncgDivg	1.1.1	268	ENSG00000140006	ENSG00000274015	lncgDivg	n.1.1	164
ENSMUSG00000045690	ENSMUSG00000120709	lncgDivg	1.1.1	268	ENSG00000140006	ENSG00000258800	lncgDivg	1.1.1	0
ENSMUSG00000045691	ENSMUSG00000100162	lncgSS.up	n.n.n	0	ENSG00000259431	ENSG00000157306	lncgSS.up	n.n.n	0
ENSMUSG00000045763	ENSMUSG00000115355	lincSS.dw	n.1.1	30618	ENSG00000176788	ENSG00000248223	lincSS.dw	1.1.1	77067
ENSMUSG00000045763	ENSMUSG00000115729	lncgDivg	n.1.1	1258	ENSG00000176788	ENSG00000215196	lncgDivg	n.n.1	0
ENSMUSG00000045763	ENSMUSG00000115729	lncgDivg	n.1.1	1258	ENSG00000176788	ENSG00000271892	lncgDivg	1.1.1	0
ENSMUSG00000045763	ENSMUSG00000056089	lncgDivg	n.1.1	392	ENSG00000176788	ENSG00000215196	lncgDivg	n.n.1	0
ENSMUSG00000045763	ENSMUSG00000056089	lncgDivg	n.1.1	392	ENSG00000176788	ENSG00000271892	lncgDivg	1.1.1	0
ENSMUSG00000045817	ENSMUSG00000117571	lincConv	1.1.1	94056	ENSG00000152518	ENSG00000286796	lincConv	n.1.1	90403
ENSMUSG00000045817	ENSMUSG00000117485	lincSS.dw	n.1.1	27491	ENSG00000152518	ENSG00000230587	lincSS.dw	n.1.1	5156
ENSMUSG00000045817	ENSMUSG00000121234	lincSS.dw	1.1.1	55510	ENSG00000152518	ENSG00000230587	lincSS.dw	n.1.1	5156
ENSMUSG00000045817	ENSMUSG00000117393	lncgDivg	n.1.1	0	ENSG00000152518	ENSG00000279873	lncgDivg	1.1.1	604
ENSMUSG00000045817	ENSMUSG00000120263	lncgDivg	1.1.1	663	ENSG00000152518	ENSG00000279873	lncgDivg	1.1.1	604
ENSMUSG00000045867	ENSMUSG00000112481	lincSS.dw	n.1.1	28888	ENSG00000169372	ENSG00000271382	lincSS.dw	1.1.1	50201
ENSMUSG00000045867	ENSMUSG00000112501	lincSS.dw	1.1.1	37872	ENSG00000169372	ENSG00000271382	lincSS.dw	1.1.1	50201
ENSMUSG00000045867	ENSMUSG00000112593	lncgDivg	1.1.1	0	ENSG00000169372	ENSG00000258274	lncgDivg	n.1.1	0
ENSMUSG00000045967	ENSMUSG00000085680	lncgDivg	1.1.1	0	ENSG00000151025	ENSG00000233642	lncgDivg	1.1.1	0
ENSMUSG00000045994	ENSMUSG00000110901	lncgDivg	n.1.1	1867	ENSG00000109956	ENSG00000255545	lncgDivg	n.1.1	24231
ENSMUSG00000046082	ENSMUSG00000114521	lincSS.dw	1.1.1	17316	ENSG00000164325	ENSG00000249743	lincSS.dw	n.1.1	38787
ENSMUSG00000046082	ENSMUSG00000120268	lincSS.dw	1.1.1	99047	ENSG00000164325	ENSG00000249743	lincSS.dw	n.1.1	38787
ENSMUSG00000046096	ENSMUSG00000097343	lncgDivg	n.1.1	48	ENSG00000185716	ENSG00000275445	lncgDivg	1.1.1	0
ENSMUSG00000046101	ENSMUSG00000098234	lncgConv	n.n.n	0	ENSG00000178460	ENSG00000245910	lncgConv	n.n.1	0
ENSMUSG00000046159	ENSMUSG00000097009	lncgDivg	n.1.1	0	ENSG00000133019	ENSG00000234601	lncgDivg	1.1.1	0
ENSMUSG00000046159	ENSMUSG00000097009	lncgDivg	n.1.1	0	ENSG00000133019	ENSG00000233355	lncgDivg	n.n.1	0
ENSMUSG00000046186	ENSMUSG00000091147	lncgDivg	1.1.1	0	ENSG00000156535	ENSG00000231652	lncgDivg	1.1.1	0
ENSMUSG00000046269	ENSMUSG00000087252	lncgDivg	1.1.1	95	ENSG00000273820	ENSG00000234390	lncgDivg	1.1.1	243
ENSMUSG00000046318	ENSMUSG00000085055	lncgDivg	n.1.1	0	ENSG00000183287	ENSG00000267000	lncgDivg	1.1.1	0
ENSMUSG00000046318	ENSMUSG00000085055	lncgDivg	n.1.1	0	ENSG00000183287	ENSG00000267774	lncgDivg	1.1.1	0
ENSMUSG00000046318	ENSMUSG00000085055	lncgDivg	n.1.1	0	ENSG00000183287	ENSG00000267061	lncgDivg	1.1.1	0
ENSMUSG00000046318	ENSMUSG00000085055	lncgDivg	n.1.1	0	ENSG00000183287	ENSG00000267269	lncgDivg	1.1.1	0
ENSMUSG00000046318	ENSMUSG00000085055	lncgDivg	n.1.1	0	ENSG00000183287	ENSG00000273664	lncgDivg	1.1.1	2861
ENSMUSG00000046321	ENSMUSG00000108351	lncgDivg	1.1.1	0	ENSG00000122254	ENSG00000283213	lncgDivg	n.1.1	482
ENSMUSG00000046330	ENSMUSG00000120056	lincConv	n.1.1	31341	ENSG00000197756	ENSG00000224391	lincConv	1.1.1	11246
ENSMUSG00000046417	ENSMUSG00000086841	lncgConv	n.n.1	0	ENSG00000181350	ENSG00000175061	lncgConv	n.n.1	0
ENSMUSG00000046561	ENSMUSG00000090427	lncgDivg	1.1.1	0	ENSG00000180801	ENSG00000249304	lncgDivg	1.1.1	0
ENSMUSG00000046598	ENSMUSG00000116572	lincSS.dw	1.1.1	11025	ENSG00000161267	ENSG00000229912	lincSS.dw	1.1.1	53129
ENSMUSG00000046598	ENSMUSG00000116572	lincSS.dw	1.1.1	11025	ENSG00000161267	ENSG00000235126	lincSS.dw	1.1.1	51460
ENSMUSG00000046598	ENSMUSG00000116762	lincSS.dw	1.1.1	49486	ENSG00000161267	ENSG00000229912	lincSS.dw	1.1.1	53129
ENSMUSG00000046598	ENSMUSG00000116762	lincSS.dw	1.1.1	49486	ENSG00000161267	ENSG00000235126	lincSS.dw	1.1.1	51460
ENSMUSG00000046668	ENSMUSG00000100320	lncgDivg	1.1.1	0	ENSG00000171604	ENSG00000272255	lncgDivg	1.1.1	2297
ENSMUSG00000046668	ENSMUSG00000100320	lncgDivg	1.1.1	0	ENSG00000171604	ENSG00000250635	lncgDivg	1.1.1	0
ENSMUSG00000046668	ENSMUSG00000117840	lncgSS.dw	1.1.1	563	ENSG00000171604	ENSG00000249526	lncgSS.dw	1.1.1	763
ENSMUSG00000046782	ENSMUSG00000085851	lncgDivg	1.1.1	0	ENSG00000139865	ENSG00000258696	lncgDivg	1.1.1	0
ENSMUSG00000046782	ENSMUSG00000085851	lncgDivg	1.1.1	0	ENSG00000139865	ENSG00000259091	lncgDivg	n.1.1	0
ENSMUSG00000046782	ENSMUSG00000112911	lncgDivg	1.1.1	0	ENSG00000139865	ENSG00000258696	lncgDivg	1.1.1	0
ENSMUSG00000046782	ENSMUSG00000112911	lncgDivg	1.1.1	0	ENSG00000139865	ENSG00000259091	lncgDivg	n.1.1	0
ENSMUSG00000046794	ENSMUSG00000109698	lncgDivg	1.1.1	0	ENSG00000173281	ENSG00000254340	lncgDivg	n.1.1	0
ENSMUSG00000046794	ENSMUSG00000109698	lncgDivg	1.1.1	0	ENSG00000173281	ENSG00000248538	lncgDivg	n.1.1	121
ENSMUSG00000046856	ENSMUSG00000086730	lncgDivg	n.1.1	0	ENSG00000183671	ENSG00000279220	lncgDivg	n.n.n	0
ENSMUSG00000046876	ENSMUSG00000113987	lncgDivg	1.1.1	0	ENSG00000124788	ENSG00000229931	lncgDivg	n.n.1	0
ENSMUSG00000046876	ENSMUSG00000113987	lncgDivg	1.1.1	0	ENSG00000124788	ENSG00000272341	lncgDivg	1.1.1	2855
ENSMUSG00000046876	ENSMUSG00000114131	lncgDivg	1.1.1	0	ENSG00000124788	ENSG00000229931	lncgDivg	n.n.1	0
ENSMUSG00000046876	ENSMUSG00000114131	lncgDivg	1.1.1	0	ENSG00000124788	ENSG00000272341	lncgDivg	1.1.1	2855
ENSMUSG00000046876	ENSMUSG00000038152	lncgDivg	n.1.1	172	ENSG00000124788	ENSG00000229931	lncgDivg	n.n.1	0
ENSMUSG00000046876	ENSMUSG00000038152	lncgDivg	n.1.1	172	ENSG00000124788	ENSG00000272341	lncgDivg	1.1.1	2855
ENSMUSG00000046876	ENSMUSG00000120629	lncgSS.up	1.1.1	387	ENSG00000124788	ENSG00000289863	lncgSS.up	1.1.1	935
ENSMUSG00000046922	ENSMUSG00000111098	lincConv	1.1.1	32763	ENSG00000146360	ENSG00000286691	lincConv	1.1.1	39291
ENSMUSG00000046985	ENSMUSG00000105503	lncgDivg	1.1.1	0	ENSG00000169762	ENSG00000249234	lncgDivg	1.1.1	0
ENSMUSG00000046985	ENSMUSG00000105503	lncgDivg	1.1.1	0	ENSG00000169762	ENSG00000263327	lncgDivg	n.1.1	0
ENSMUSG00000046985	ENSMUSG00000104784	lncgDivg	1.1.1	0	ENSG00000169762	ENSG00000249234	lncgDivg	1.1.1	0
ENSMUSG00000046985	ENSMUSG00000104784	lncgDivg	1.1.1	0	ENSG00000169762	ENSG00000263327	lncgDivg	n.1.1	0
ENSMUSG00000046997	ENSMUSG00000085541	lncgDivg	n.n.1	0	ENSG00000175093	ENSG00000251270	lncgDivg	1.1.1	0
ENSMUSG00000047022	ENSMUSG00000086372	lncgDivg	1.1.1	0	ENSG00000151338	ENSG00000259087	lncgDivg	n.1.1	0
ENSMUSG00000047025	ENSMUSG00000079183	lincConv	1.1.1	29951	ENSG00000197651	ENSG00000257787	lincConv	n.1.1	94933
ENSMUSG00000047025	ENSMUSG00000079183	lincConv	1.1.1	29951	ENSG00000197651	ENSG00000286021	lincConv	n.1.1	15705
ENSMUSG00000047025	ENSMUSG00000112497	lincSS.dw	n.1.1	19849	ENSG00000197651	ENSG00000288102	lincSS.dw	1.1.1	96874
ENSMUSG00000047037	ENSMUSG00000085927	lncgDivg	1.1.1	0	ENSG00000170113	ENSG00000291163	lncgDivg	n.n.1	0
ENSMUSG00000047109	ENSMUSG00000121032	lncgDivg	1.1.1	0	ENSG00000159261	ENSG00000286852	lncgDivg	1.1.1	3603
ENSMUSG00000047109	ENSMUSG00000116947	lncgDivg	n.1.1	1986	ENSG00000159261	ENSG00000286852	lncgDivg	1.1.1	3603
ENSMUSG00000047109	ENSMUSG00000116681	lncgSS.up	n.1.1	0	ENSG00000159261	ENSG00000286517	lncgSS.up	1.1.1	0
ENSMUSG00000047126	ENSMUSG00000120202	lncgDivg	1.1.1	308	ENSG00000141367	ENSG00000273702	lncgDivg	1.1.1	0
ENSMUSG00000047143	ENSMUSG00000085256	lncgDivg	n.1.1	149	ENSG00000142700	ENSG00000284700	lncgDivg	n.1.1	166
ENSMUSG00000047171	ENSMUSG00000109612	lincSS.up	1.1.1	77435	ENSG00000187821	ENSG00000248517	lincSS.up	1.1.1	13304
ENSMUSG00000047259	ENSMUSG00000117968	lincConv	1.1.1	54935	ENSG00000166603	ENSG00000267401	lincConv	n.1.1	69745
ENSMUSG00000047361	ENSMUSG00000101409	lncgDivg	1.1.1	0	ENSG00000182329	ENSG00000287041	lncgDivg	1.1.1	0
ENSMUSG00000047361	ENSMUSG00000101409	lncgDivg	1.1.1	0	ENSG00000182329	ENSG00000231903	lncgDivg	1.1.1	0
ENSMUSG00000047361	ENSMUSG00000101409	lncgDivg	1.1.1	0	ENSG00000182329	ENSG00000222035	lncgDivg	n.1.1	0
ENSMUSG00000047361	ENSMUSG00000099811	lncgDivg	n.n.1	0	ENSG00000182329	ENSG00000287041	lncgDivg	1.1.1	0
ENSMUSG00000047361	ENSMUSG00000099811	lncgDivg	n.n.1	0	ENSG00000182329	ENSG00000231903	lncgDivg	1.1.1	0
ENSMUSG00000047361	ENSMUSG00000099811	lncgDivg	n.n.1	0	ENSG00000182329	ENSG00000222035	lncgDivg	n.1.1	0
ENSMUSG00000047412	ENSMUSG00000120331	lncgDivg	n.1.1	336	ENSG00000196323	ENSG00000175773	lncgDivg	n.n.n	111
ENSMUSG00000047446	ENSMUSG00000113874	lincSS.dw	1.1.1	82588	ENSG00000122644	ENSG00000229618	lincSS.dw	n.1.1	35194
ENSMUSG00000047454	ENSMUSG00000112302	lncgDivg	1.1.1	0	ENSG00000171723	ENSG00000258490	lncgDivg	1.1.1	0
ENSMUSG00000047454	ENSMUSG00000112302	lncgDivg	1.1.1	0	ENSG00000171723	ENSG00000258561	lncgDivg	n.n.n	0
ENSMUSG00000047495	ENSMUSG00000084945	lncgDivg	1.1.1	0	ENSG00000198010	ENSG00000254160	lncgDivg	1.1.1	0
ENSMUSG00000047495	ENSMUSG00000084945	lncgDivg	1.1.1	0	ENSG00000198010	ENSG00000282759	lncgDivg	1.1.1	0
ENSMUSG00000047495	ENSMUSG00000084945	lncgDivg	1.1.1	0	ENSG00000198010	ENSG00000253267	lncgDivg	n.n.1	0
ENSMUSG00000047495	ENSMUSG00000084945	lncgDivg	1.1.1	0	ENSG00000198010	ENSG00000260721	lncgDivg	1.1.1	0
ENSMUSG00000047495	ENSMUSG00000084945	lncgDivg	1.1.1	0	ENSG00000198010	ENSG00000275427	lncgDivg	1.1.1	0
ENSMUSG00000047613	ENSMUSG00000086272	lincDivg	n.1.1	6694	ENSG00000198912	ENSG00000284668	lincDivg	n.1.1	75840
ENSMUSG00000047613	ENSMUSG00000086272	lincDivg	n.1.1	6694	ENSG00000198912	ENSG00000233304	lincDivg	n.1.1	40193
ENSMUSG00000047613	ENSMUSG00000085390	lincSS.up	1.1.1	48571	ENSG00000198912	ENSG00000226374	lincSS.up	n.1.1	44254
ENSMUSG00000047648	ENSMUSG00000097007	lncgDivg	n.1.1	109	ENSG00000118496	ENSG00000235652	lncgDivg	n.n.n	0
ENSMUSG00000047658	ENSMUSG00000118263	lncgDivg	n.1.1	0	ENSG00000175229	ENSG00000286459	lncgDivg	1.1.1	0
ENSMUSG00000047875	ENSMUSG00000086665	lincSS.up	1.1.1	29890	ENSG00000180758	ENSG00000289914	lincSS.up	1.1.1	33220
ENSMUSG00000047921	ENSMUSG00000106847	lncgSS.up	1.1.1	0	ENSG00000167632	ENSG00000282164	lncgSS.up	n.1.1	0
ENSMUSG00000047921	ENSMUSG00000106847	lncgSS.up	1.1.1	0	ENSG00000167632	ENSG00000289741	lncgSS.up	1.1.1	0
ENSMUSG00000047940	ENSMUSG00000106505	lincConv	1.1.1	66854	ENSG00000163116	ENSG00000253170	lincConv	1.1.1	49034
ENSMUSG00000047989	ENSMUSG00000120613	lncgDivg	1.1.1	0	ENSG00000153391	ENSG00000289891	lncgDivg	1.1.1	0
ENSMUSG00000048001	ENSMUSG00000092483	lncgDivg	1.1.1	0	ENSG00000197921	ENSG00000272449	lncgDivg	n.n.n	0
ENSMUSG00000048078	ENSMUSG00000085792	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000255345	lncgDivg	n.1.1	0
ENSMUSG00000048078	ENSMUSG00000085792	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254885	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000085792	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254563	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000108635	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000255345	lncgDivg	n.1.1	0
ENSMUSG00000048078	ENSMUSG00000108635	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254885	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000108635	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254563	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000085443	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000255345	lncgDivg	n.1.1	0
ENSMUSG00000048078	ENSMUSG00000085443	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254885	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000085443	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254563	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000085751	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000255345	lncgDivg	n.1.1	0
ENSMUSG00000048078	ENSMUSG00000085751	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254885	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000085751	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254563	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000053049	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000255345	lncgDivg	n.1.1	0
ENSMUSG00000048078	ENSMUSG00000053049	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254885	lncgDivg	1.1.1	0
ENSMUSG00000048078	ENSMUSG00000053049	lncgDivg	1.1.1	0	ENSG00000149256	ENSG00000254563	lncgDivg	1.1.1	0
ENSMUSG00000048120	ENSMUSG00000117952	lncgSS.dw	1.1.1	0	ENSG00000138185	ENSG00000240527	lncgSS.dw	1.1.1	0
ENSMUSG00000048170	ENSMUSG00000108648	lncgDivg	1.1.1	0	ENSG00000197771	ENSG00000289966	lncgDivg	1.1.1	0
ENSMUSG00000048206	ENSMUSG00000047046	lncgDivg	n.1.1	0	ENSG00000179407	ENSG00000242049	lncgDivg	1.1.1	0
ENSMUSG00000048285	ENSMUSG00000113707	lincSS.dw	1.1.1	10025	ENSG00000139926	ENSG00000259111	lincSS.dw	1.1.1	19833
ENSMUSG00000048285	ENSMUSG00000113900	lncgDivg	1.1.1	169	ENSG00000139926	ENSG00000258537	lncgDivg	n.n.1	0
ENSMUSG00000048307	ENSMUSG00000120582	lincSS.dw	1.1.1	22121	ENSG00000186106	ENSG00000253842	lincSS.dw	n.1.1	77026
ENSMUSG00000048307	ENSMUSG00000114981	lincSS.dw	n.n.n	87496	ENSG00000186106	ENSG00000253842	lincSS.dw	n.1.1	77026
ENSMUSG00000048307	ENSMUSG00000115395	lincSS.dw	1.1.1	40977	ENSG00000186106	ENSG00000253842	lincSS.dw	n.1.1	77026
ENSMUSG00000048387	ENSMUSG00000113913	lincSS.up	1.1.1	96346	ENSG00000143867	ENSG00000234597	lincSS.up	n.1.1	99597
ENSMUSG00000048402	ENSMUSG00000097408	lncgDivg	1.1.1	4850	ENSG00000074047	ENSG00000271709	lncgDivg	1.1.1	0
ENSMUSG00000048410	ENSMUSG00000120353	lncgDivg	1.1.1	66	ENSG00000215421	ENSG00000264247	lncgDivg	n.n.1	0
ENSMUSG00000048410	ENSMUSG00000118385	lncgDivg	1.1.1	0	ENSG00000215421	ENSG00000264247	lncgDivg	n.n.1	0
ENSMUSG00000048445	ENSMUSG00000087638	lncgDivg	1.1.1	0	ENSG00000176155	ENSG00000265678	lncgDivg	1.1.1	0
ENSMUSG00000048445	ENSMUSG00000087638	lncgDivg	1.1.1	0	ENSG00000176155	ENSG00000266654	lncgDivg	1.1.1	0
ENSMUSG00000048482	ENSMUSG00000093410	lncgSS.up	1.1.1	607	ENSG00000176697	ENSG00000255496	lncgSS.up	1.1.1	0
ENSMUSG00000048490	ENSMUSG00000109338	lincSS.up	1.1.1	53916	ENSG00000180530	ENSG00000288536	lincSS.up	1.1.1	36377
ENSMUSG00000048528	ENSMUSG00000087657	lncgDivg	n.1.1	0	ENSG00000229544	ENSG00000271434	lncgDivg	n.n.1	0
ENSMUSG00000048572	ENSMUSG00000120881	lncgDivg	1.1.1	0	ENSG00000181778	ENSG00000226337	lncgDivg	1.1.1	153
ENSMUSG00000048763	ENSMUSG00000075589	lncgDivg	1.1.1	0	ENSG00000120093	ENSG00000239552	lncgDivg	1.1.1	0
ENSMUSG00000048826	ENSMUSG00000120609	lincConv	1.1.1	24103	ENSG00000164488	ENSG00000234768	lincConv	1.1.1	88329
ENSMUSG00000048826	ENSMUSG00000120609	lincConv	1.1.1	24103	ENSG00000164488	ENSG00000287056	lincConv	1.1.1	72568
ENSMUSG00000048826	ENSMUSG00000120609	lincConv	1.1.1	24103	ENSG00000164488	ENSG00000234647	lincConv	n.1.1	30249
ENSMUSG00000048826	ENSMUSG00000120609	lincConv	1.1.1	24103	ENSG00000164488	ENSG00000228361	lincConv	1.1.1	52115
ENSMUSG00000048921	ENSMUSG00000108483	lncgConv	1.1.1	2744	ENSG00000156853	ENSG00000260167	lncgConv	1.1.1	0
ENSMUSG00000048922	ENSMUSG00000093726	lncgSS.dw	1.1.1	1225	ENSG00000184661	ENSG00000289357	lncgSS.dw	1.1.1	868
ENSMUSG00000048988	ENSMUSG00000105335	lincSS.up	1.1.1	5209	ENSG00000225968	ENSG00000231476	lincSS.up	1.1.1	44340
ENSMUSG00000049044	ENSMUSG00000085001	lncgDivg	1.1.1	0	ENSG00000091428	ENSG00000228016	lncgDivg	n.n.1	0
ENSMUSG00000049044	ENSMUSG00000085439	lncgDivg	1.1.1	0	ENSG00000091428	ENSG00000228016	lncgDivg	n.n.1	0
ENSMUSG00000049044	ENSMUSG00000086231	lncgDivg	1.1.1	0	ENSG00000091428	ENSG00000228016	lncgDivg	n.n.1	0
ENSMUSG00000049100	ENSMUSG00000097040	lncgDivg	n.1.1	107	ENSG00000138650	ENSG00000250241	lncgDivg	n.1.1	147
ENSMUSG00000049106	ENSMUSG00000112278	lncgDivg	1.1.1	0	ENSG00000139990	ENSG00000276063	lncgDivg	1.1.1	1161
ENSMUSG00000049106	ENSMUSG00000112278	lncgDivg	1.1.1	0	ENSG00000139990	ENSG00000289180	lncgDivg	n.n.1	0
ENSMUSG00000049119	ENSMUSG00000087099	lincDivg	1.1.1	92867	ENSG00000169122	ENSG00000253376	lincDivg	n.1.1	60194
ENSMUSG00000049164	ENSMUSG00000120438	lncgDivg	1.1.1	47	ENSG00000177853	ENSG00000287009	lncgDivg	1.1.1	0
ENSMUSG00000049225	ENSMUSG00000085614	lncgDivg	n.1.1	113	ENSG00000164951	ENSG00000264448	lncgDivg	1.1.1	0
ENSMUSG00000049295	ENSMUSG00000115141	lncgDivg	1.1.1	2551	ENSG00000165804	ENSG00000178107	lncgDivg	1.1.1	3321
ENSMUSG00000049295	ENSMUSG00000115454	lncgDivg	1.1.1	0	ENSG00000165804	ENSG00000178107	lncgDivg	1.1.1	3321
ENSMUSG00000049313	ENSMUSG00000111511	lincSS.dw	n.1.1	88452	ENSG00000137642	ENSG00000286044	lincSS.dw	n.1.1	40498
ENSMUSG00000049313	ENSMUSG00000111726	lincSS.dw	1.1.1	74116	ENSG00000137642	ENSG00000286044	lincSS.dw	n.1.1	40498
ENSMUSG00000049313	ENSMUSG00000086360	lncgDivg	1.1.1	0	ENSG00000137642	ENSG00000246790	lncgDivg	n.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253947	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253713	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254365	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253925	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254187	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253527	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253660	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000253469	lncgDivg	1.1.1	0
ENSMUSG00000049336	ENSMUSG00000086375	lncgDivg	1.1.1	0	ENSG00000145934	ENSG00000254297	lncgDivg	1.1.1	0
